BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID,ARCHIVE_DATE
014,100000001464,BRL,3477,P,24422.000,OFF,100000001464,TRN000000001464,2026-01-04,2026-01-04,TD_DEPOSITER,Td Depositer Name 1464,TD_CERT_COLL,Td Cert Collector Name 1464,TD_WITHDRAWE,Td Withdrawer Name 1464,2026-01-04,E,J,JOINT_HOLDER,2026-01-04,PAY,100000001464,BRL,RA,RO,100000001464,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1464,CU,D,A,A,REASON_CODE_1464,3668,2688,2026-01-04,14471.600,2130.900,647.1000,1595.8000,XREF_1464,23354.6000,275.600,24558.0000,A,651210,2.83000,2026-01-04,73669,751133,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-04,014,MAI,MAI,MAI,CMA,0.8900,COMME,014,772768,300210,BAE,AUTHORIZE,VAL,M,DESTI,CUST000664,CUST000664,OPERATION_KEY_1,D,D,B,2.38000,1.53000,A,RATE_CODE_,4.49000,M,RETN_,RETN_,959574.00000,723655.00000,11104.8000,NAT,TXN0000000000001464,2026-01-04
015,100000001465,USD,9360,P,14879.100,OFF,100000001465,TRN000000001465,2026-01-05,2026-01-05,TD_DEPOSITER,Td Depositer Name 1465,TD_CERT_COLL,Td Cert Collector Name 1465,TD_WITHDRAWE,Td Withdrawer Name 1465,2026-01-05,E,J,JOINT_HOLDER,2026-01-05,PAY,100000001465,USD,RA,RO,100000001465,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1465,CU,D,A,A,REASON_CODE_1465,1452,1565,2026-01-05,17601.400,19387.600,14241.3000,15836.2000,XREF_1465,11089.0000,1615.000,7274.7000,A,56927,1.55000,2026-01-05,713938,180177,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-05,015,MAI,MAI,MAI,CMA,3.9800,COMME,015,540564,567908,BAE,AUTHORIZE,VAL,M,DESTI,CUST000665,CUST000665,OPERATION_KEY_1,D,D,B,2.76000,1.52000,A,RATE_CODE_,2.42000,M,RETN_,RETN_,997300.00000,51626.00000,8349.4000,NAT,TXN0000000000001465,2026-01-05
016,100000001466,PEN,4331,P,14995.500,OFF,100000001466,TRN000000001466,2026-01-06,2026-01-06,TD_DEPOSITER,Td Depositer Name 1466,TD_CERT_COLL,Td Cert Collector Name 1466,TD_WITHDRAWE,Td Withdrawer Name 1466,2026-01-06,E,J,JOINT_HOLDER,2026-01-06,PAY,100000001466,PEN,RA,RO,100000001466,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1466,CU,D,A,A,REASON_CODE_1466,8605,2772,2026-01-06,1541.300,15891.000,18349.5000,23086.0000,XREF_1466,11133.3000,17440.200,23132.2000,A,711039,1.49000,2026-01-06,255767,137514,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-06,016,MAI,MAI,MAI,CMA,4.0500,COMME,016,978522,491535,BAE,AUTHORIZE,VAL,M,DESTI,CUST000666,CUST000666,OPERATION_KEY_1,D,D,B,1.70000,3.36000,A,RATE_CODE_,2.09000,M,RETN_,RETN_,579003.00000,872675.00000,19139.0000,NAT,TXN0000000000001466,2026-01-06
017,100000001467,EUR,4516,P,12373.600,OFF,100000001467,TRN000000001467,2026-01-07,2026-01-07,TD_DEPOSITER,Td Depositer Name 1467,TD_CERT_COLL,Td Cert Collector Name 1467,TD_WITHDRAWE,Td Withdrawer Name 1467,2026-01-07,E,J,JOINT_HOLDER,2026-01-07,PAY,100000001467,EUR,RA,RO,100000001467,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1467,CU,D,A,A,REASON_CODE_1467,2134,3923,2026-01-07,19359.200,9742.500,15625.2000,19543.1000,XREF_1467,19750.4000,14685.900,20771.0000,A,674320,1.90000,2026-01-07,741041,177532,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-07,017,MAI,MAI,MAI,CMA,3.5700,COMME,017,198559,475157,BAE,AUTHORIZE,VAL,M,DESTI,CUST000667,CUST000667,OPERATION_KEY_1,D,D,B,1.30000,0.96000,A,RATE_CODE_,3.55000,M,RETN_,RETN_,455641.00000,617090.00000,23756.2000,NAT,TXN0000000000001467,2026-01-07
018,100000001468,BRL,2690,P,9895.900,OFF,100000001468,TRN000000001468,2026-01-08,2026-01-08,TD_DEPOSITER,Td Depositer Name 1468,TD_CERT_COLL,Td Cert Collector Name 1468,TD_WITHDRAWE,Td Withdrawer Name 1468,2026-01-08,E,J,JOINT_HOLDER,2026-01-08,PAY,100000001468,BRL,RA,RO,100000001468,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1468,CU,D,A,A,REASON_CODE_1468,1630,4177,2026-01-08,20547.800,18140.400,15736.8000,18893.1000,XREF_1468,24668.7000,15902.800,20101.1000,A,94620,3.63000,2026-01-08,821696,669422,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-08,018,MAI,MAI,MAI,CMA,1.1800,COMME,018,807088,346844,BAE,AUTHORIZE,VAL,M,DESTI,CUST000668,CUST000668,OPERATION_KEY_1,D,D,B,3.68000,1.93000,A,RATE_CODE_,1.05000,M,RETN_,RETN_,738962.00000,965044.00000,17026.8000,NAT,TXN0000000000001468,2026-01-08
019,100000001469,USD,1342,P,1089.900,OFF,100000001469,TRN000000001469,2026-01-09,2026-01-09,TD_DEPOSITER,Td Depositer Name 1469,TD_CERT_COLL,Td Cert Collector Name 1469,TD_WITHDRAWE,Td Withdrawer Name 1469,2026-01-09,E,J,JOINT_HOLDER,2026-01-09,PAY,100000001469,USD,RA,RO,100000001469,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1469,CU,D,A,A,REASON_CODE_1469,4464,1297,2026-01-09,17308.600,23871.300,17.4000,23779.8000,XREF_1469,10175.1000,11958.100,147.7000,A,948135,3.19000,2026-01-09,171627,437931,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-09,019,MAI,MAI,MAI,CMA,3.0700,COMME,019,813336,607750,BAE,AUTHORIZE,VAL,M,DESTI,CUST000669,CUST000669,OPERATION_KEY_1,D,D,B,3.85000,2.79000,A,RATE_CODE_,3.72000,M,RETN_,RETN_,122460.00000,657967.00000,13924.4000,NAT,TXN0000000000001469,2026-01-09
020,100000001470,PEN,8431,P,22071.600,OFF,100000001470,TRN000000001470,2026-01-10,2026-01-10,TD_DEPOSITER,Td Depositer Name 1470,TD_CERT_COLL,Td Cert Collector Name 1470,TD_WITHDRAWE,Td Withdrawer Name 1470,2026-01-10,E,J,JOINT_HOLDER,2026-01-10,PAY,100000001470,PEN,RA,RO,100000001470,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1470,CU,D,A,A,REASON_CODE_1470,6760,6213,2026-01-10,661.200,10657.300,23931.8000,5754.5000,XREF_1470,15186.5000,22193.100,6702.4000,A,443388,3.05000,2026-01-10,368600,580166,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-10,020,MAI,MAI,MAI,CMA,2.9000,COMME,020,370025,187805,BAE,AUTHORIZE,VAL,M,DESTI,CUST000670,CUST000670,OPERATION_KEY_1,D,D,B,1.62000,1.35000,A,RATE_CODE_,2.38000,M,RETN_,RETN_,40924.00000,875419.00000,17999.5000,NAT,TXN0000000000001470,2026-01-10
021,100000001471,EUR,9587,P,4264.000,OFF,100000001471,TRN000000001471,2026-01-11,2026-01-11,TD_DEPOSITER,Td Depositer Name 1471,TD_CERT_COLL,Td Cert Collector Name 1471,TD_WITHDRAWE,Td Withdrawer Name 1471,2026-01-11,E,J,JOINT_HOLDER,2026-01-11,PAY,100000001471,EUR,RA,RO,100000001471,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1471,CU,D,A,A,REASON_CODE_1471,7999,2923,2026-01-11,11373.500,14345.800,5083.7000,18004.5000,XREF_1471,19492.1000,14845.300,6009.7000,A,979691,3.57000,2026-01-11,892639,428029,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-11,021,MAI,MAI,MAI,CMA,3.1500,COMME,021,430274,533996,BAE,AUTHORIZE,VAL,M,DESTI,CUST000671,CUST000671,OPERATION_KEY_1,D,D,B,2.83000,3.88000,A,RATE_CODE_,1.59000,M,RETN_,RETN_,873253.00000,167992.00000,9805.4000,NAT,TXN0000000000001471,2026-01-11
022,100000001472,BRL,1631,P,14584.000,OFF,100000001472,TRN000000001472,2026-01-12,2026-01-12,TD_DEPOSITER,Td Depositer Name 1472,TD_CERT_COLL,Td Cert Collector Name 1472,TD_WITHDRAWE,Td Withdrawer Name 1472,2026-01-12,E,J,JOINT_HOLDER,2026-01-12,PAY,100000001472,BRL,RA,RO,100000001472,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1472,CU,D,A,A,REASON_CODE_1472,9666,7897,2026-01-12,12141.700,10135.000,8398.9000,8659.1000,XREF_1472,4229.3000,6112.600,6492.7000,A,31607,4.36000,2026-01-12,281552,84954,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-12,022,MAI,MAI,MAI,CMA,3.4100,COMME,022,77517,587569,BAE,AUTHORIZE,VAL,M,DESTI,CUST000672,CUST000672,OPERATION_KEY_1,D,D,B,4.41000,4.34000,A,RATE_CODE_,3.88000,M,RETN_,RETN_,121475.00000,563243.00000,4183.4000,NAT,TXN0000000000001472,2026-01-12
023,100000001473,USD,9168,P,21740.800,OFF,100000001473,TRN000000001473,2026-01-13,2026-01-13,TD_DEPOSITER,Td Depositer Name 1473,TD_CERT_COLL,Td Cert Collector Name 1473,TD_WITHDRAWE,Td Withdrawer Name 1473,2026-01-13,E,J,JOINT_HOLDER,2026-01-13,PAY,100000001473,USD,RA,RO,100000001473,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1473,CU,D,A,A,REASON_CODE_1473,9819,7370,2026-01-13,12498.900,19431.700,22005.4000,12001.1000,XREF_1473,17583.1000,5041.900,13568.0000,A,266552,2.76000,2026-01-13,56098,569189,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-13,023,MAI,MAI,MAI,CMA,2.5500,COMME,023,916855,261035,BAE,AUTHORIZE,VAL,M,DESTI,CUST000673,CUST000673,OPERATION_KEY_1,D,D,B,3.38000,2.43000,A,RATE_CODE_,2.81000,M,RETN_,RETN_,354681.00000,858501.00000,19504.0000,NAT,TXN0000000000001473,2026-01-13
024,100000001474,PEN,3652,P,9940.700,OFF,100000001474,TRN000000001474,2026-01-14,2026-01-14,TD_DEPOSITER,Td Depositer Name 1474,TD_CERT_COLL,Td Cert Collector Name 1474,TD_WITHDRAWE,Td Withdrawer Name 1474,2026-01-14,E,J,JOINT_HOLDER,2026-01-14,PAY,100000001474,PEN,RA,RO,100000001474,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1474,CU,D,A,A,REASON_CODE_1474,1494,519,2026-01-14,13194.000,21248.400,2483.4000,24391.4000,XREF_1474,3133.9000,23196.300,6392.5000,A,528182,3.09000,2026-01-14,385901,994334,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-14,024,MAI,MAI,MAI,CMA,4.0900,COMME,024,175344,290640,BAE,AUTHORIZE,VAL,M,DESTI,CUST000674,CUST000674,OPERATION_KEY_1,D,D,B,1.00000,2.33000,A,RATE_CODE_,3.18000,M,RETN_,RETN_,130346.00000,197602.00000,5498.4000,NAT,TXN0000000000001474,2026-01-14
025,100000001475,EUR,1100,P,24380.100,OFF,100000001475,TRN000000001475,2026-01-15,2026-01-15,TD_DEPOSITER,Td Depositer Name 1475,TD_CERT_COLL,Td Cert Collector Name 1475,TD_WITHDRAWE,Td Withdrawer Name 1475,2026-01-15,E,J,JOINT_HOLDER,2026-01-15,PAY,100000001475,EUR,RA,RO,100000001475,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1475,CU,D,A,A,REASON_CODE_1475,9324,1661,2026-01-15,7900.000,20698.600,159.4000,24794.9000,XREF_1475,11337.0000,21294.400,22387.7000,A,153456,3.99000,2026-01-15,637029,721899,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-15,025,MAI,MAI,MAI,CMA,4.4300,COMME,025,348310,865229,BAE,AUTHORIZE,VAL,M,DESTI,CUST000675,CUST000675,OPERATION_KEY_1,D,D,B,3.08000,3.86000,A,RATE_CODE_,1.25000,M,RETN_,RETN_,90046.00000,311412.00000,24290.8000,NAT,TXN0000000000001475,2026-01-15
001,100000001476,BRL,963,P,21235.600,OFF,100000001476,TRN000000001476,2026-01-16,2026-01-16,TD_DEPOSITER,Td Depositer Name 1476,TD_CERT_COLL,Td Cert Collector Name 1476,TD_WITHDRAWE,Td Withdrawer Name 1476,2026-01-16,E,J,JOINT_HOLDER,2026-01-16,PAY,100000001476,BRL,RA,RO,100000001476,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1476,CU,D,A,A,REASON_CODE_1476,3854,1974,2026-01-16,11685.500,5172.500,12588.8000,11503.0000,XREF_1476,6027.8000,2272.100,20108.2000,A,60845,3.52000,2026-01-16,135543,5491,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-16,001,MAI,MAI,MAI,CMA,4.3200,COMME,001,150297,144020,BAE,AUTHORIZE,VAL,M,DESTI,CUST000676,CUST000676,OPERATION_KEY_1,D,D,B,3.78000,3.26000,A,RATE_CODE_,2.45000,M,RETN_,RETN_,69126.00000,23113.00000,19971.0000,NAT,TXN0000000000001476,2026-01-16
002,100000001477,USD,6801,P,24301.900,OFF,100000001477,TRN000000001477,2026-01-17,2026-01-17,TD_DEPOSITER,Td Depositer Name 1477,TD_CERT_COLL,Td Cert Collector Name 1477,TD_WITHDRAWE,Td Withdrawer Name 1477,2026-01-17,E,J,JOINT_HOLDER,2026-01-17,PAY,100000001477,USD,RA,RO,100000001477,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1477,CU,D,A,A,REASON_CODE_1477,3293,7703,2026-01-17,3662.000,6711.800,9556.5000,10654.3000,XREF_1477,16184.0000,12329.400,16800.8000,A,424225,3.15000,2026-01-17,910645,807483,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-17,002,MAI,MAI,MAI,CMA,3.7900,COMME,002,630982,9099,BAE,AUTHORIZE,VAL,M,DESTI,CUST000677,CUST000677,OPERATION_KEY_1,D,D,B,3.65000,1.48000,A,RATE_CODE_,1.88000,M,RETN_,RETN_,82798.00000,889772.00000,13756.2000,NAT,TXN0000000000001477,2026-01-17
003,100000001478,PEN,6360,P,4093.400,OFF,100000001478,TRN000000001478,2026-01-18,2026-01-18,TD_DEPOSITER,Td Depositer Name 1478,TD_CERT_COLL,Td Cert Collector Name 1478,TD_WITHDRAWE,Td Withdrawer Name 1478,2026-01-18,E,J,JOINT_HOLDER,2026-01-18,PAY,100000001478,PEN,RA,RO,100000001478,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1478,CU,D,A,A,REASON_CODE_1478,6313,8516,2026-01-18,17927.400,18762.300,20491.3000,14332.6000,XREF_1478,24856.0000,14464.000,23809.4000,A,65931,1.10000,2026-01-18,141321,947117,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-18,003,MAI,MAI,MAI,CMA,2.6500,COMME,003,383968,245550,BAE,AUTHORIZE,VAL,M,DESTI,CUST000678,CUST000678,OPERATION_KEY_1,D,D,B,1.63000,1.60000,A,RATE_CODE_,3.83000,M,RETN_,RETN_,773417.00000,976554.00000,21618.3000,NAT,TXN0000000000001478,2026-01-18
004,100000001479,EUR,9843,P,13899.200,OFF,100000001479,TRN000000001479,2026-01-19,2026-01-19,TD_DEPOSITER,Td Depositer Name 1479,TD_CERT_COLL,Td Cert Collector Name 1479,TD_WITHDRAWE,Td Withdrawer Name 1479,2026-01-19,E,J,JOINT_HOLDER,2026-01-19,PAY,100000001479,EUR,RA,RO,100000001479,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1479,CU,D,A,A,REASON_CODE_1479,4561,2807,2026-01-19,15833.100,20608.100,7196.7000,18296.9000,XREF_1479,5033.3000,3107.300,13300.3000,A,280680,3.32000,2026-01-19,82780,75027,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-19,004,MAI,MAI,MAI,CMA,2.2100,COMME,004,446274,321112,BAE,AUTHORIZE,VAL,M,DESTI,CUST000679,CUST000679,OPERATION_KEY_1,D,D,B,1.41000,3.09000,A,RATE_CODE_,1.63000,M,RETN_,RETN_,423541.00000,311362.00000,15815.4000,NAT,TXN0000000000001479,2026-01-19
005,100000001480,BRL,3691,P,8858.000,OFF,100000001480,TRN000000001480,2026-01-20,2026-01-20,TD_DEPOSITER,Td Depositer Name 1480,TD_CERT_COLL,Td Cert Collector Name 1480,TD_WITHDRAWE,Td Withdrawer Name 1480,2026-01-20,E,J,JOINT_HOLDER,2026-01-20,PAY,100000001480,BRL,RA,RO,100000001480,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1480,CU,D,A,A,REASON_CODE_1480,4936,4564,2026-01-20,12492.800,17609.100,3201.2000,9291.5000,XREF_1480,17456.3000,10842.600,11938.0000,A,701917,1.76000,2026-01-20,915625,887420,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-20,005,MAI,MAI,MAI,CMA,1.4500,COMME,005,615308,39623,BAE,AUTHORIZE,VAL,M,DESTI,CUST000680,CUST000680,OPERATION_KEY_1,D,D,B,2.52000,2.16000,A,RATE_CODE_,2.98000,M,RETN_,RETN_,265092.00000,731458.00000,7232.4000,NAT,TXN0000000000001480,2026-01-20
006,100000001481,USD,4798,P,24109.600,OFF,100000001481,TRN000000001481,2026-01-21,2026-01-21,TD_DEPOSITER,Td Depositer Name 1481,TD_CERT_COLL,Td Cert Collector Name 1481,TD_WITHDRAWE,Td Withdrawer Name 1481,2026-01-21,E,J,JOINT_HOLDER,2026-01-21,PAY,100000001481,USD,RA,RO,100000001481,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1481,CU,D,A,A,REASON_CODE_1481,6592,1231,2026-01-21,9616.800,58153.600,174107.2000,135312.0000,XREF_1481,126252.8000,73959.200,188091.2000,A,832377,3.52000,2026-01-21,190860,638801,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-21,006,MAI,MAI,MAI,CMA,1.1500,COMME,006,900085,61822,BAE,AUTHORIZE,VAL,M,DESTI,CUST000681,CUST000681,OPERATION_KEY_1,D,D,B,4.12000,2.10000,A,RATE_CODE_,4.23000,M,RETN_,RETN_,905593.00000,20356.00000,12692.0000,NAT,TXN0000000000001481,2026-01-21
007,100000001482,PEN,3138,P,16250.000,OFF,100000001482,TRN000000001482,2026-01-22,2026-01-22,TD_DEPOSITER,Td Depositer Name 1482,TD_CERT_COLL,Td Cert Collector Name 1482,TD_WITHDRAWE,Td Withdrawer Name 1482,2026-01-22,E,J,JOINT_HOLDER,2026-01-22,PAY,100000001482,PEN,RA,RO,100000001482,INT,PEN,A,G,G,ADVICE_MEDIA_14,EMAIL_1482,CU,D,A,A,REASON_CODE_1482,4177,2269,2026-01-22,19474.400,10203.900,6558.7000,10182.9000,XREF_1482,13715.4000,14368.000,9841.8000,A,516583,4.46000,2026-01-22,2739,382302,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-22,007,MAI,MAI,MAI,CMA,1.0700,COMME,007,480726,499777,BAE,AUTHORIZE,VAL,M,DESTI,CUST000682,CUST000682,OPERATION_KEY_1,D,D,B,2.45000,0.84000,A,RATE_CODE_,3.26000,M,RETN_,RETN_,684670.00000,547915.00000,14563.6000,NAT,TXN0000000000001482,2026-01-22
008,100000001483,EUR,3056,P,16544.700,OFF,100000001483,TRN000000001483,2026-01-23,2026-01-23,TD_DEPOSITER,Td Depositer Name 1483,TD_CERT_COLL,Td Cert Collector Name 1483,TD_WITHDRAWE,Td Withdrawer Name 1483,2026-01-23,E,J,JOINT_HOLDER,2026-01-23,PAY,100000001483,EUR,RA,RO,100000001483,INT,EUR,A,G,G,ADVICE_MEDIA_14,EMAIL_1483,CU,D,A,A,REASON_CODE_1483,2699,8288,2026-01-23,16602.000,12824.800,2968.9000,3685.3000,XREF_1483,16884.2000,12695.600,5194.4000,A,835060,2.82000,2026-01-23,824951,554165,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-23,008,MAI,MAI,MAI,CMA,1.3900,COMME,008,284949,179506,BAE,AUTHORIZE,VAL,M,DESTI,CUST000683,CUST000683,OPERATION_KEY_1,D,D,B,3.71000,3.63000,A,RATE_CODE_,1.35000,M,RETN_,RETN_,483710.00000,15532.00000,11548.4000,NAT,TXN0000000000001483,2026-01-23
009,100000001484,BRL,6245,P,22703.200,OFF,100000001484,TRN000000001484,2026-01-24,2026-01-24,TD_DEPOSITER,Td Depositer Name 1484,TD_CERT_COLL,Td Cert Collector Name 1484,TD_WITHDRAWE,Td Withdrawer Name 1484,2026-01-24,E,J,JOINT_HOLDER,2026-01-24,PAY,100000001484,BRL,RA,RO,100000001484,INT,BRL,A,G,G,ADVICE_MEDIA_14,EMAIL_1484,CU,D,A,A,REASON_CODE_1484,3028,4180,2026-01-24,6944.900,1816.400,11639.3000,2547.3000,XREF_1484,12873.8000,24118.000,23500.9000,A,94759,2.32000,2026-01-24,47766,956922,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-24,009,MAI,MAI,MAI,CMA,1.3600,COMME,009,58146,521670,BAE,AUTHORIZE,VAL,M,DESTI,CUST000684,CUST000684,OPERATION_KEY_1,D,D,B,1.73000,1.11000,A,RATE_CODE_,1.76000,M,RETN_,RETN_,414878.00000,431965.00000,1261.6000,NAT,TXN0000000000001484,2026-01-24
010,100000001485,USD,5462,P,9448.400,OFF,100000001485,TRN000000001485,2026-01-25,2026-01-25,TD_DEPOSITER,Td Depositer Name 1485,TD_CERT_COLL,Td Cert Collector Name 1485,TD_WITHDRAWE,Td Withdrawer Name 1485,2026-01-25,E,J,JOINT_HOLDER,2026-01-25,PAY,100000001485,USD,RA,RO,100000001485,INT,USD,A,G,G,ADVICE_MEDIA_14,EMAIL_1485,CU,D,A,A,REASON_CODE_1485,5217,4208,2026-01-25,23816.900,9079.800,7745.1000,8483.4000,XREF_1485,14220.8000,8988.900,2570.2000,A,261087,3.11000,2026-01-25,222996,915480,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-25,010,MAI,MAI,MAI,CMA,2.1000,COMME,010,224048,180890,BAE,AUTHORIZE,VAL,M,DESTI,CUST000685,CUST000685,OPERATION_KEY_1,D,D,B,2.53000,2.15000,A,RATE_CODE_,1.60000,M,RETN_,RETN_,486174.00000,763305.00000,21511.2000,NAT,TXN0000000000001485,2026-01-25
