BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY
019,100000001569,USD,P,13147.500,OFF,100000001569,TRN000000001569,6150,Td Withdrawer Name 1569,2026-04-19,E,J,JOINT_HOLDER,2026-04-19,PAY,100000001569,USD,RA,RO,100000001569,INT,USD,A,G,GE,ADVICE_MEDIA_15,EMAIL_1569,2026-04-19,CU,D,A,A,REASON_CODE_1569,LATE,2026-04-19,TD_DEPOSITER,Td Depositer Name 1569,TD_CERT_COLL,Td Cert Collector Name 1569,TD_WITHDRAWE,856,TXN0000000000001569,2026-04-19,14757.2000,1923.700,19986.600,19924.8000,22481.9000,7094.800,A,606256,1.78000,2026-04-19,127700,718210,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-04-19,019,MAI,MAI,MAI,CMA,2.0900,COMME,019,205301,704191,BAE,AUTHORIZE,VAL,M,DESTI,CUST000769,CUST000769,OPERATION_KEY_1,D,D,B,1.81000,2.12000,A,RATE_CODE_,1.46000,M,RETN_,RETN_,5523.800,178168.00000,719574.00000,21914.0000,NAT
020,100000001570,PEN,P,5992.400,OFF,100000001570,TRN000000001570,9159,Td Withdrawer Name 1570,2026-04-20,E,J,JOINT_HOLDER,2026-04-20,PAY,100000001570,PEN,RA,RO,100000001570,INT,PEN,A,G,GE,ADVICE_MEDIA_15,EMAIL_1570,2026-04-20,CU,D,A,A,REASON_CODE_1570,LATE,2026-04-20,TD_DEPOSITER,Td Depositer Name 1570,TD_CERT_COLL,Td Cert Collector Name 1570,TD_WITHDRAWE,261,TXN0000000000001570,2026-04-20,820.5000,14833.200,8042.600,16982.3000,11171.6000,1499.300,A,1597,3.04000,2026-04-20,866390,809895,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-04-20,020,MAI,MAI,MAI,CMA,2.7600,COMME,020,255017,554580,BAE,AUTHORIZE,VAL,M,DESTI,CUST000770,CUST000770,OPERATION_KEY_1,D,D,B,1.01000,2.46000,A,RATE_CODE_,2.28000,M,RETN_,RETN_,17645.400,542484.00000,719943.00000,5784.0000,NAT
021,100000001571,EUR,P,23210.900,OFF,100000001571,TRN000000001571,5920,Td Withdrawer Name 1571,2026-04-21,E,J,JOINT_HOLDER,2026-04-21,PAY,100000001571,EUR,RA,RO,100000001571,INT,EUR,A,G,GE,ADVICE_MEDIA_15,EMAIL_1571,2026-04-21,CU,D,A,A,REASON_CODE_1571,LATE,2026-04-21,TD_DEPOSITER,Td Depositer Name 1571,TD_CERT_COLL,Td Cert Collector Name 1571,TD_WITHDRAWE,4804,TXN0000000000001571,2026-04-21,21386.8000,14986.300,20591.000,3904.3000,7981.4000,23846.200,A,443569,2.02000,2026-04-21,618451,81138,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-04-21,021,MAI,MAI,MAI,CMA,4.0100,COMME,021,58120,811025,BAE,AUTHORIZE,VAL,M,DESTI,CUST000771,CUST000771,OPERATION_KEY_1,D,D,B,3.72000,2.24000,A,RATE_CODE_,1.88000,M,RETN_,RETN_,6646.300,786718.00000,907065.00000,17673.3000,NAT
022,100000001572,BRL,P,16375.000,OFF,100000001572,TRN000000001572,999,Td Withdrawer Name 1572,2026-04-22,E,J,JOINT_HOLDER,2026-04-22,PAY,100000001572,BRL,RA,RO,100000001572,INT,BRL,A,G,GE,ADVICE_MEDIA_15,EMAIL_1572,2026-04-22,CU,D,A,A,REASON_CODE_1572,LATE,2026-04-22,TD_DEPOSITER,Td Depositer Name 1572,TD_CERT_COLL,Td Cert Collector Name 1572,TD_WITHDRAWE,81,TXN0000000000001572,2026-04-22,15251.9000,18277.500,24134.800,2491.6000,22396.2000,3820.800,A,18662,2.76000,2026-04-22,690422,887945,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-04-22,022,MAI,MAI,MAI,CMA,2.4900,COMME,022,287050,788556,BAE,AUTHORIZE,VAL,M,DESTI,CUST000772,CUST000772,OPERATION_KEY_1,D,D,B,2.52000,1.64000,A,RATE_CODE_,4.34000,M,RETN_,RETN_,3970.700,986000.00000,161252.00000,15797.2000,NAT
023,100000001573,USD,P,23984.200,OFF,100000001573,TRN000000001573,3290,Td Withdrawer Name 1573,2026-04-23,E,J,JOINT_HOLDER,2026-04-23,PAY,100000001573,USD,RA,RO,100000001573,INT,USD,A,G,GE,ADVICE_MEDIA_15,EMAIL_1573,2026-04-23,CU,D,A,A,REASON_CODE_1573,LATE,2026-04-23,TD_DEPOSITER,Td Depositer Name 1573,TD_CERT_COLL,Td Cert Collector Name 1573,TD_WITHDRAWE,8445,TXN0000000000001573,2026-04-23,12120.6000,24951.700,9621.000,271.6000,2826.9000,19137.600,A,131065,4.03000,2026-04-23,855233,955259,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-04-23,023,MAI,MAI,MAI,CMA,3.8700,COMME,023,166326,209372,BAE,AUTHORIZE,VAL,M,DESTI,CUST000773,CUST000773,OPERATION_KEY_1,D,D,B,1.41000,2.29000,A,RATE_CODE_,4.46000,M,RETN_,RETN_,15624.600,393664.00000,915805.00000,6188.7000,NAT
024,100000001574,PEN,P,21213.100,OFF,100000001574,TRN000000001574,6897,Td Withdrawer Name 1574,2026-04-24,E,J,JOINT_HOLDER,2026-04-24,PAY,100000001574,PEN,RA,RO,100000001574,INT,PEN,A,G,GE,ADVICE_MEDIA_15,EMAIL_1574,2026-04-24,CU,D,A,A,REASON_CODE_1574,LATE,2026-04-24,TD_DEPOSITER,Td Depositer Name 1574,TD_CERT_COLL,Td Cert Collector Name 1574,TD_WITHDRAWE,8488,TXN0000000000001574,2026-04-24,19850.7000,2844.300,11931.000,8696.4000,3666.9000,4084.000,A,763439,1.16000,2026-04-24,834156,621526,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-04-24,024,MAI,MAI,MAI,CMA,1.9800,COMME,024,337436,10308,BAE,AUTHORIZE,VAL,M,DESTI,CUST000774,CUST000774,OPERATION_KEY_1,D,D,B,4.43000,4.04000,A,RATE_CODE_,1.64000,M,RETN_,RETN_,12939.600,879358.00000,28624.00000,8212.7000,NAT
025,100000001575,EUR,P,4780.400,OFF,100000001575,TRN000000001575,2531,Td Withdrawer Name 1575,2026-04-25,E,J,JOINT_HOLDER,2026-04-25,PAY,100000001575,EUR,RA,RO,100000001575,INT,EUR,A,G,GE,ADVICE_MEDIA_15,EMAIL_1575,2026-04-25,CU,D,A,A,REASON_CODE_1575,LATE,2026-04-25,TD_DEPOSITER,Td Depositer Name 1575,TD_CERT_COLL,Td Cert Collector Name 1575,TD_WITHDRAWE,356,TXN0000000000001575,2026-04-25,4575.6000,1731.700,18798.100,22588.2000,10202.9000,5189.800,A,309009,4.38000,2026-04-25,884901,553033,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-04-25,025,MAI,MAI,MAI,CMA,4.4300,COMME,025,347077,781965,BAE,AUTHORIZE,VAL,M,DESTI,CUST000775,CUST000775,OPERATION_KEY_1,D,D,B,2.01000,1.84000,A,RATE_CODE_,2.03000,M,RETN_,RETN_,16983.100,378647.00000,983260.00000,16400.8000,NAT
001,100000001576,BRL,P,5029.400,OFF,100000001576,TRN000000001576,3289,Td Withdrawer Name 1576,2026-04-26,E,J,JOINT_HOLDER,2026-04-26,PAY,100000001576,BRL,RA,RO,100000001576,INT,BRL,A,G,GE,ADVICE_MEDIA_15,EMAIL_1576,2026-04-26,CU,D,A,A,REASON_CODE_1576,LATE,2026-04-26,TD_DEPOSITER,Td Depositer Name 1576,TD_CERT_COLL,Td Cert Collector Name 1576,TD_WITHDRAWE,2595,TXN0000000000001576,2026-04-26,21714.1000,16308.900,3778.500,4704.5000,22430.7000,4183.800,A,228145,3.11000,2026-04-26,838675,770755,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-04-26,001,MAI,MAI,MAI,CMA,3.9000,COMME,001,347816,718989,BAE,AUTHORIZE,VAL,M,DESTI,CUST000776,CUST000776,OPERATION_KEY_1,D,D,B,1.96000,2.29000,A,RATE_CODE_,3.94000,M,RETN_,RETN_,21622.300,333663.00000,53759.00000,13362.7000,NAT
002,100000001577,USD,P,8696.100,OFF,100000001577,TRN000000001577,9803,Td Withdrawer Name 1577,2026-04-27,E,J,JOINT_HOLDER,2026-04-27,PAY,100000001577,USD,RA,RO,100000001577,INT,USD,A,G,GE,ADVICE_MEDIA_15,EMAIL_1577,2026-04-27,CU,D,A,A,REASON_CODE_1577,LATE,2026-04-27,TD_DEPOSITER,Td Depositer Name 1577,TD_CERT_COLL,Td Cert Collector Name 1577,TD_WITHDRAWE,3099,TXN0000000000001577,2026-04-27,15294.0000,2486.100,24963.300,22489.2000,18439.0000,15290.100,A,181353,1.93000,2026-04-27,103237,266833,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-04-27,002,MAI,MAI,MAI,CMA,3.7500,COMME,002,759970,745515,BAE,AUTHORIZE,VAL,M,DESTI,CUST000777,CUST000777,OPERATION_KEY_1,D,D,B,4.08000,1.39000,A,RATE_CODE_,1.51000,M,RETN_,RETN_,17734.000,65004.00000,694733.00000,14961.5000,NAT
003,100000001578,PEN,P,15858.400,OFF,100000001578,TRN000000001578,3626,Td Withdrawer Name 1578,2026-04-28,E,J,JOINT_HOLDER,2026-04-28,PAY,100000001578,PEN,RA,RO,100000001578,INT,PEN,A,G,GE,ADVICE_MEDIA_15,EMAIL_1578,2026-04-28,CU,D,A,A,REASON_CODE_1578,LATE,2026-04-28,TD_DEPOSITER,Td Depositer Name 1578,TD_CERT_COLL,Td Cert Collector Name 1578,TD_WITHDRAWE,5600,TXN0000000000001578,2026-04-28,14152.3000,4132.000,2254.100,14984.3000,13764.2000,17083.500,A,366485,4.14000,2026-04-28,177199,420462,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-04-28,003,MAI,MAI,MAI,CMA,1.3600,COMME,003,992274,850522,BAE,AUTHORIZE,VAL,M,DESTI,CUST000778,CUST000778,OPERATION_KEY_1,D,D,B,3.35000,0.86000,A,RATE_CODE_,3.71000,M,RETN_,RETN_,8641.100,630964.00000,75572.00000,1101.6000,NAT
004,100000001579,EUR,P,15007.400,OFF,100000001579,TRN000000001579,3320,Td Withdrawer Name 1579,2026-04-29,E,J,JOINT_HOLDER,2026-04-29,PAY,100000001579,EUR,RA,RO,100000001579,INT,EUR,A,G,GE,ADVICE_MEDIA_15,EMAIL_1579,2026-04-29,CU,D,A,A,REASON_CODE_1579,LATE,2026-04-29,TD_DEPOSITER,Td Depositer Name 1579,TD_CERT_COLL,Td Cert Collector Name 1579,TD_WITHDRAWE,7734,TXN0000000000001579,2026-04-29,290.9000,4548.600,19933.000,13768.6000,15725.0000,22896.800,A,463333,1.30000,2026-04-29,372735,830108,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-04-29,004,MAI,MAI,MAI,CMA,3.5300,COMME,004,898446,569676,BAE,AUTHORIZE,VAL,M,DESTI,CUST000779,CUST000779,OPERATION_KEY_1,D,D,B,3.44000,2.87000,A,RATE_CODE_,4.04000,M,RETN_,RETN_,7911.300,240905.00000,228248.00000,291.1000,NAT
005,100000001580,BRL,P,19999.800,OFF,100000001580,TRN000000001580,15,Td Withdrawer Name 1580,2026-04-30,E,J,JOINT_HOLDER,2026-04-30,PAY,100000001580,BRL,RA,RO,100000001580,INT,BRL,A,G,GE,ADVICE_MEDIA_15,EMAIL_1580,2026-04-30,CU,D,A,A,REASON_CODE_1580,LATE,2026-04-30,TD_DEPOSITER,Td Depositer Name 1580,TD_CERT_COLL,Td Cert Collector Name 1580,TD_WITHDRAWE,3391,TXN0000000000001580,2026-04-30,9208.1000,24539.200,20670.300,11960.5000,15470.2000,10813.800,A,240047,3.28000,2026-04-30,111916,923486,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-04-30,005,MAI,MAI,MAI,CMA,3.3100,COMME,005,609793,562977,BAE,AUTHORIZE,VAL,M,DESTI,CUST000780,CUST000780,OPERATION_KEY_1,D,D,B,2.46000,4.29000,A,RATE_CODE_,3.24000,M,RETN_,RETN_,19503.900,751149.00000,358313.00000,12005.2000,NAT
006,100000001581,USD,P,10290.700,OFF,100000001581,TRN000000001581,5643,Td Withdrawer Name 1581,2026-05-01,E,J,JOINT_HOLDER,2026-05-01,PAY,100000001581,USD,RA,RO,100000001581,INT,USD,A,G,GE,ADVICE_MEDIA_15,EMAIL_1581,2026-05-01,CU,D,A,A,REASON_CODE_1581,LATE,2026-05-01,TD_DEPOSITER,Td Depositer Name 1581,TD_CERT_COLL,Td Cert Collector Name 1581,TD_WITHDRAWE,1742,TXN0000000000001581,2026-05-01,1848.1000,13304.800,6159.200,15646.5000,6604.5000,11157.800,A,519482,1.55000,2026-05-01,586605,460129,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-05-01,006,MAI,MAI,MAI,CMA,4.4500,COMME,006,650450,322775,BAE,AUTHORIZE,VAL,M,DESTI,CUST000781,CUST000781,OPERATION_KEY_1,D,D,B,3.40000,4.10000,A,RATE_CODE_,4.15000,M,RETN_,RETN_,10591.700,70223.00000,529765.00000,13512.8000,NAT
007,100000001582,PEN,P,16484.900,OFF,100000001582,TRN000000001582,1104,Td Withdrawer Name 1582,2026-05-02,E,J,JOINT_HOLDER,2026-05-02,PAY,100000001582,PEN,RA,RO,100000001582,INT,PEN,A,G,GE,ADVICE_MEDIA_15,EMAIL_1582,2026-05-02,CU,D,A,A,REASON_CODE_1582,LATE,2026-05-02,TD_DEPOSITER,Td Depositer Name 1582,TD_CERT_COLL,Td Cert Collector Name 1582,TD_WITHDRAWE,6663,TXN0000000000001582,2026-05-02,5061.8000,4479.000,4544.600,10650.9000,11104.2000,20840.900,A,285278,3.96000,2026-05-02,480298,810580,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-05-02,007,MAI,MAI,MAI,CMA,1.1000,COMME,007,700034,523340,BAE,AUTHORIZE,VAL,M,DESTI,CUST000782,CUST000782,OPERATION_KEY_1,D,D,B,3.36000,4.45000,A,RATE_CODE_,1.28000,M,RETN_,RETN_,9590.400,226990.00000,932448.00000,3739.4000,NAT
008,100000001583,EUR,P,17218.400,OFF,100000001583,TRN000000001583,745,Td Withdrawer Name 1583,2026-05-03,E,J,JOINT_HOLDER,2026-05-03,PAY,100000001583,EUR,RA,RO,100000001583,INT,EUR,A,G,GE,ADVICE_MEDIA_15,EMAIL_1583,2026-05-03,CU,D,A,A,REASON_CODE_1583,LATE,2026-05-03,TD_DEPOSITER,Td Depositer Name 1583,TD_CERT_COLL,Td Cert Collector Name 1583,TD_WITHDRAWE,8540,TXN0000000000001583,2026-05-03,9707.1000,12531.100,4592.300,18329.3000,1358.5000,9261.000,A,275182,1.25000,2026-05-03,724093,444352,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-05-03,008,MAI,MAI,MAI,CMA,1.3900,COMME,008,427175,689408,BAE,AUTHORIZE,VAL,M,DESTI,CUST000783,CUST000783,OPERATION_KEY_1,D,D,B,2.05000,3.47000,A,RATE_CODE_,2.74000,M,RETN_,RETN_,19689.400,890522.00000,699486.00000,3666.1000,NAT
009,100000001584,BRL,P,12810.200,OFF,100000001584,TRN000000001584,4015,Td Withdrawer Name 1584,2026-05-04,E,J,JOINT_HOLDER,2026-05-04,PAY,100000001584,BRL,RA,RO,100000001584,INT,BRL,A,G,GE,ADVICE_MEDIA_15,EMAIL_1584,2026-05-04,CU,D,A,A,REASON_CODE_1584,LATE,2026-05-04,TD_DEPOSITER,Td Depositer Name 1584,TD_CERT_COLL,Td Cert Collector Name 1584,TD_WITHDRAWE,8353,TXN0000000000001584,2026-05-04,8931.3000,16800.600,3371.800,23530.2000,11188.2000,9500.300,A,910212,1.69000,2026-05-04,263839,953281,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-05-04,009,MAI,MAI,MAI,CMA,1.8600,COMME,009,246575,486217,BAE,AUTHORIZE,VAL,M,DESTI,CUST000784,CUST000784,OPERATION_KEY_1,D,D,B,0.99000,4.44000,A,RATE_CODE_,1.79000,M,RETN_,RETN_,2632.400,339798.00000,962432.00000,4910.0000,NAT
010,100000001585,USD,P,6787.900,OFF,100000001585,TRN000000001585,5562,Td Withdrawer Name 1585,2026-05-05,E,J,JOINT_HOLDER,2026-05-05,PAY,100000001585,USD,RA,RO,100000001585,INT,USD,A,G,GE,ADVICE_MEDIA_15,EMAIL_1585,2026-05-05,CU,D,A,A,REASON_CODE_1585,LATE,2026-05-05,TD_DEPOSITER,Td Depositer Name 1585,TD_CERT_COLL,Td Cert Collector Name 1585,TD_WITHDRAWE,2216,TXN0000000000001585,2026-05-05,335.3000,2658.200,20156.600,19747.0000,4797.1000,21349.400,A,341741,3.96000,2026-05-05,312011,770738,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-05-05,010,MAI,MAI,MAI,CMA,1.9900,COMME,010,152370,840495,BAE,AUTHORIZE,VAL,M,DESTI,CUST000785,CUST000785,OPERATION_KEY_1,D,D,B,2.95000,2.81000,A,RATE_CODE_,0.90000,M,RETN_,RETN_,24952.800,930355.00000,682542.00000,11563.4000,NAT
011,100000001586,PEN,P,13922.800,OFF,100000001586,TRN000000001586,2208,Td Withdrawer Name 1586,2026-05-06,E,J,JOINT_HOLDER,2026-05-06,PAY,100000001586,PEN,RA,RO,100000001586,INT,PEN,A,G,GE,ADVICE_MEDIA_15,EMAIL_1586,2026-05-06,CU,D,A,A,REASON_CODE_1586,LATE,2026-05-06,TD_DEPOSITER,Td Depositer Name 1586,TD_CERT_COLL,Td Cert Collector Name 1586,TD_WITHDRAWE,1596,TXN0000000000001586,2026-05-06,21260.2000,15895.200,9615.500,17739.7000,1081.0000,6873.200,A,856762,0.81000,2026-05-06,87876,809807,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-05-06,011,MAI,MAI,MAI,CMA,3.0500,COMME,011,537667,513690,BAE,AUTHORIZE,VAL,M,DESTI,CUST000786,CUST000786,OPERATION_KEY_1,D,D,B,1.52000,3.03000,A,RATE_CODE_,2.90000,M,RETN_,RETN_,6408.300,196989.00000,301061.00000,23171.1000,NAT
012,100000001587,EUR,P,19300.500,OFF,100000001587,TRN000000001587,4666,Td Withdrawer Name 1587,2026-05-07,E,J,JOINT_HOLDER,2026-05-07,PAY,100000001587,EUR,RA,RO,100000001587,INT,EUR,A,G,GE,ADVICE_MEDIA_15,EMAIL_1587,2026-05-07,CU,D,A,A,REASON_CODE_1587,LATE,2026-05-07,TD_DEPOSITER,Td Depositer Name 1587,TD_CERT_COLL,Td Cert Collector Name 1587,TD_WITHDRAWE,1321,TXN0000000000001587,2026-05-07,18660.2000,9143.800,4619.800,13171.5000,12058.4000,1582.900,A,468914,3.60000,2026-05-07,456497,210048,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-05-07,012,MAI,MAI,MAI,CMA,3.5400,COMME,012,38786,729314,BAE,AUTHORIZE,VAL,M,DESTI,CUST000787,CUST000787,OPERATION_KEY_1,D,D,B,4.43000,3.62000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,17071.900,295641.00000,622320.00000,17950.7000,NAT
013,100000001588,BRL,P,17238.600,OFF,100000001588,TRN000000001588,2924,Td Withdrawer Name 1588,2026-05-08,E,J,JOINT_HOLDER,2026-05-08,PAY,100000001588,BRL,RA,RO,100000001588,INT,BRL,A,G,GE,ADVICE_MEDIA_15,EMAIL_1588,2026-05-08,CU,D,A,A,REASON_CODE_1588,LATE,2026-05-08,TD_DEPOSITER,Td Depositer Name 1588,TD_CERT_COLL,Td Cert Collector Name 1588,TD_WITHDRAWE,2061,TXN0000000000001588,2026-05-08,12414.3000,12303.500,10647.800,6960.1000,12312.2000,6422.900,A,875829,3.55000,2026-05-08,395386,440491,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-05-08,013,MAI,MAI,MAI,CMA,2.6900,COMME,013,729724,894062,BAE,AUTHORIZE,VAL,M,DESTI,CUST000788,CUST000788,OPERATION_KEY_1,D,D,B,2.27000,2.63000,A,RATE_CODE_,2.77000,M,RETN_,RETN_,11365.000,735942.00000,96651.00000,19780.0000,NAT
014,100000001589,USD,P,7291.000,OFF,100000001589,TRN000000001589,1570,Td Withdrawer Name 1589,2026-05-09,E,J,JOINT_HOLDER,2026-05-09,PAY,100000001589,USD,RA,RO,100000001589,INT,USD,A,G,GE,ADVICE_MEDIA_15,EMAIL_1589,2026-05-09,CU,D,A,A,REASON_CODE_1589,LATE,2026-05-09,TD_DEPOSITER,Td Depositer Name 1589,TD_CERT_COLL,Td Cert Collector Name 1589,TD_WITHDRAWE,2422,TXN0000000000001589,2026-05-09,1086.0000,14314.400,16904.800,2326.7000,16664.6000,15696.800,A,889255,0.81000,2026-05-09,866029,942966,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-05-09,014,MAI,MAI,MAI,CMA,0.8900,COMME,014,49061,680872,BAE,AUTHORIZE,VAL,M,DESTI,CUST000789,CUST000789,OPERATION_KEY_1,D,D,B,4.32000,3.83000,A,RATE_CODE_,3.61000,M,RETN_,RETN_,21276.100,364056.00000,839102.00000,20745.6000,NAT
015,100000001590,PEN,P,1909.300,OFF,100000001590,TRN000000001590,8392,Td Withdrawer Name 1590,2026-05-10,E,J,JOINT_HOLDER,2026-05-10,PAY,100000001590,PEN,RA,RO,100000001590,INT,PEN,A,G,GE,ADVICE_MEDIA_15,EMAIL_1590,2026-05-10,CU,D,A,A,REASON_CODE_1590,LATE,2026-05-10,TD_DEPOSITER,Td Depositer Name 1590,TD_CERT_COLL,Td Cert Collector Name 1590,TD_WITHDRAWE,4417,TXN0000000000001590,2026-05-10,18857.5000,21849.100,3496.500,13073.8000,13650.8000,10833.500,A,534938,1.75000,2026-05-10,341556,776740,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-05-10,015,MAI,MAI,MAI,CMA,3.9600,COMME,015,607419,472408,BAE,AUTHORIZE,VAL,M,DESTI,CUST000790,CUST000790,OPERATION_KEY_1,D,D,B,1.62000,1.07000,A,RATE_CODE_,1.70000,M,RETN_,RETN_,21035.600,716415.00000,140229.00000,12845.6000,NAT
016,100000001591,EUR,P,5575.100,OFF,100000001591,TRN000000001591,9115,Td Withdrawer Name 1591,2026-05-11,E,J,JOINT_HOLDER,2026-05-11,PAY,100000001591,EUR,RA,RO,100000001591,INT,EUR,A,G,GE,ADVICE_MEDIA_15,EMAIL_1591,2026-05-11,CU,D,A,A,REASON_CODE_1591,LATE,2026-05-11,TD_DEPOSITER,Td Depositer Name 1591,TD_CERT_COLL,Td Cert Collector Name 1591,TD_WITHDRAWE,638,TXN0000000000001591,2026-05-11,9910.8000,11121.300,8208.000,4833.6000,17320.2000,13013.500,A,653802,3.46000,2026-05-11,682683,287366,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-05-11,016,MAI,MAI,MAI,CMA,2.8400,COMME,016,285474,49358,BAE,AUTHORIZE,VAL,M,DESTI,CUST000791,CUST000791,OPERATION_KEY_1,D,D,B,2.30000,3.03000,A,RATE_CODE_,3.83000,M,RETN_,RETN_,19066.700,14281.00000,126175.00000,2061.4000,NAT
