XREF,PRODUCT_CODE,BRANCH_CODE,TRN_REF_NO,TXN_ACC,TXN_CCY,TXN_AMOUNT,TXN_BRANCH,TXN_TRN_CODE,OFS_ACC,OFS_CCY,OFS_AMOUNT,OFS_BRANCH,OFS_TRN_CODE,EXCH_RATE,LCY_AMOUNT,TRN_DT,VALUE_DT,DR_INSTRUMENT_CODE,CR_INSTRUMENT_CODE,REL_CUSTOMER,CHARGE_ACCOUNT,CHG_GL,CHG_CCY,CHG_AMT,CHG_IN_ACY,CHG_IN_LCY,CHG_CCY_ACY_RATE,ACY_LCY_RATE,NETTING_IND,TXN_CODE,MIS_HEAD_1,CHG_GL_1,CHG_CCY_1,CHG_AMT_1,CHG_IN_ACY_1,CHG_IN_LCY_1,CHG_CCY_ACY_RATE_1,ACY_LCY_RATE_1,NETTING_IND_1,TXN_CODE_1,MIS_HEAD_2,CHG_GL_2,CHG_CCY_2,CHG_AMT_2,CHG_IN_ACY_2,CHG_IN_LCY_2,CHG_CCY_ACY_RATE_2,ACY_LCY_RATE_2,NETTING_IND_2,TXN_CODE_2,MIS_HEAD_3,CHG_GL_3,CHG_CCY_3,CHG_AMT_3,CHG_IN_ACY_3,CHG_IN_LCY_3,CHG_CCY_ACY_RATE_3,ACY_LCY_RATE_3,NETTING_IND_3,TXN_CODE_3,MIS_HEAD_4,CHG_GL_4,CHG_CCY_4,CHG_AMT_4,CHG_IN_ACY_4,CHG_IN_LCY_4,CHG_CCY_ACY_RATE_4,ACY_LCY_RATE_4,NETTING_IND_4,TXN_CODE_4,MIS_HEAD_5,REM_ACC,REM_BANK,REM_BRANCH,ROUTING_NO,END_POINT,SERIAL_NO,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REPAIR_REASON,MOD_NO,SCODE,MIS_HEAD,NARRATIVE,DR_ACC,MODULE,ESN,EVENT_CODE,ROUTE_CODE,FT_PROBLEM,TRACK_RECEIVABLE,TIME_RECEIVED,THEIR_CHGS2,THEIR_CHGS3,THEIR_CHGS4,THEIR_CHGS,THEIR_CHGS1,THEIR_ACC,THEIR_ACC1,THEIR_ACC2,THEIR_ACC3,THEIR_ACC4,LCY_EXCH_RATE,CR_CUST_NO,TXN_ID,UDF_1,UDF_2,UDF_3,UDF_4,UDF_5,JOB_NO,BEN_ACC,ADJ_AMT,HOUSE_LOCATION,PASSBOOK_NO,PASSBOOK_AMT,REG_FLAG,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,ACTUAL_TXN_AMOUNT,SAV_CODE,SAV_VAL_STAT,DD_CREATION_DT,DD_LAST_UPD,DD_ID
XREF_11,CARD,011,TRN000000000011,100000000011,EUR,5084.900,011,WDR,100000000011,EUR,7911.200,011,WDR,0.9600,14102.200,2026-01-11,2026-01-11,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000011,100000000011,CHG_GL_11,EUR,13323.800,337293,791235,1.0000,2.6600,Y,WDR,MIS_HEAD_,CHG_GL_1_,CHG,11010.800,229581,746657,3.7100,1.6200,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,20002.000,236499,855075,3.4000,3.6600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,15701.200,702061,823052,2.2900,3.2400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,24730.700,820800,315705,2.1600,2.6300,N,TXN,MIS_HEAD_,100000000011,REM_BANK_11,011,ROUTING_NO_11,END_POINT,SERIAL_NO_11,O,A,MAKER_ID_11,2026-01-11,CHECKER_ID_1,2026-01-11,REPAIR_REASON_11,532189,SCODE_11,MIS_HEAD_,Synthetic banking narrative row 11,100,MO,11,EVEN,ROUTE_CODE_11,F,T,2026-01-11 10:10:00,T,T,T,T,T,100000000011,100000000011,100000000011,100000000011,100000000011,1.820000000000,CUST000011,TXN0000000000000011,UDF_1_11,UDF_2_11,UDF_3_11,UDF_4_11,UDF_5_11,11,100000000011,15271.400,HOUS,PASSBOOK_NO_11,13695.300,Y,EXT_OFSTXN_CODE,DATA_1_11,DATA_2_11,DATA_3_11,DATA_4_11,DATA_5_11,DATA_6_11,DATA_7_11,DATA_8_11,DATA_9_11,C,BATCH_REF_NO_11,WDR,13613.300,SAV_,S,2026-01-11 10:10:00,2026-01-11 10:10:00,11
XREF_12,CLRG,012,TRN000000000012,100000000012,BRL,486.900,012,TRF,100000000012,BRL,8266.400,012,TRF,3.3400,23223.600,2026-01-12,2026-01-12,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000012,100000000012,CHG_GL_12,BRL,717.500,364279,400139,1.8400,3.3300,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,21771.100,277533,805878,4.1900,3.4300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,10139.900,640785,794695,2.9200,1.2600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,8227.600,200929,216892,1.9200,1.7900,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,9372.700,554212,326503,3.6800,1.1900,N,TXN,MIS_HEAD_,100000000012,REM_BANK_12,012,ROUTING_NO_12,END_POINT,SERIAL_NO_12,O,A,MAKER_ID_12,2026-01-12,CHECKER_ID_1,2026-01-12,REPAIR_REASON_12,608957,SCODE_12,MIS_HEAD_,Synthetic banking narrative row 12,100,MO,12,EVEN,ROUTE_CODE_12,F,T,2026-01-12 11:17:00,T,T,T,T,T,100000000012,100000000012,100000000012,100000000012,100000000012,4.390000000000,CUST000012,TXN0000000000000012,UDF_1_12,UDF_2_12,UDF_3_12,UDF_4_12,UDF_5_12,12,100000000012,17369.900,HOUS,PASSBOOK_NO_12,19002.400,N,EXT_OFSTXN_CODE,DATA_1_12,DATA_2_12,DATA_3_12,DATA_4_12,DATA_5_12,DATA_6_12,DATA_7_12,DATA_8_12,DATA_9_12,C,BATCH_REF_NO_12,TRF,20960.300,SAV_,S,2026-01-12 11:17:00,2026-01-12 11:17:00,12
XREF_13,SAV1,013,TRN000000000013,100000000013,USD,22580.500,013,FEE,100000000013,USD,23716.000,013,FEE,0.9700,24282.500,2026-01-13,2026-01-13,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000013,100000000013,CHG_GL_13,USD,7255.700,835266,14402,1.0400,1.4500,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,16765.800,277857,867130,2.1300,1.0100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,7521.700,282522,601837,4.0600,3.0300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,19809.000,56863,950190,2.6800,2.7500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,8635.000,628393,147714,3.9200,3.7300,N,TXN,MIS_HEAD_,100000000013,REM_BANK_13,013,ROUTING_NO_13,END_POINT,SERIAL_NO_13,O,A,MAKER_ID_13,2026-01-13,CHECKER_ID_1,2026-01-13,REPAIR_REASON_13,744589,SCODE_13,MIS_HEAD_,Synthetic banking narrative row 13,100,MO,13,EVEN,ROUTE_CODE_13,F,T,2026-01-13 12:24:00,T,T,T,T,T,100000000013,100000000013,100000000013,100000000013,100000000013,3.170000000000,CUST000013,TXN0000000000000013,UDF_1_13,UDF_2_13,UDF_3_13,UDF_4_13,UDF_5_13,13,100000000013,24669.200,HOUS,PASSBOOK_NO_13,6221.300,N,EXT_OFSTXN_CODE,DATA_1_13,DATA_2_13,DATA_3_13,DATA_4_13,DATA_5_13,DATA_6_13,DATA_7_13,DATA_8_13,DATA_9_13,C,BATCH_REF_NO_13,FEE,10776.100,SAV_,S,2026-01-13 12:24:00,2026-01-13 12:24:00,13
XREF_14,CURR,014,TRN000000000014,100000000014,PEN,3710.600,014,INT,100000000014,PEN,5266.200,014,INT,4.1100,23781.900,2026-01-14,2026-01-14,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000014,100000000014,CHG_GL_14,PEN,5991.400,173491,779133,4.4300,4.1700,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,3896.400,818722,283653,0.8100,2.5300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,24863.400,361760,54996,3.5400,2.5600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,12081.000,433865,76865,2.9900,3.0700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,11083.800,994757,292275,1.7000,4.4600,N,TXN,MIS_HEAD_,100000000014,REM_BANK_14,014,ROUTING_NO_14,END_POINT,SERIAL_NO_14,O,A,MAKER_ID_14,2026-01-14,CHECKER_ID_1,2026-01-14,REPAIR_REASON_14,141924,SCODE_14,MIS_HEAD_,Synthetic banking narrative row 14,100,MO,14,EVEN,ROUTE_CODE_14,F,T,2026-01-14 13:31:00,T,T,T,T,T,100000000014,100000000014,100000000014,100000000014,100000000014,2.440000000000,CUST000014,TXN0000000000000014,UDF_1_14,UDF_2_14,UDF_3_14,UDF_4_14,UDF_5_14,14,100000000014,18963.800,HOUS,PASSBOOK_NO_14,17104.100,N,EXT_OFSTXN_CODE,DATA_1_14,DATA_2_14,DATA_3_14,DATA_4_14,DATA_5_14,DATA_6_14,DATA_7_14,DATA_8_14,DATA_9_14,C,BATCH_REF_NO_14,INT,12087.400,SAV_,S,2026-01-14 13:31:00,2026-01-14 13:31:00,14
XREF_15,LOAN,015,TRN000000000015,100000000015,EUR,10546.500,015,REV,100000000015,EUR,13915.700,015,REV,3.0700,9799.200,2026-01-15,2026-01-15,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000015,100000000015,CHG_GL_15,EUR,23764.300,583527,412483,1.6000,1.0600,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,14412.000,794449,517519,3.6200,1.3000,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,21801.700,876665,210697,4.3200,3.0400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,23516.100,990428,762403,2.5400,3.0000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,5417.400,504388,935915,3.6200,1.1500,N,TXN,MIS_HEAD_,100000000015,REM_BANK_15,015,ROUTING_NO_15,END_POINT,SERIAL_NO_15,O,A,MAKER_ID_15,2026-01-15,CHECKER_ID_1,2026-01-15,REPAIR_REASON_15,604946,SCODE_15,MIS_HEAD_,Synthetic banking narrative row 15,100,MO,15,EVEN,ROUTE_CODE_15,F,T,2026-01-15 14:38:00,T,T,T,T,T,100000000015,100000000015,100000000015,100000000015,100000000015,1.910000000000,CUST000015,TXN0000000000000015,UDF_1_15,UDF_2_15,UDF_3_15,UDF_4_15,UDF_5_15,15,100000000015,10002.400,HOUS,PASSBOOK_NO_15,16172.700,N,EXT_OFSTXN_CODE,DATA_1_15,DATA_2_15,DATA_3_15,DATA_4_15,DATA_5_15,DATA_6_15,DATA_7_15,DATA_8_15,DATA_9_15,C,BATCH_REF_NO_15,REV,10100.200,SAV_,S,2026-01-15 14:38:00,2026-01-15 14:38:00,15
XREF_16,TD01,016,TRN000000000016,100000000016,BRL,12880.000,016,PAY,100000000016,BRL,16129.100,016,PAY,1.4900,9900.200,2026-01-16,2026-01-16,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000016,100000000016,CHG_GL_16,BRL,19599.900,9519,645131,3.6900,0.9300,Y,PAY,MIS_HEAD_,CHG_GL_1_,CHG,1773.000,41974,280321,2.2200,3.1900,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,4671.700,459968,271175,3.8300,4.3600,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,19047.500,124288,887427,2.7700,2.7400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,14147.200,474312,523236,4.4800,1.2500,N,TXN,MIS_HEAD_,100000000016,REM_BANK_16,016,ROUTING_NO_16,END_POINT,SERIAL_NO_16,O,A,MAKER_ID_16,2026-01-16,CHECKER_ID_1,2026-01-16,REPAIR_REASON_16,115884,SCODE_16,MIS_HEAD_,Synthetic banking narrative row 16,100,MO,16,EVEN,ROUTE_CODE_16,F,T,2026-01-16 15:45:00,T,T,T,T,T,100000000016,100000000016,100000000016,100000000016,100000000016,3.680000000000,CUST000016,TXN0000000000000016,UDF_1_16,UDF_2_16,UDF_3_16,UDF_4_16,UDF_5_16,16,100000000016,3013.400,HOUS,PASSBOOK_NO_16,7900.300,Y,EXT_OFSTXN_CODE,DATA_1_16,DATA_2_16,DATA_3_16,DATA_4_16,DATA_5_16,DATA_6_16,DATA_7_16,DATA_8_16,DATA_9_16,C,BATCH_REF_NO_16,PAY,15771.600,SAV_,S,2026-01-16 15:45:00,2026-01-16 15:45:00,16
XREF_17,CARD,017,TRN000000000017,100000000017,USD,7232.800,017,ATM,100000000017,USD,15635.600,017,ATM,2.2200,16886.500,2026-01-17,2026-01-17,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000017,100000000017,CHG_GL_17,USD,21615.400,254301,432777,1.4500,1.1100,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,9314.000,121738,550916,2.0300,4.3800,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,4918.600,401846,369535,2.5000,1.9800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,6747.700,134855,410359,2.6800,2.8300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,1907.300,411062,348176,2.5400,2.7600,N,TXN,MIS_HEAD_,100000000017,REM_BANK_17,017,ROUTING_NO_17,END_POINT,SERIAL_NO_17,O,A,MAKER_ID_17,2026-01-17,CHECKER_ID_1,2026-01-17,REPAIR_REASON_17,375520,SCODE_17,MIS_HEAD_,Synthetic banking narrative row 17,100,MO,17,EVEN,ROUTE_CODE_17,F,T,2026-01-17 16:52:00,T,T,T,T,T,100000000017,100000000017,100000000017,100000000017,100000000017,3.330000000000,CUST000017,TXN0000000000000017,UDF_1_17,UDF_2_17,UDF_3_17,UDF_4_17,UDF_5_17,17,100000000017,16221.700,HOUS,PASSBOOK_NO_17,10548.600,N,EXT_OFSTXN_CODE,DATA_1_17,DATA_2_17,DATA_3_17,DATA_4_17,DATA_5_17,DATA_6_17,DATA_7_17,DATA_8_17,DATA_9_17,C,BATCH_REF_NO_17,ATM,6455.800,SAV_,S,2026-01-17 16:52:00,2026-01-17 16:52:00,17
XREF_18,CLRG,018,TRN000000000018,100000000018,PEN,22787.400,018,DEP,100000000018,PEN,20553.200,018,DEP,1.4200,11777.500,2026-01-18,2026-01-18,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000018,100000000018,CHG_GL_18,PEN,16633.400,298285,643797,2.2200,1.3500,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,16972.900,760889,973909,1.6400,3.9400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,4128.900,160114,447969,0.8400,4.4000,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,5957.900,468928,17907,2.3000,1.2600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,10010.500,88296,84215,0.9600,1.5100,N,TXN,MIS_HEAD_,100000000018,REM_BANK_18,018,ROUTING_NO_18,END_POINT,SERIAL_NO_18,O,A,MAKER_ID_18,2026-01-18,CHECKER_ID_1,2026-01-18,REPAIR_REASON_18,899572,SCODE_18,MIS_HEAD_,Synthetic banking narrative row 18,100,MO,18,EVEN,ROUTE_CODE_18,F,T,2026-01-18 17:59:00,T,T,T,T,T,100000000018,100000000018,100000000018,100000000018,100000000018,2.180000000000,CUST000018,TXN0000000000000018,UDF_1_18,UDF_2_18,UDF_3_18,UDF_4_18,UDF_5_18,18,100000000018,13538.500,HOUS,PASSBOOK_NO_18,22181.300,N,EXT_OFSTXN_CODE,DATA_1_18,DATA_2_18,DATA_3_18,DATA_4_18,DATA_5_18,DATA_6_18,DATA_7_18,DATA_8_18,DATA_9_18,C,BATCH_REF_NO_18,DEP,4449.600,SAV_,S,2026-01-18 17:59:00,2026-01-18 17:59:00,18
XREF_19,SAV1,019,TRN000000000019,100000000019,EUR,19372.200,019,WDR,100000000019,EUR,23925.300,019,WDR,2.0300,24825.800,2026-01-19,2026-01-19,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000019,100000000019,CHG_GL_19,EUR,12164.400,373137,956549,3.4400,1.3000,N,WDR,MIS_HEAD_,CHG_GL_1_,CHG,12104.500,660863,522074,2.4500,0.8800,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,18561.500,231189,535746,1.4800,1.0400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,2961.000,14372,181413,2.6200,1.4000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,20103.900,588583,952853,3.9900,4.3600,N,TXN,MIS_HEAD_,100000000019,REM_BANK_19,019,ROUTING_NO_19,END_POINT,SERIAL_NO_19,O,A,MAKER_ID_19,2026-01-19,CHECKER_ID_1,2026-01-19,REPAIR_REASON_19,499873,SCODE_19,MIS_HEAD_,Synthetic banking narrative row 19,100,MO,19,EVEN,ROUTE_CODE_19,F,T,2026-01-19 18:06:00,T,T,T,T,T,100000000019,100000000019,100000000019,100000000019,100000000019,2.140000000000,CUST000019,TXN0000000000000019,UDF_1_19,UDF_2_19,UDF_3_19,UDF_4_19,UDF_5_19,19,100000000019,5906.700,HOUS,PASSBOOK_NO_19,8045.900,N,EXT_OFSTXN_CODE,DATA_1_19,DATA_2_19,DATA_3_19,DATA_4_19,DATA_5_19,DATA_6_19,DATA_7_19,DATA_8_19,DATA_9_19,C,BATCH_REF_NO_19,WDR,9606.500,SAV_,S,2026-01-19 18:06:00,2026-01-19 18:06:00,19
XREF_20,CURR,020,TRN000000000020,100000000020,BRL,16882.800,020,TRF,100000000020,BRL,24637.800,020,TRF,1.6000,9641.200,2026-01-20,2026-01-20,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000020,100000000020,CHG_GL_20,BRL,19341.600,855632,176144,2.0900,3.1300,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,21191.600,965704,393038,4.3900,3.0000,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,8032.800,120978,986952,2.5900,2.8800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,10389.300,982991,878482,1.4600,1.0200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,18436.800,488608,193084,3.1800,2.8200,N,TXN,MIS_HEAD_,100000000020,REM_BANK_20,020,ROUTING_NO_20,END_POINT,SERIAL_NO_20,O,A,MAKER_ID_20,2026-01-20,CHECKER_ID_2,2026-01-20,REPAIR_REASON_20,585773,SCODE_20,MIS_HEAD_,Synthetic banking narrative row 20,100,MO,20,EVEN,ROUTE_CODE_20,F,T,2026-01-20 19:13:00,T,T,T,T,T,100000000020,100000000020,100000000020,100000000020,100000000020,1.760000000000,CUST000020,TXN0000000000000020,UDF_1_20,UDF_2_20,UDF_3_20,UDF_4_20,UDF_5_20,20,100000000020,8723.700,HOUS,PASSBOOK_NO_20,19573.800,N,EXT_OFSTXN_CODE,DATA_1_20,DATA_2_20,DATA_3_20,DATA_4_20,DATA_5_20,DATA_6_20,DATA_7_20,DATA_8_20,DATA_9_20,C,BATCH_REF_NO_20,TRF,17323.800,SAV_,S,2026-01-20 19:13:00,2026-01-20 19:13:00,20
XREF_21,LOAN,021,TRN000000000021,100000000021,USD,12768.600,021,FEE,100000000021,USD,6811.700,021,FEE,2.2800,5997.900,2026-01-21,2026-01-21,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000021,100000000021,CHG_GL_21,USD,7653.300,309948,690303,1.8600,3.6500,Y,FEE,MIS_HEAD_,CHG_GL_1_,CHG,24122.300,787994,63065,3.9100,3.2500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,13695.200,326095,670373,1.7200,3.3300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,3003.900,25280,569100,1.7300,1.5300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,180.400,672943,888598,1.6900,1.3500,N,TXN,MIS_HEAD_,100000000021,REM_BANK_21,021,ROUTING_NO_21,END_POINT,SERIAL_NO_21,O,A,MAKER_ID_21,2026-01-21,CHECKER_ID_2,2026-01-21,REPAIR_REASON_21,753237,SCODE_21,MIS_HEAD_,Synthetic banking narrative row 21,100,MO,21,EVEN,ROUTE_CODE_21,F,T,2026-01-21 20:20:00,T,T,T,T,T,100000000021,100000000021,100000000021,100000000021,100000000021,0.890000000000,CUST000021,TXN0000000000000021,UDF_1_21,UDF_2_21,UDF_3_21,UDF_4_21,UDF_5_21,21,100000000021,16408.300,HOUS,PASSBOOK_NO_21,15082.100,Y,EXT_OFSTXN_CODE,DATA_1_21,DATA_2_21,DATA_3_21,DATA_4_21,DATA_5_21,DATA_6_21,DATA_7_21,DATA_8_21,DATA_9_21,C,BATCH_REF_NO_21,FEE,677.200,SAV_,S,2026-01-21 20:20:00,2026-01-21 20:20:00,21
XREF_22,TD01,022,TRN000000000022,100000000022,PEN,19571.000,022,INT,100000000022,PEN,10470.500,022,INT,1.3600,22590.400,2026-01-22,2026-01-22,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000022,100000000022,CHG_GL_22,PEN,532.400,343338,575544,2.7800,3.7900,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,22387.300,352288,602268,2.3000,3.8100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,9944.000,394776,229571,2.4500,2.1500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,14239.500,593781,285502,2.4700,3.2700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,24271.100,732357,818034,3.0000,1.6300,N,TXN,MIS_HEAD_,100000000022,REM_BANK_22,022,ROUTING_NO_22,END_POINT,SERIAL_NO_22,O,A,MAKER_ID_22,2026-01-22,CHECKER_ID_2,2026-01-22,REPAIR_REASON_22,686328,SCODE_22,MIS_HEAD_,Synthetic banking narrative row 22,100,MO,22,EVEN,ROUTE_CODE_22,F,T,2026-01-22 21:27:00,T,T,T,T,T,100000000022,100000000022,100000000022,100000000022,100000000022,4.120000000000,CUST000022,TXN0000000000000022,UDF_1_22,UDF_2_22,UDF_3_22,UDF_4_22,UDF_5_22,22,100000000022,9826.700,HOUS,PASSBOOK_NO_22,6012.800,N,EXT_OFSTXN_CODE,DATA_1_22,DATA_2_22,DATA_3_22,DATA_4_22,DATA_5_22,DATA_6_22,DATA_7_22,DATA_8_22,DATA_9_22,C,BATCH_REF_NO_22,INT,21650.300,SAV_,S,2026-01-22 21:27:00,2026-01-22 21:27:00,22
XREF_23,CARD,023,TRN000000000023,100000000023,EUR,10332.400,023,REV,100000000023,EUR,7618.000,023,REV,1.8900,24193.300,2026-01-23,2026-01-23,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000023,100000000023,CHG_GL_23,EUR,21796.100,902004,331448,1.2000,2.2500,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,4370.400,990596,410804,2.3300,4.5000,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,15722.700,277292,713118,3.1100,2.5800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,15881.400,281516,990440,2.6100,2.0200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16484.100,223323,415175,3.1600,1.9500,N,TXN,MIS_HEAD_,100000000023,REM_BANK_23,023,ROUTING_NO_23,END_POINT,SERIAL_NO_23,O,A,MAKER_ID_23,2026-01-23,CHECKER_ID_2,2026-01-23,REPAIR_REASON_23,305374,SCODE_23,MIS_HEAD_,Synthetic banking narrative row 23,100,MO,23,EVEN,ROUTE_CODE_23,F,T,2026-01-23 22:34:00,T,T,T,T,T,100000000023,100000000023,100000000023,100000000023,100000000023,1.670000000000,CUST000023,TXN0000000000000023,UDF_1_23,UDF_2_23,UDF_3_23,UDF_4_23,UDF_5_23,23,100000000023,2775.800,HOUS,PASSBOOK_NO_23,17217.200,N,EXT_OFSTXN_CODE,DATA_1_23,DATA_2_23,DATA_3_23,DATA_4_23,DATA_5_23,DATA_6_23,DATA_7_23,DATA_8_23,DATA_9_23,C,BATCH_REF_NO_23,REV,11593.500,SAV_,S,2026-01-23 22:34:00,2026-01-23 22:34:00,23
XREF_24,CLRG,024,TRN000000000024,100000000024,BRL,7581.200,024,PAY,100000000024,BRL,3941.600,024,PAY,2.4100,13995.000,2026-01-24,2026-01-24,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000024,100000000024,CHG_GL_24,BRL,18599.000,469681,138310,2.6600,2.2700,N,PAY,MIS_HEAD_,CHG_GL_1_,CHG,22049.400,826529,377495,2.4800,3.6600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,17878.700,356120,889577,1.0200,1.9400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,2307.100,147235,403215,3.1300,1.0200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,12768.300,80051,320490,2.1500,2.8600,N,TXN,MIS_HEAD_,100000000024,REM_BANK_24,024,ROUTING_NO_24,END_POINT,SERIAL_NO_24,O,U,MAKER_ID_24,2026-01-24,CHECKER_ID_2,2026-01-24,REPAIR_REASON_24,238949,SCODE_24,MIS_HEAD_,Synthetic banking narrative row 24,100,MO,24,EVEN,ROUTE_CODE_24,F,T,2026-01-24 23:41:00,T,T,T,T,T,100000000024,100000000024,100000000024,100000000024,100000000024,3.340000000000,CUST000024,TXN0000000000000024,UDF_1_24,UDF_2_24,UDF_3_24,UDF_4_24,UDF_5_24,24,100000000024,12575.300,HOUS,PASSBOOK_NO_24,3159.100,N,EXT_OFSTXN_CODE,DATA_1_24,DATA_2_24,DATA_3_24,DATA_4_24,DATA_5_24,DATA_6_24,DATA_7_24,DATA_8_24,DATA_9_24,C,BATCH_REF_NO_24,PAY,12807.600,SAV_,S,2026-01-24 23:41:00,2026-01-24 23:41:00,24
XREF_25,SAV1,025,TRN000000000025,100000000025,USD,2115.600,025,ATM,100000000025,USD,17846.200,025,ATM,1.2300,17275.200,2026-01-25,2026-01-25,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000025,100000000025,CHG_GL_25,USD,11089.800,287709,830052,3.6400,2.4600,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,8234.100,493232,20481,2.7800,1.2900,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,17651.600,709216,730849,1.6000,4.1500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,13239.000,854631,723847,3.7900,0.9500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,23592.900,955362,583621,4.2300,3.8200,N,TXN,MIS_HEAD_,100000000025,REM_BANK_25,025,ROUTING_NO_25,END_POINT,SERIAL_NO_25,O,A,MAKER_ID_25,2026-01-25,CHECKER_ID_2,2026-01-25,REPAIR_REASON_25,571684,SCODE_25,MIS_HEAD_,Synthetic banking narrative row 25,100,MO,25,EVEN,ROUTE_CODE_25,F,T,2026-01-25 00:48:00,T,T,T,T,T,100000000025,100000000025,100000000025,100000000025,100000000025,2.560000000000,CUST000025,TXN0000000000000025,UDF_1_25,UDF_2_25,UDF_3_25,UDF_4_25,UDF_5_25,25,100000000025,11501.900,HOUS,PASSBOOK_NO_25,2962.200,N,EXT_OFSTXN_CODE,DATA_1_25,DATA_2_25,DATA_3_25,DATA_4_25,DATA_5_25,DATA_6_25,DATA_7_25,DATA_8_25,DATA_9_25,C,BATCH_REF_NO_25,ATM,1074.300,SAV_,S,2026-01-25 00:48:00,2026-01-25 00:48:00,25
