BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID
019,100000001294,PEN,1321,P,20512.800,OFF,100000001294,TRN000000001294,2026-07-18,2026-07-18,TD_DEPOSITER,Td Depositer Name 1294,TD_CERT_COLL,Td Cert Collector Name 1294,TD_WITHDRAWE,Td Withdrawer Name 1294,2026-07-18,E,J,JOINT_HOLDER,2026-07-18,PAY,100000001294,PEN,RA,RO,100000001294,INT,PEN,A,G,G,ADVICE_MEDIA_12,EMAIL_1294,CU,D,A,A,REASON_CODE_1294,5698,635,2026-07-18,21961.500,5272.500,23474.6000,22392.9000,XREF_1294,5918.1000,17358.700,5761.9000,A,799823,2.98000,2026-07-18,427170,459037,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-18,019,MAI,MAI,MAI,CMA,2.8700,COMME,019,98071,517594,BAE,AUTHORIZE,VAL,M,DESTI,CUST000494,CUST000494,OPERATION_KEY_1,D,D,B,2.56000,2.92000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,399013.00000,555444.00000,24788.5000,NAT,TXN0000000000001294
020,100000001295,EUR,6704,P,16876.800,OFF,100000001295,TRN000000001295,2026-07-19,2026-07-19,TD_DEPOSITER,Td Depositer Name 1295,TD_CERT_COLL,Td Cert Collector Name 1295,TD_WITHDRAWE,Td Withdrawer Name 1295,2026-07-19,E,J,JOINT_HOLDER,2026-07-19,PAY,100000001295,EUR,RA,RO,100000001295,INT,EUR,A,G,G,ADVICE_MEDIA_12,EMAIL_1295,CU,D,A,A,REASON_CODE_1295,7277,5777,2026-07-19,9257.200,21845.000,3970.5000,15135.5000,XREF_1295,5472.9000,12466.300,21276.6000,A,951969,3.80000,2026-07-19,932196,543015,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-19,020,MAI,MAI,MAI,CMA,2.2900,COMME,020,88092,426236,BAE,AUTHORIZE,VAL,M,DESTI,CUST000495,CUST000495,OPERATION_KEY_1,D,D,B,2.20000,2.75000,A,RATE_CODE_,3.01000,M,RETN_,RETN_,310853.00000,8527.00000,21289.1000,NAT,TXN0000000000001295
021,100000001296,BRL,2739,P,59252.800,OFF,100000001296,TRN000000001296,2026-07-20,2026-07-20,TD_DEPOSITER,Td Depositer Name 1296,TD_CERT_COLL,Td Cert Collector Name 1296,TD_WITHDRAWE,Td Withdrawer Name 1296,2026-07-20,E,J,JOINT_HOLDER,2026-07-20,PAY,100000001296,BRL,RA,RO,100000001296,INT,BRL,A,G,G,ADVICE_MEDIA_12,EMAIL_1296,CU,D,A,A,REASON_CODE_1296,588,2832,2026-07-20,141023.200,66364.000,55764.8000,22679.2000,XREF_1296,107284.8000,176837.600,125820.8000,A,759347,4.16000,2026-07-20,111286,947814,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-20,021,MAI,MAI,MAI,CMA,3.8400,COMME,021,622847,986138,BAE,AUTHORIZE,VAL,M,DESTI,CUST000496,CUST000496,OPERATION_KEY_1,D,D,B,4.29000,2.42000,A,RATE_CODE_,2.12000,M,RETN_,RETN_,169382.00000,65011.00000,154006.4000,NAT,TXN0000000000001296
022,100000001297,USD,319,P,7082.000,OFF,100000001297,TRN000000001297,2026-07-21,2026-07-21,TD_DEPOSITER,Td Depositer Name 1297,TD_CERT_COLL,Td Cert Collector Name 1297,TD_WITHDRAWE,Td Withdrawer Name 1297,2026-07-21,E,J,JOINT_HOLDER,2026-07-21,PAY,100000001297,USD,RA,RO,100000001297,INT,USD,A,G,G,ADVICE_MEDIA_12,EMAIL_1297,CU,D,A,A,REASON_CODE_1297,6098,1100,2026-07-21,14593.100,21321.300,22015.4000,17232.7000,XREF_1297,14831.3000,17119.500,17220.1000,A,389562,2.31000,2026-07-21,85056,203844,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-21,022,MAI,MAI,MAI,CMA,1.1600,COMME,022,593475,872204,BAE,AUTHORIZE,VAL,M,DESTI,CUST000497,CUST000497,OPERATION_KEY_1,D,D,B,3.38000,0.91000,A,RATE_CODE_,2.71000,M,RETN_,RETN_,878409.00000,115301.00000,7341.7000,NAT,TXN0000000000001297
023,100000001298,PEN,7541,P,4236.800,OFF,100000001298,TRN000000001298,2026-07-22,2026-07-22,TD_DEPOSITER,Td Depositer Name 1298,TD_CERT_COLL,Td Cert Collector Name 1298,TD_WITHDRAWE,Td Withdrawer Name 1298,2026-07-22,E,J,JOINT_HOLDER,2026-07-22,PAY,100000001298,PEN,RA,RO,100000001298,INT,PEN,A,G,G,ADVICE_MEDIA_12,EMAIL_1298,CU,D,A,A,REASON_CODE_1298,9867,4173,2026-07-22,14568.800,19408.300,6045.2000,330.4000,XREF_1298,21741.5000,10843.000,24780.6000,A,279343,2.22000,2026-07-22,769486,779962,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-22,023,MAI,MAI,MAI,CMA,1.5800,COMME,023,410183,938367,BAE,AUTHORIZE,VAL,M,DESTI,CUST000498,CUST000498,OPERATION_KEY_1,D,D,B,1.75000,1.68000,A,RATE_CODE_,4.18000,M,RETN_,RETN_,206035.00000,896875.00000,14684.5000,NAT,TXN0000000000001298
024,100000001299,EUR,8976,P,21794.400,OFF,100000001299,TRN000000001299,2026-07-23,2026-07-23,TD_DEPOSITER,Td Depositer Name 1299,TD_CERT_COLL,Td Cert Collector Name 1299,TD_WITHDRAWE,Td Withdrawer Name 1299,2026-07-23,E,J,JOINT_HOLDER,2026-07-23,PAY,100000001299,EUR,RA,RO,100000001299,INT,EUR,A,G,G,ADVICE_MEDIA_12,EMAIL_1299,CU,D,A,A,REASON_CODE_1299,5680,7654,2026-07-23,17229.700,6861.100,23623.6000,16138.0000,XREF_1299,8928.8000,15481.800,20667.4000,A,585303,3.24000,2026-07-23,902008,873274,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-23,024,MAI,MAI,MAI,CMA,2.4200,COMME,024,797586,707473,BAE,AUTHORIZE,VAL,M,DESTI,CUST000499,CUST000499,OPERATION_KEY_1,D,D,B,2.86000,0.91000,A,RATE_CODE_,0.99000,M,RETN_,RETN_,174051.00000,274703.00000,12160.4000,NAT,TXN0000000000001299
025,100000001300,BRL,6662,P,6677.600,OFF,100000001300,TRN000000001300,2026-07-24,2026-07-24,TD_DEPOSITER,Td Depositer Name 1300,TD_CERT_COLL,Td Cert Collector Name 1300,TD_WITHDRAWE,Td Withdrawer Name 1300,2026-07-24,E,J,JOINT_HOLDER,2026-07-24,PAY,100000001300,BRL,RA,RO,100000001300,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1300,CU,D,A,A,REASON_CODE_1300,8939,3648,2026-07-24,24652.800,17413.800,12855.0000,12188.8000,XREF_1300,5396.3000,11220.000,24702.1000,A,195036,1.89000,2026-07-24,907600,905189,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-07-24,025,MAI,MAI,MAI,CMA,2.2200,COMME,025,239216,829383,BAE,AUTHORIZE,VAL,M,DESTI,CUST000500,CUST000500,OPERATION_KEY_1,D,D,B,2.65000,3.81000,A,RATE_CODE_,1.41000,M,RETN_,RETN_,84837.00000,147031.00000,19243.1000,NAT,TXN0000000000001300
001,100000001301,USD,8718,P,13100.500,OFF,100000001301,TRN000000001301,2026-07-25,2026-07-25,TD_DEPOSITER,Td Depositer Name 1301,TD_CERT_COLL,Td Cert Collector Name 1301,TD_WITHDRAWE,Td Withdrawer Name 1301,2026-07-25,E,J,JOINT_HOLDER,2026-07-25,PAY,100000001301,USD,RA,RO,100000001301,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1301,CU,D,A,A,REASON_CODE_1301,4411,5239,2026-07-25,10825.800,4457.700,8104.9000,19444.9000,XREF_1301,18248.4000,14756.800,12379.1000,A,818767,3.69000,2026-07-25,851328,532928,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-07-25,001,MAI,MAI,MAI,CMA,1.3600,COMME,001,775139,918610,BAE,AUTHORIZE,VAL,M,DESTI,CUST000501,CUST000501,OPERATION_KEY_1,D,D,B,3.44000,3.97000,A,RATE_CODE_,3.64000,M,RETN_,RETN_,375012.00000,18219.00000,13286.8000,NAT,TXN0000000000001301
002,100000001302,PEN,6575,P,24022.200,OFF,100000001302,TRN000000001302,2026-07-26,2026-07-26,TD_DEPOSITER,Td Depositer Name 1302,TD_CERT_COLL,Td Cert Collector Name 1302,TD_WITHDRAWE,Td Withdrawer Name 1302,2026-07-26,E,J,JOINT_HOLDER,2026-07-26,PAY,100000001302,PEN,RA,RO,100000001302,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1302,CU,D,A,A,REASON_CODE_1302,884,5867,2026-07-26,7992.500,4431.300,1133.6000,13408.5000,XREF_1302,9772.7000,11817.300,6922.5000,A,132851,4.37000,2026-07-26,743894,857587,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-26,002,MAI,MAI,MAI,CMA,2.2200,COMME,002,465118,720603,BAE,AUTHORIZE,VAL,M,DESTI,CUST000502,CUST000502,OPERATION_KEY_1,D,D,B,2.51000,1.93000,A,RATE_CODE_,1.06000,M,RETN_,RETN_,753546.00000,912261.00000,9496.0000,NAT,TXN0000000000001302
003,100000001303,EUR,7563,P,7398.700,OFF,100000001303,TRN000000001303,2026-07-27,2026-07-27,TD_DEPOSITER,Td Depositer Name 1303,TD_CERT_COLL,Td Cert Collector Name 1303,TD_WITHDRAWE,Td Withdrawer Name 1303,2026-07-27,E,J,JOINT_HOLDER,2026-07-27,PAY,100000001303,EUR,RA,RO,100000001303,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1303,CU,D,A,A,REASON_CODE_1303,7699,3833,2026-07-27,17538.100,8580.600,20794.9000,24344.8000,XREF_1303,5682.9000,9493.000,6815.3000,A,545890,2.19000,2026-07-27,864175,761942,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-27,003,MAI,MAI,MAI,CMA,1.5200,COMME,003,510391,182272,BAE,AUTHORIZE,VAL,M,DESTI,CUST000503,CUST000503,OPERATION_KEY_1,D,D,B,3.23000,2.50000,A,RATE_CODE_,3.25000,M,RETN_,RETN_,97251.00000,13221.00000,874.7000,NAT,TXN0000000000001303
004,100000001304,BRL,9194,P,5178.200,OFF,100000001304,TRN000000001304,2026-07-28,2026-07-28,TD_DEPOSITER,Td Depositer Name 1304,TD_CERT_COLL,Td Cert Collector Name 1304,TD_WITHDRAWE,Td Withdrawer Name 1304,2026-07-28,E,J,JOINT_HOLDER,2026-07-28,PAY,100000001304,BRL,RA,RO,100000001304,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1304,CU,D,A,A,REASON_CODE_1304,5051,688,2026-07-28,19626.800,6317.700,19527.7000,10381.6000,XREF_1304,18974.6000,24324.800,17888.8000,A,981903,1.53000,2026-07-28,694689,987957,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-28,004,MAI,MAI,MAI,CMA,3.2300,COMME,004,739038,913688,BAE,AUTHORIZE,VAL,M,DESTI,CUST000504,CUST000504,OPERATION_KEY_1,D,D,B,3.20000,2.13000,A,RATE_CODE_,1.86000,M,RETN_,RETN_,418256.00000,523113.00000,21566.5000,NAT,TXN0000000000001304
005,100000001305,USD,6771,P,181.000,OFF,100000001305,TRN000000001305,2026-07-29,2026-07-29,TD_DEPOSITER,Td Depositer Name 1305,TD_CERT_COLL,Td Cert Collector Name 1305,TD_WITHDRAWE,Td Withdrawer Name 1305,2026-07-29,E,J,JOINT_HOLDER,2026-07-29,PAY,100000001305,USD,RA,RO,100000001305,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1305,CU,D,A,A,REASON_CODE_1305,6816,7590,2026-07-29,902.300,13494.900,8827.6000,22369.8000,XREF_1305,21056.0000,24803.600,13533.1000,A,984882,1.31000,2026-07-29,427391,783076,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-29,005,MAI,MAI,MAI,CMA,4.1700,COMME,005,3607,484925,BAE,AUTHORIZE,VAL,M,DESTI,CUST000505,CUST000505,OPERATION_KEY_1,D,D,B,4.05000,1.82000,A,RATE_CODE_,1.49000,M,RETN_,RETN_,789524.00000,329328.00000,4208.1000,NAT,TXN0000000000001305
006,100000001306,PEN,5862,P,3309.800,OFF,100000001306,TRN000000001306,2026-07-30,2026-07-30,TD_DEPOSITER,Td Depositer Name 1306,TD_CERT_COLL,Td Cert Collector Name 1306,TD_WITHDRAWE,Td Withdrawer Name 1306,2026-07-30,E,J,JOINT_HOLDER,2026-07-30,PAY,100000001306,PEN,RA,RO,100000001306,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1306,CU,D,A,A,REASON_CODE_1306,3723,1971,2026-07-30,17239.200,14580.300,15280.0000,1600.2000,XREF_1306,10634.8000,6412.500,16129.1000,A,349627,2.95000,2026-07-30,623207,618506,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-30,006,MAI,MAI,MAI,CMA,4.2900,COMME,006,86436,303772,BAE,AUTHORIZE,VAL,M,DESTI,CUST000506,CUST000506,OPERATION_KEY_1,D,D,B,1.59000,3.34000,A,RATE_CODE_,2.13000,M,RETN_,RETN_,357115.00000,41747.00000,10994.6000,NAT,TXN0000000000001306
007,100000001307,EUR,125,P,16499.700,OFF,100000001307,TRN000000001307,2026-07-31,2026-07-31,TD_DEPOSITER,Td Depositer Name 1307,TD_CERT_COLL,Td Cert Collector Name 1307,TD_WITHDRAWE,Td Withdrawer Name 1307,2026-07-31,E,J,JOINT_HOLDER,2026-07-31,PAY,100000001307,EUR,RA,RO,100000001307,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1307,CU,D,A,A,REASON_CODE_1307,6929,9040,2026-07-31,5699.000,11355.200,13757.5000,702.9000,XREF_1307,20030.0000,1805.700,21563.8000,A,400739,2.68000,2026-07-31,660273,867072,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-31,007,MAI,MAI,MAI,CMA,3.3800,COMME,007,804469,105878,BAE,AUTHORIZE,VAL,M,DESTI,CUST000507,CUST000507,OPERATION_KEY_1,D,D,B,3.09000,3.79000,A,RATE_CODE_,2.99000,M,RETN_,RETN_,472420.00000,282388.00000,1095.9000,NAT,TXN0000000000001307
008,100000001308,BRL,129,P,17508.600,OFF,100000001308,TRN000000001308,2026-08-01,2026-08-01,TD_DEPOSITER,Td Depositer Name 1308,TD_CERT_COLL,Td Cert Collector Name 1308,TD_WITHDRAWE,Td Withdrawer Name 1308,2026-08-01,E,J,JOINT_HOLDER,2026-08-01,PAY,100000001308,BRL,RA,RO,100000001308,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1308,CU,D,A,A,REASON_CODE_1308,8453,1417,2026-08-01,21496.200,23623.500,12982.7000,12994.6000,XREF_1308,580.2000,1871.500,11476.5000,A,226383,1.75000,2026-08-01,99713,876056,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-08-01,008,MAI,MAI,MAI,CMA,3.0200,COMME,008,346718,631066,BAE,AUTHORIZE,VAL,M,DESTI,CUST000508,CUST000508,OPERATION_KEY_1,D,D,B,3.24000,4.32000,A,RATE_CODE_,2.30000,M,RETN_,RETN_,364134.00000,62428.00000,13334.9000,NAT,TXN0000000000001308
009,100000001309,USD,9666,P,24649.200,OFF,100000001309,TRN000000001309,2026-08-02,2026-08-02,TD_DEPOSITER,Td Depositer Name 1309,TD_CERT_COLL,Td Cert Collector Name 1309,TD_WITHDRAWE,Td Withdrawer Name 1309,2026-08-02,E,J,JOINT_HOLDER,2026-08-02,PAY,100000001309,USD,RA,RO,100000001309,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1309,CU,D,A,A,REASON_CODE_1309,26,2556,2026-08-02,2161.800,10771.400,5387.1000,12569.4000,XREF_1309,2703.6000,9532.600,21391.1000,A,265753,1.98000,2026-08-02,82359,924576,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-08-02,009,MAI,MAI,MAI,CMA,4.2700,COMME,009,242979,267044,BAE,AUTHORIZE,VAL,M,DESTI,CUST000509,CUST000509,OPERATION_KEY_1,D,D,B,1.61000,3.52000,A,RATE_CODE_,4.38000,M,RETN_,RETN_,937709.00000,256154.00000,15830.5000,NAT,TXN0000000000001309
010,100000001310,PEN,5625,P,15394.100,OFF,100000001310,TRN000000001310,2026-08-03,2026-08-03,TD_DEPOSITER,Td Depositer Name 1310,TD_CERT_COLL,Td Cert Collector Name 1310,TD_WITHDRAWE,Td Withdrawer Name 1310,2026-08-03,E,J,JOINT_HOLDER,2026-08-03,PAY,100000001310,PEN,RA,RO,100000001310,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1310,CU,D,A,A,REASON_CODE_1310,6539,1451,2026-08-03,11866.600,5422.900,11002.4000,899.6000,XREF_1310,20205.9000,311.300,7493.2000,A,519459,2.58000,2026-08-03,813963,192118,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-08-03,010,MAI,MAI,MAI,CMA,3.4900,COMME,010,545789,989160,BAE,AUTHORIZE,VAL,M,DESTI,CUST000510,CUST000510,OPERATION_KEY_1,D,D,B,3.47000,0.87000,A,RATE_CODE_,2.28000,M,RETN_,RETN_,46780.00000,920052.00000,10024.1000,NAT,TXN0000000000001310
011,100000001311,EUR,1509,P,17836.200,OFF,100000001311,TRN000000001311,2026-08-04,2026-08-04,TD_DEPOSITER,Td Depositer Name 1311,TD_CERT_COLL,Td Cert Collector Name 1311,TD_WITHDRAWE,Td Withdrawer Name 1311,2026-08-04,E,J,JOINT_HOLDER,2026-08-04,PAY,100000001311,EUR,RA,RO,100000001311,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1311,CU,D,A,A,REASON_CODE_1311,8639,1388,2026-08-04,8115.000,20813.300,519.9000,20372.9000,XREF_1311,17341.8000,2189.500,17097.1000,A,926155,1.57000,2026-08-04,235113,189980,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-08-04,011,MAI,MAI,MAI,CMA,3.7400,COMME,011,638889,816722,BAE,AUTHORIZE,VAL,M,DESTI,CUST000511,CUST000511,OPERATION_KEY_1,D,D,B,1.68000,3.59000,A,RATE_CODE_,2.97000,M,RETN_,RETN_,676710.00000,843445.00000,19518.4000,NAT,TXN0000000000001311
012,100000001312,BRL,5849,P,10050.100,OFF,100000001312,TRN000000001312,2026-08-05,2026-08-05,TD_DEPOSITER,Td Depositer Name 1312,TD_CERT_COLL,Td Cert Collector Name 1312,TD_WITHDRAWE,Td Withdrawer Name 1312,2026-08-05,E,J,JOINT_HOLDER,2026-08-05,PAY,100000001312,BRL,RA,RO,100000001312,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1312,CU,D,A,A,REASON_CODE_1312,8910,2290,2026-08-05,9479.000,20167.700,14128.4000,3104.9000,XREF_1312,3000.0000,8777.400,13556.7000,A,568047,2.52000,2026-08-05,821676,296933,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-08-05,012,MAI,MAI,MAI,CMA,2.1500,COMME,012,222075,356814,BAE,AUTHORIZE,VAL,M,DESTI,CUST000512,CUST000512,OPERATION_KEY_1,D,D,B,3.76000,2.32000,A,RATE_CODE_,3.05000,M,RETN_,RETN_,35538.00000,586112.00000,1977.6000,NAT,TXN0000000000001312
013,100000001313,USD,2401,P,7449.900,OFF,100000001313,TRN000000001313,2026-08-06,2026-08-06,TD_DEPOSITER,Td Depositer Name 1313,TD_CERT_COLL,Td Cert Collector Name 1313,TD_WITHDRAWE,Td Withdrawer Name 1313,2026-08-06,E,J,JOINT_HOLDER,2026-08-06,PAY,100000001313,USD,RA,RO,100000001313,INT,USD,A,G,G,ADVICE_MEDIA_13,EMAIL_1313,CU,D,A,A,REASON_CODE_1313,6856,1793,2026-08-06,20349.000,24164.600,23136.0000,21269.5000,XREF_1313,3499.4000,1798.000,23266.3000,A,148851,4.47000,2026-08-06,216732,302330,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-08-06,013,MAI,MAI,MAI,CMA,3.6100,COMME,013,870846,957458,BAE,AUTHORIZE,VAL,M,DESTI,CUST000513,CUST000513,OPERATION_KEY_1,D,D,B,1.17000,4.44000,A,RATE_CODE_,2.43000,M,RETN_,RETN_,230995.00000,184901.00000,18933.1000,NAT,TXN0000000000001313
014,100000001314,PEN,9702,P,4450.000,OFF,100000001314,TRN000000001314,2026-08-07,2026-08-07,TD_DEPOSITER,Td Depositer Name 1314,TD_CERT_COLL,Td Cert Collector Name 1314,TD_WITHDRAWE,Td Withdrawer Name 1314,2026-08-07,E,J,JOINT_HOLDER,2026-08-07,PAY,100000001314,PEN,RA,RO,100000001314,INT,PEN,A,G,G,ADVICE_MEDIA_13,EMAIL_1314,CU,D,A,A,REASON_CODE_1314,700,8097,2026-08-07,3090.300,6270.700,13624.8000,22329.2000,XREF_1314,20537.4000,11549.900,8346.8000,A,83512,3.12000,2026-08-07,169785,127164,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-08-07,014,MAI,MAI,MAI,CMA,3.2200,COMME,014,4733,568241,BAE,AUTHORIZE,VAL,M,DESTI,CUST000514,CUST000514,OPERATION_KEY_1,D,D,B,1.19000,1.55000,A,RATE_CODE_,4.15000,M,RETN_,RETN_,672292.00000,950420.00000,4659.3000,NAT,TXN0000000000001314
015,100000001315,EUR,8348,P,15533.000,OFF,100000001315,TRN000000001315,2026-08-08,2026-08-08,TD_DEPOSITER,Td Depositer Name 1315,TD_CERT_COLL,Td Cert Collector Name 1315,TD_WITHDRAWE,Td Withdrawer Name 1315,2026-08-08,E,J,JOINT_HOLDER,2026-08-08,PAY,100000001315,EUR,RA,RO,100000001315,INT,EUR,A,G,G,ADVICE_MEDIA_13,EMAIL_1315,CU,D,A,A,REASON_CODE_1315,6032,4611,2026-08-08,15435.100,2843.900,22633.3000,16062.4000,XREF_1315,251.7000,13744.700,178.6000,A,750220,0.98000,2026-08-08,206029,570185,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-08-08,015,MAI,MAI,MAI,CMA,3.8900,COMME,015,373083,352912,BAE,AUTHORIZE,VAL,M,DESTI,CUST000515,CUST000515,OPERATION_KEY_1,D,D,B,3.53000,2.59000,A,RATE_CODE_,4.35000,M,RETN_,RETN_,925066.00000,219668.00000,19717.6000,NAT,TXN0000000000001315
016,100000001316,BRL,3585,P,18018.700,OFF,100000001316,TRN000000001316,2026-08-09,2026-08-09,TD_DEPOSITER,Td Depositer Name 1316,TD_CERT_COLL,Td Cert Collector Name 1316,TD_WITHDRAWE,Td Withdrawer Name 1316,2026-08-09,E,J,JOINT_HOLDER,2026-08-09,PAY,100000001316,BRL,RA,RO,100000001316,INT,BRL,A,G,G,ADVICE_MEDIA_13,EMAIL_1316,CU,D,A,A,REASON_CODE_1316,4058,3798,2026-08-09,22363.000,13574.100,20371.9000,9213.4000,XREF_1316,19917.4000,10477.100,24866.2000,A,104772,3.75000,2026-08-09,154827,848141,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-08-09,016,MAI,MAI,MAI,CMA,1.8100,COMME,016,557876,57241,BAE,AUTHORIZE,VAL,M,DESTI,CUST000516,CUST000516,OPERATION_KEY_1,D,D,B,0.96000,1.13000,A,RATE_CODE_,2.97000,M,RETN_,RETN_,846735.00000,74526.00000,12928.4000,NAT,TXN0000000000001316
