BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY,ARCHIVE_DATE,REFERENCE_NO
002,100000000202,100000000202,100000000202,H,2026-07-21,2026-07-21,1,BOO,S,2026-07-21,100000000202,PEN,PEN,2026-07-21,827552,A,C,M,M,2026-07-21,PRINC_LIQ_AC_202,R,22446,002,2026-07-21,C,N,R,R,R,8,12790,876,100000000202,RD_,PEN,16970.100,2026-07-21,O,2026-07-21,CHA,R,PRI,PEN,2026-07-21,TRN000000000202
003,100000000203,100000000203,100000000203,H,2026-07-22,2026-07-22,1,BOO,S,2026-07-22,100000000203,EUR,EUR,2026-07-22,390845,A,C,M,M,2026-07-22,PRINC_LIQ_AC_203,R,14132,003,2026-07-22,D,N,R,R,R,2,72517,85590,100000000203,RD_,EUR,24284.100,2026-07-22,O,2026-07-22,CHA,R,PRI,EUR,2026-07-22,TRN000000000203
004,100000000204,100000000204,100000000204,H,2026-07-23,2026-07-23,1,BOO,S,2026-07-23,100000000204,BRL,BRL,2026-07-23,184416,A,C,M,M,2026-07-23,PRINC_LIQ_AC_204,R,16516,004,2026-07-23,C,N,R,R,R,33,47921,62256,100000000204,RD_,BRL,19586.800,2026-07-23,O,2026-07-23,CHA,R,PRI,BRL,2026-07-23,TRN000000000204
005,100000000205,100000000205,100000000205,H,2026-07-24,2026-07-24,1,BOO,S,2026-07-24,100000000205,USD,USD,2026-07-24,116490,A,C,M,M,2026-07-24,PRINC_LIQ_AC_205,R,12791,005,2026-07-24,D,N,R,R,R,25,66625,30652,100000000205,RD_,USD,19840.400,2026-07-24,O,2026-07-24,CHA,R,PRI,USD,2026-07-24,TRN000000000205
006,100000000206,100000000206,100000000206,H,2026-07-25,2026-07-25,1,BOO,S,2026-07-25,100000000206,PEN,PEN,2026-07-25,846875,A,C,M,M,2026-07-25,PRINC_LIQ_AC_206,R,18973,006,2026-07-25,C,Y,R,R,R,7,69874,96108,100000000206,RD_,PEN,19503.800,2026-07-25,O,2026-07-25,CHA,R,PRI,PEN,2026-07-25,TRN000000000206
007,100000000207,100000000207,100000000207,H,2026-07-26,2026-07-26,1,BOO,S,2026-07-26,100000000207,EUR,EUR,2026-07-26,584492,A,C,M,M,2026-07-26,PRINC_LIQ_AC_207,R,10837,007,2026-07-26,D,N,R,R,R,24,60404,75954,100000000207,RD_,EUR,19297.900,2026-07-26,O,2026-07-26,CHA,R,PRI,EUR,2026-07-26,TRN000000000207
008,100000000208,100000000208,100000000208,H,2026-07-27,2026-07-27,1,BOO,S,2026-07-27,100000000208,BRL,BRL,2026-07-27,784591,A,C,M,M,2026-07-27,PRINC_LIQ_AC_208,R,12464,008,2026-07-27,C,N,R,R,R,36,74777,48286,100000000208,RD_,BRL,23422.700,2026-07-27,O,2026-07-27,CHA,R,PRI,BRL,2026-07-27,TRN000000000208
009,100000000209,100000000209,100000000209,H,2026-07-28,2026-07-28,1,BOO,S,2026-07-28,100000000209,USD,USD,2026-07-28,114521,A,C,M,M,2026-07-28,PRINC_LIQ_AC_209,R,16384,009,2026-07-28,D,N,R,R,R,8,47286,32302,100000000209,RD_,USD,21492.700,2026-07-28,O,2026-07-28,CHA,R,PRI,USD,2026-07-28,TRN000000000209
010,100000000210,100000000210,100000000210,H,2026-07-29,2026-07-29,1,BOO,S,2026-07-29,100000000210,PEN,PEN,2026-07-29,828513,A,C,M,M,2026-07-29,PRINC_LIQ_AC_210,R,3582,010,2026-07-29,C,N,R,R,R,14,46529,57746,100000000210,RD_,PEN,24890.300,2026-07-29,O,2026-07-29,CHA,R,PRI,PEN,2026-07-29,TRN000000000210
011,100000000211,100000000211,100000000211,H,2026-07-30,2026-07-30,1,BOO,S,2026-07-30,100000000211,EUR,EUR,2026-07-30,916540,A,C,M,M,2026-07-30,PRINC_LIQ_AC_211,R,11141,011,2026-07-30,D,Y,R,R,R,31,8770,87257,100000000211,RD_,EUR,20720.000,2026-07-30,O,2026-07-30,CHA,R,PRI,EUR,2026-07-30,TRN000000000211
012,100000000212,100000000212,100000000212,H,2026-07-31,2026-07-31,1,BOO,S,2026-07-31,100000000212,BRL,BRL,2026-07-31,256699,A,C,M,M,2026-07-31,PRINC_LIQ_AC_212,R,13512,012,2026-07-31,C,N,R,R,R,29,38160,68202,100000000212,RD_,BRL,17811.200,2026-07-31,O,2026-07-31,CHA,R,PRI,BRL,2026-07-31,TRN000000000212
013,100000000213,100000000213,100000000213,H,2026-08-01,2026-08-01,1,BOO,S,2026-08-01,100000000213,USD,USD,2026-08-01,118663,A,C,M,M,2026-08-01,PRINC_LIQ_AC_213,R,22627,013,2026-08-01,D,N,R,R,R,31,84186,95268,100000000213,RD_,USD,14692.100,2026-08-01,O,2026-08-01,CHA,R,PRI,USD,2026-08-01,TRN000000000213
014,100000000214,100000000214,100000000214,H,2026-08-02,2026-08-02,1,BOO,S,2026-08-02,100000000214,PEN,PEN,2026-08-02,359267,A,C,M,M,2026-08-02,PRINC_LIQ_AC_214,R,19532,014,2026-08-02,C,N,R,R,R,1,88712,41385,100000000214,RD_,PEN,2543.800,2026-08-02,O,2026-08-02,CHA,R,PRI,PEN,2026-08-02,TRN000000000214
015,100000000215,100000000215,100000000215,H,2026-08-03,2026-08-03,1,BOO,S,2026-08-03,100000000215,EUR,EUR,2026-08-03,451450,A,C,M,M,2026-08-03,PRINC_LIQ_AC_215,R,3277,015,2026-08-03,D,N,R,R,R,11,39672,3986,100000000215,RD_,EUR,16878.400,2026-08-03,O,2026-08-03,CHA,R,PRI,EUR,2026-08-03,TRN000000000215
016,100000000216,100000000216,100000000216,H,2026-08-04,2026-08-04,1,BOO,S,2026-08-04,100000000216,BRL,BRL,2026-08-04,635631,A,C,M,M,2026-08-04,PRINC_LIQ_AC_216,R,5543,016,2026-08-04,C,Y,R,R,R,9,60562,4789,100000000216,RD_,BRL,12269.000,2026-08-04,O,2026-08-04,CHA,R,PRI,BRL,2026-08-04,TRN000000000216
017,100000000217,100000000217,100000000217,H,2026-08-05,2026-08-05,1,BOO,S,2026-08-05,100000000217,USD,USD,2026-08-05,51113,A,C,M,M,2026-08-05,PRINC_LIQ_AC_217,R,3595,017,2026-08-05,D,N,R,R,R,25,65911,25237,100000000217,RD_,USD,14673.500,2026-08-05,O,2026-08-05,CHA,R,PRI,USD,2026-08-05,TRN000000000217
018,100000000218,100000000218,100000000218,H,2026-08-06,2026-08-06,1,BOO,S,2026-08-06,100000000218,PEN,PEN,2026-08-06,275658,A,C,M,M,2026-08-06,PRINC_LIQ_AC_218,R,22358,018,2026-08-06,C,N,R,R,R,11,20335,56530,100000000218,RD_,PEN,18221.300,2026-08-06,O,2026-08-06,CHA,R,PRI,PEN,2026-08-06,TRN000000000218
019,100000000219,100000000219,100000000219,H,2026-08-07,2026-08-07,1,BOO,S,2026-08-07,100000000219,EUR,EUR,2026-08-07,329908,A,C,M,M,2026-08-07,PRINC_LIQ_AC_219,R,11181,019,2026-08-07,D,N,R,R,R,9,2290,3362,100000000219,RD_,EUR,4232.300,2026-08-07,O,2026-08-07,CHA,R,PRI,EUR,2026-08-07,TRN000000000219
020,100000000220,100000000220,100000000220,H,2026-08-08,2026-08-08,1,BOO,S,2026-08-08,100000000220,BRL,BRL,2026-08-08,507667,A,C,M,M,2026-08-08,PRINC_LIQ_AC_220,R,23773,020,2026-08-08,C,N,R,R,R,13,69078,41623,100000000220,RD_,BRL,10374.400,2026-08-08,O,2026-08-08,CHA,R,PRI,BRL,2026-08-08,TRN000000000220
021,100000000221,100000000221,100000000221,H,2026-08-09,2026-08-09,1,BOO,S,2026-08-09,100000000221,USD,USD,2026-08-09,364336,A,C,M,M,2026-08-09,PRINC_LIQ_AC_221,R,18769,021,2026-08-09,D,Y,R,R,R,19,6625,66153,100000000221,RD_,USD,22917.400,2026-08-09,O,2026-08-09,CHA,R,PRI,USD,2026-08-09,TRN000000000221
022,100000000222,100000000222,100000000222,H,2026-08-10,2026-08-10,1,BOO,S,2026-08-10,100000000222,PEN,PEN,2026-08-10,609632,A,C,M,M,2026-08-10,PRINC_LIQ_AC_222,R,23831,022,2026-08-10,C,N,R,R,R,13,47716,978,100000000222,RD_,PEN,8392.600,2026-08-10,O,2026-08-10,CHA,R,PRI,PEN,2026-08-10,TRN000000000222
023,100000000223,100000000223,100000000223,H,2026-08-11,2026-08-11,1,BOO,S,2026-08-11,100000000223,EUR,EUR,2026-08-11,639952,A,C,M,M,2026-08-11,PRINC_LIQ_AC_223,R,84068,023,2026-08-11,D,N,R,R,R,21,63450,37655,100000000223,RD_,EUR,165169.600,2026-08-11,O,2026-08-11,CHA,R,PRI,EUR,2026-08-11,TRN000000000223
024,100000000224,100000000224,100000000224,H,2026-08-12,2026-08-12,1,BOO,S,2026-08-12,100000000224,BRL,BRL,2026-08-12,738002,A,C,M,M,2026-08-12,PRINC_LIQ_AC_224,R,18767,024,2026-08-12,C,N,R,R,R,35,20908,40960,100000000224,RD_,BRL,14882.200,2026-08-12,O,2026-08-12,CHA,R,PRI,BRL,2026-08-12,TRN000000000224
025,100000000225,100000000225,100000000225,H,2026-08-13,2026-08-13,1,BOO,S,2026-08-13,100000000225,USD,USD,2026-08-13,211178,A,C,M,M,2026-08-13,PRINC_LIQ_AC_225,R,3538,025,2026-08-13,D,N,R,R,R,32,22384,59926,100000000225,RD_,USD,10743.300,2026-08-13,O,2026-08-13,CHA,R,PRI,USD,2026-08-13,TRN000000000225
001,100000000226,100000000226,100000000226,H,2026-08-14,2026-08-14,1,BOO,S,2026-08-14,100000000226,PEN,PEN,2026-08-14,952822,A,C,M,M,2026-08-14,PRINC_LIQ_AC_226,R,15907,001,2026-08-14,C,Y,R,R,R,8,839,79673,100000000226,RD_,PEN,23789.200,2026-08-14,O,2026-08-14,CHA,R,PRI,PEN,2026-08-14,TRN000000000226
002,100000000227,100000000227,100000000227,H,2026-08-15,2026-08-15,1,BOO,S,2026-08-15,100000000227,EUR,EUR,2026-08-15,588660,A,C,M,M,2026-08-15,PRINC_LIQ_AC_227,R,13063,002,2026-08-15,D,N,R,R,R,29,85379,15827,100000000227,RD_,EUR,16333.100,2026-08-15,O,2026-08-15,CHA,R,PRI,EUR,2026-08-15,TRN000000000227
003,100000000228,100000000228,100000000228,H,2026-08-16,2026-08-16,1,BOO,S,2026-08-16,100000000228,BRL,BRL,2026-08-16,975731,A,C,M,M,2026-08-16,PRINC_LIQ_AC_228,R,20142,003,2026-08-16,C,N,R,R,R,1,47953,47327,100000000228,RD_,BRL,7394.000,2026-08-16,O,2026-08-16,CHA,R,PRI,BRL,2026-08-16,TRN000000000228
004,100000000229,100000000229,100000000229,H,2026-08-17,2026-08-17,1,BOO,S,2026-08-17,100000000229,USD,USD,2026-08-17,889033,A,C,M,M,2026-08-17,PRINC_LIQ_AC_229,R,8968,004,2026-08-17,D,N,R,R,R,3,38610,79884,100000000229,RD_,USD,403.500,2026-08-17,O,2026-08-17,CHA,R,PRI,USD,2026-08-17,TRN000000000229
005,100000000230,100000000230,100000000230,H,2026-08-18,2026-08-18,1,BOO,S,2026-08-18,100000000230,PEN,PEN,2026-08-18,790278,A,C,M,M,2026-08-18,PRINC_LIQ_AC_230,R,1185,005,2026-08-18,C,N,R,R,R,5,71363,38918,100000000230,RD_,PEN,7855.400,2026-08-18,O,2026-08-18,CHA,R,PRI,PEN,2026-08-18,TRN000000000230
006,100000000231,100000000231,100000000231,H,2026-08-19,2026-08-19,1,BOO,S,2026-08-19,100000000231,EUR,EUR,2026-08-19,189805,A,C,M,M,2026-08-19,PRINC_LIQ_AC_231,R,21705,006,2026-08-19,D,Y,R,R,R,1,38496,82735,100000000231,RD_,EUR,16704.300,2026-08-19,O,2026-08-19,CHA,R,PRI,EUR,2026-08-19,TRN000000000231
007,100000000232,100000000232,100000000232,H,2026-08-20,2026-08-20,1,BOO,S,2026-08-20,100000000232,BRL,BRL,2026-08-20,736619,A,C,M,M,2026-08-20,PRINC_LIQ_AC_232,R,8746,007,2026-08-20,C,N,R,R,R,14,86378,40198,100000000232,RD_,BRL,24396.200,2026-08-20,O,2026-08-20,CHA,R,PRI,BRL,2026-08-20,TRN000000000232
008,100000000233,100000000233,100000000233,H,2026-08-21,2026-08-21,1,BOO,S,2026-08-21,100000000233,USD,USD,2026-08-21,489979,A,C,M,M,2026-08-21,PRINC_LIQ_AC_233,R,21404,008,2026-08-21,D,N,R,R,R,36,28694,48126,100000000233,RD_,USD,15293.000,2026-08-21,O,2026-08-21,CHA,R,PRI,USD,2026-08-21,TRN000000000233
009,100000000234,100000000234,100000000234,H,2026-08-22,2026-08-22,1,BOO,S,2026-08-22,100000000234,PEN,PEN,2026-08-22,554576,A,C,M,M,2026-08-22,PRINC_LIQ_AC_234,R,7584,009,2026-08-22,C,N,R,R,R,21,38924,64554,100000000234,RD_,PEN,5560.700,2026-08-22,O,2026-08-22,CHA,R,PRI,PEN,2026-08-22,TRN000000000234
010,100000000235,100000000235,100000000235,H,2026-08-23,2026-08-23,1,BOO,S,2026-08-23,100000000235,EUR,EUR,2026-08-23,468604,A,C,M,M,2026-08-23,PRINC_LIQ_AC_235,R,9759,010,2026-08-23,D,N,R,R,R,28,15165,52255,100000000235,RD_,EUR,6585.200,2026-08-23,O,2026-08-23,CHA,R,PRI,EUR,2026-08-23,TRN000000000235
011,100000000236,100000000236,100000000236,H,2026-08-24,2026-08-24,1,BOO,S,2026-08-24,100000000236,BRL,BRL,2026-08-24,438129,A,C,M,M,2026-08-24,PRINC_LIQ_AC_236,R,8321,011,2026-08-24,C,Y,R,R,R,15,23776,89073,100000000236,RD_,BRL,24159.300,2026-08-24,O,2026-08-24,CHA,R,PRI,BRL,2026-08-24,TRN000000000236
012,100000000237,100000000237,100000000237,H,2026-08-25,2026-08-25,1,BOO,S,2026-08-25,100000000237,USD,USD,2026-08-25,541282,A,C,M,M,2026-08-25,PRINC_LIQ_AC_237,R,1191,012,2026-08-25,D,N,R,R,R,18,43236,34891,100000000237,RD_,USD,22879.800,2026-08-25,O,2026-08-25,CHA,R,PRI,USD,2026-08-25,TRN000000000237
013,100000000238,100000000238,100000000238,H,2026-08-26,2026-08-26,1,BOO,S,2026-08-26,100000000238,PEN,PEN,2026-08-26,789675,A,C,M,M,2026-08-26,PRINC_LIQ_AC_238,R,5972,013,2026-08-26,C,N,R,R,R,5,77436,9455,100000000238,RD_,PEN,17895.100,2026-08-26,O,2026-08-26,CHA,R,PRI,PEN,2026-08-26,TRN000000000238
014,100000000239,100000000239,100000000239,H,2026-08-27,2026-08-27,1,BOO,S,2026-08-27,100000000239,EUR,EUR,2026-08-27,32684,A,C,M,M,2026-08-27,PRINC_LIQ_AC_239,R,5266,014,2026-08-27,D,N,R,R,R,22,99000,52786,100000000239,RD_,EUR,19208.600,2026-08-27,O,2026-08-27,CHA,R,PRI,EUR,2026-08-27,TRN000000000239
015,100000000240,100000000240,100000000240,H,2026-08-28,2026-08-28,1,BOO,S,2026-08-28,100000000240,BRL,BRL,2026-08-28,727575,A,C,M,M,2026-08-28,PRINC_LIQ_AC_240,R,6515,015,2026-08-28,C,N,R,R,R,2,28957,75879,100000000240,RD_,BRL,21187.100,2026-08-28,O,2026-08-28,CHA,R,PRI,BRL,2026-08-28,TRN000000000240
016,100000000241,100000000241,100000000241,H,2026-08-29,2026-08-29,1,BOO,S,2026-08-29,100000000241,USD,USD,2026-08-29,183665,A,C,M,M,2026-08-29,PRINC_LIQ_AC_241,R,13857,016,2026-08-29,D,Y,R,R,R,10,86019,14762,100000000241,RD_,USD,3290.900,2026-08-29,O,2026-08-29,CHA,R,PRI,USD,2026-08-29,TRN000000000241
017,100000000242,100000000242,100000000242,H,2026-08-30,2026-08-30,1,BOO,S,2026-08-30,100000000242,PEN,PEN,2026-08-30,906464,A,C,M,M,2026-08-30,PRINC_LIQ_AC_242,R,553,017,2026-08-30,C,N,R,R,R,5,48790,18879,100000000242,RD_,PEN,4508.600,2026-08-30,O,2026-08-30,CHA,R,PRI,PEN,2026-08-30,TRN000000000242
018,100000000243,100000000243,100000000243,H,2026-08-31,2026-08-31,1,BOO,S,2026-08-31,100000000243,EUR,EUR,2026-08-31,62351,A,C,M,M,2026-08-31,PRINC_LIQ_AC_243,R,9078,018,2026-08-31,D,N,R,R,R,9,72951,41824,100000000243,RD_,EUR,9800.800,2026-08-31,O,2026-08-31,CHA,R,PRI,EUR,2026-08-31,TRN000000000243
019,100000000244,100000000244,100000000244,H,2026-09-01,2026-09-01,1,BOO,S,2026-09-01,100000000244,BRL,BRL,2026-09-01,271089,A,C,M,M,2026-09-01,PRINC_LIQ_AC_244,R,22579,019,2026-09-01,C,N,R,R,R,28,19080,26813,100000000244,RD_,BRL,5257.700,2026-09-01,O,2026-09-01,CHA,R,PRI,BRL,2026-09-01,TRN000000000244
020,100000000245,100000000245,100000000245,H,2026-09-02,2026-09-02,1,BOO,S,2026-09-02,100000000245,USD,USD,2026-09-02,299315,A,C,M,M,2026-09-02,PRINC_LIQ_AC_245,R,5230,020,2026-09-02,D,N,R,R,R,4,21484,44898,100000000245,RD_,USD,2421.900,2026-09-02,O,2026-09-02,CHA,R,PRI,USD,2026-09-02,TRN000000000245
021,100000000246,100000000246,100000000246,H,2026-09-03,2026-09-03,1,BOO,S,2026-09-03,100000000246,PEN,PEN,2026-09-03,558201,A,C,M,M,2026-09-03,PRINC_LIQ_AC_246,R,10494,021,2026-09-03,C,Y,R,R,R,29,59645,69839,100000000246,RD_,PEN,5324.000,2026-09-03,O,2026-09-03,CHA,R,PRI,PEN,2026-09-03,TRN000000000246
022,100000000247,100000000247,100000000247,H,2026-09-04,2026-09-04,1,BOO,S,2026-09-04,100000000247,EUR,EUR,2026-09-04,24394,A,C,M,M,2026-09-04,PRINC_LIQ_AC_247,R,18625,022,2026-09-04,D,N,R,R,R,2,42117,11998,100000000247,RD_,EUR,8779.000,2026-09-04,O,2026-09-04,CHA,R,PRI,EUR,2026-09-04,TRN000000000247
023,100000000248,100000000248,100000000248,H,2026-09-05,2026-09-05,1,BOO,S,2026-09-05,100000000248,BRL,BRL,2026-09-05,729333,A,C,M,M,2026-09-05,PRINC_LIQ_AC_248,R,18792,023,2026-09-05,C,N,R,R,R,21,39109,99111,100000000248,RD_,BRL,19600.900,2026-09-05,O,2026-09-05,CHA,R,PRI,BRL,2026-09-05,TRN000000000248
024,100000000249,100000000249,100000000249,H,2026-09-06,2026-09-06,1,BOO,S,2026-09-06,100000000249,USD,USD,2026-09-06,119197,A,C,M,M,2026-09-06,PRINC_LIQ_AC_249,R,7193,024,2026-09-06,D,N,R,R,R,34,32498,10805,100000000249,RD_,USD,21787.200,2026-09-06,O,2026-09-06,CHA,R,PRI,USD,2026-09-06,TRN000000000249
025,100000000250,100000000250,100000000250,H,2026-09-07,2026-09-07,1,BOO,S,2026-09-07,100000000250,PEN,PEN,2026-09-07,489009,A,C,M,M,2026-09-07,PRINC_LIQ_AC_250,R,23919,025,2026-09-07,C,N,R,R,R,1,89605,44622,100000000250,RD_,PEN,22852.000,2026-09-07,O,2026-09-07,CHA,R,PRI,PEN,2026-09-07,TRN000000000250
001,100000000251,100000000251,100000000251,H,2026-09-08,2026-09-08,1,BOO,S,2026-09-08,100000000251,EUR,EUR,2026-09-08,832043,A,C,M,M,2026-09-08,PRINC_LIQ_AC_251,R,3933,001,2026-09-08,D,Y,R,R,R,36,84151,15972,100000000251,RD_,EUR,7889.000,2026-09-08,O,2026-09-08,CHA,R,PRI,EUR,2026-09-08,TRN000000000251
002,100000000252,100000000252,100000000252,H,2026-09-09,2026-09-09,1,BOO,S,2026-09-09,100000000252,BRL,BRL,2026-09-09,844918,A,C,M,M,2026-09-09,PRINC_LIQ_AC_252,R,6388,002,2026-09-09,C,N,R,R,R,36,91775,81133,100000000252,RD_,BRL,7660.800,2026-09-09,O,2026-09-09,CHA,R,PRI,BRL,2026-09-09,TRN000000000252
003,100000000253,100000000253,100000000253,H,2026-09-10,2026-09-10,1,BOO,S,2026-09-10,100000000253,USD,USD,2026-09-10,466232,A,C,M,M,2026-09-10,PRINC_LIQ_AC_253,R,196,003,2026-09-10,D,N,R,R,R,28,86345,17238,100000000253,RD_,USD,2628.800,2026-09-10,O,2026-09-10,CHA,R,PRI,USD,2026-09-10,TRN000000000253
004,100000000254,100000000254,100000000254,H,2026-09-11,2026-09-11,1,BOO,S,2026-09-11,100000000254,PEN,PEN,2026-09-11,30025,A,C,M,M,2026-09-11,PRINC_LIQ_AC_254,R,5349,004,2026-09-11,C,N,R,R,R,33,1850,35440,100000000254,RD_,PEN,407.300,2026-09-11,O,2026-09-11,CHA,R,PRI,PEN,2026-09-11,TRN000000000254
005,100000000255,100000000255,100000000255,H,2026-09-12,2026-09-12,1,BOO,S,2026-09-12,100000000255,EUR,EUR,2026-09-12,374345,A,C,M,M,2026-09-12,PRINC_LIQ_AC_255,R,19692,005,2026-09-12,D,N,R,R,R,30,69929,73045,100000000255,RD_,EUR,7188.700,2026-09-12,O,2026-09-12,CHA,R,PRI,EUR,2026-09-12,TRN000000000255
006,100000000256,100000000256,100000000256,H,2026-09-13,2026-09-13,1,BOO,S,2026-09-13,100000000256,BRL,BRL,2026-09-13,769943,A,C,M,M,2026-09-13,PRINC_LIQ_AC_256,R,15613,006,2026-09-13,C,Y,R,R,R,7,93136,33694,100000000256,RD_,BRL,14342.300,2026-09-13,O,2026-09-13,CHA,R,PRI,BRL,2026-09-13,TRN000000000256
007,100000000257,100000000257,100000000257,H,2026-09-14,2026-09-14,1,BOO,S,2026-09-14,100000000257,USD,USD,2026-09-14,996113,A,C,M,M,2026-09-14,PRINC_LIQ_AC_257,R,2740,007,2026-09-14,D,N,R,R,R,12,74972,87534,100000000257,RD_,USD,22421.400,2026-09-14,O,2026-09-14,CHA,R,PRI,USD,2026-09-14,TRN000000000257
008,100000000258,100000000258,100000000258,H,2026-09-15,2026-09-15,1,BOO,S,2026-09-15,100000000258,PEN,PEN,2026-09-15,785744,A,C,M,M,2026-09-15,PRINC_LIQ_AC_258,R,8767,008,2026-09-15,C,N,R,R,R,3,44622,61408,100000000258,RD_,PEN,970.400,2026-09-15,O,2026-09-15,CHA,R,PRI,PEN,2026-09-15,TRN000000000258
009,100000000259,100000000259,100000000259,H,2026-09-16,2026-09-16,1,BOO,S,2026-09-16,100000000259,EUR,EUR,2026-09-16,387727,A,C,M,M,2026-09-16,PRINC_LIQ_AC_259,R,16662,009,2026-09-16,D,N,R,R,R,34,18114,85866,100000000259,RD_,EUR,24746.000,2026-09-16,O,2026-09-16,CHA,R,PRI,EUR,2026-09-16,TRN000000000259
010,100000000260,100000000260,100000000260,H,2026-09-17,2026-09-17,1,BOO,S,2026-09-17,100000000260,BRL,BRL,2026-09-17,906832,A,C,M,M,2026-09-17,PRINC_LIQ_AC_260,R,119300,010,2026-09-17,C,N,R,R,R,7,17075,52215,100000000260,RD_,BRL,75531.200,2026-09-17,O,2026-09-17,CHA,R,PRI,BRL,2026-09-17,TRN000000000260
011,100000000261,100000000261,100000000261,H,2026-09-18,2026-09-18,1,BOO,S,2026-09-18,100000000261,USD,USD,2026-09-18,760609,A,C,M,M,2026-09-18,PRINC_LIQ_AC_261,R,15151,011,2026-09-18,D,Y,R,R,R,0,34250,8219,100000000261,RD_,USD,7194.800,2026-09-18,O,2026-09-18,CHA,R,PRI,USD,2026-09-18,TRN000000000261
012,100000000262,100000000262,100000000262,H,2026-09-19,2026-09-19,1,BOO,S,2026-09-19,100000000262,PEN,PEN,2026-09-19,70247,A,C,M,M,2026-09-19,PRINC_LIQ_AC_262,R,16028,012,2026-09-19,C,N,R,R,R,36,54705,16009,100000000262,RD_,PEN,3886.300,2026-09-19,O,2026-09-19,CHA,R,PRI,PEN,2026-09-19,TRN000000000262
013,100000000263,100000000263,100000000263,H,2026-09-20,2026-09-20,1,BOO,S,2026-09-20,100000000263,EUR,EUR,2026-09-20,851663,A,C,M,M,2026-09-20,PRINC_LIQ_AC_263,R,1421,013,2026-09-20,D,N,R,R,R,27,53585,4409,100000000263,RD_,EUR,6406.700,2026-09-20,O,2026-09-20,CHA,R,PRI,EUR,2026-09-20,TRN000000000263
014,100000000264,100000000264,100000000264,H,2026-09-21,2026-09-21,1,BOO,S,2026-09-21,100000000264,BRL,BRL,2026-09-21,343505,A,C,M,M,2026-09-21,PRINC_LIQ_AC_264,R,22181,014,2026-09-21,C,N,R,R,R,26,54704,71009,100000000264,RD_,BRL,11188.600,2026-09-21,O,2026-09-21,CHA,R,PRI,BRL,2026-09-21,TRN000000000264
015,100000000265,100000000265,100000000265,H,2026-09-22,2026-09-22,1,BOO,S,2026-09-22,100000000265,USD,USD,2026-09-22,839746,A,C,M,M,2026-09-22,PRINC_LIQ_AC_265,R,16758,015,2026-09-22,D,N,R,R,R,32,82100,84902,100000000265,RD_,USD,16173.100,2026-09-22,O,2026-09-22,CHA,R,PRI,USD,2026-09-22,TRN000000000265
016,100000000266,100000000266,100000000266,H,2026-09-23,2026-09-23,1,BOO,S,2026-09-23,100000000266,PEN,PEN,2026-09-23,628741,A,C,M,M,2026-09-23,PRINC_LIQ_AC_266,R,16264,016,2026-09-23,C,Y,R,R,R,2,90965,28710,100000000266,RD_,PEN,6049.200,2026-09-23,O,2026-09-23,CHA,R,PRI,PEN,2026-09-23,TRN000000000266
017,100000000267,100000000267,100000000267,H,2026-09-24,2026-09-24,1,BOO,S,2026-09-24,100000000267,EUR,EUR,2026-09-24,764349,A,C,M,M,2026-09-24,PRINC_LIQ_AC_267,R,23763,017,2026-09-24,D,N,R,R,R,32,97868,27121,100000000267,RD_,EUR,13319.600,2026-09-24,O,2026-09-24,CHA,R,PRI,EUR,2026-09-24,TRN000000000267
018,100000000268,100000000268,100000000268,H,2026-09-25,2026-09-25,1,BOO,S,2026-09-25,100000000268,BRL,BRL,2026-09-25,539356,A,C,M,M,2026-09-25,PRINC_LIQ_AC_268,R,9672,018,2026-09-25,C,N,R,R,R,17,87379,32643,100000000268,RD_,BRL,6060.600,2026-09-25,O,2026-09-25,CHA,R,PRI,BRL,2026-09-25,TRN000000000268
019,100000000269,100000000269,100000000269,H,2026-09-26,2026-09-26,1,BOO,S,2026-09-26,100000000269,USD,USD,2026-09-26,922084,A,C,M,M,2026-09-26,PRINC_LIQ_AC_269,R,4720,019,2026-09-26,D,N,R,R,R,13,37866,86070,100000000269,RD_,USD,24740.900,2026-09-26,O,2026-09-26,CHA,R,PRI,USD,2026-09-26,TRN000000000269
