BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,ARCHIVE_DATE
003,100000001278,PEN,P,13216.100,OFF,100000001278,TRN000000001278,6990,Td Withdrawer Name 1278,2026-07-02,E,J,JOINT_HOLDER,2026-07-02,PAY,100000001278,PEN,RA,RO,100000001278,INT,PEN,A,G,GE,ADVICE_MEDIA_12,EMAIL_1278,2026-07-02,CU,D,A,A,REASON_CODE_1278,LATE,2026-07-02,TD_DEPOSITER,Td Depositer Name 1278,TD_CERT_COLL,Td Cert Collector Name 1278,TD_WITHDRAWE,5657,TXN0000000000001278,2026-07-02,4056.7000,11508.700,19719.400,20914.2000,22775.2000,17321.800,A,821108,3.61000,2026-07-02,587251,338500,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-02,003,MAI,MAI,MAI,CMA,0.8900,COMME,003,769319,757549,BAE,AUTHORIZE,VAL,M,DESTI,CUST000478,CUST000478,OPERATION_KEY_1,D,D,B,3.60000,2.53000,A,RATE_CODE_,2.22000,M,RETN_,RETN_,18701.200,487978.00000,211441.00000,5848.5000,NAT,2026-07-02
004,100000001279,EUR,P,8020.200,OFF,100000001279,TRN000000001279,1982,Td Withdrawer Name 1279,2026-07-03,E,J,JOINT_HOLDER,2026-07-03,PAY,100000001279,EUR,RA,RO,100000001279,INT,EUR,A,G,GE,ADVICE_MEDIA_12,EMAIL_1279,2026-07-03,CU,D,A,A,REASON_CODE_1279,LATE,2026-07-03,TD_DEPOSITER,Td Depositer Name 1279,TD_CERT_COLL,Td Cert Collector Name 1279,TD_WITHDRAWE,9219,TXN0000000000001279,2026-07-03,15954.9000,22866.900,1371.500,20497.3000,17953.1000,20996.500,A,498824,4.20000,2026-07-03,194160,233634,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-03,004,MAI,MAI,MAI,CMA,2.4400,COMME,004,649846,982440,BAE,AUTHORIZE,VAL,M,DESTI,CUST000479,CUST000479,OPERATION_KEY_1,D,D,B,2.77000,1.43000,A,RATE_CODE_,1.04000,M,RETN_,RETN_,6972.300,619268.00000,404051.00000,6547.8000,NAT,2026-07-03
005,100000001280,BRL,P,5519.100,OFF,100000001280,TRN000000001280,1595,Td Withdrawer Name 1280,2026-07-04,E,J,JOINT_HOLDER,2026-07-04,PAY,100000001280,BRL,RA,RO,100000001280,INT,BRL,A,G,GE,ADVICE_MEDIA_12,EMAIL_1280,2026-07-04,CU,D,A,A,REASON_CODE_1280,LATE,2026-07-04,TD_DEPOSITER,Td Depositer Name 1280,TD_CERT_COLL,Td Cert Collector Name 1280,TD_WITHDRAWE,4245,TXN0000000000001280,2026-07-04,14556.2000,18981.800,2280.100,18707.0000,14687.8000,3120.000,A,155401,3.23000,2026-07-04,316511,416900,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-04,005,MAI,MAI,MAI,CMA,1.8000,COMME,005,166012,575273,BAE,AUTHORIZE,VAL,M,DESTI,CUST000480,CUST000480,OPERATION_KEY_1,D,D,B,1.25000,1.84000,A,RATE_CODE_,1.91000,M,RETN_,RETN_,11418.600,558478.00000,660598.00000,6563.0000,NAT,2026-07-04
006,100000001281,USD,P,14111.300,OFF,100000001281,TRN000000001281,5478,Td Withdrawer Name 1281,2026-07-05,E,J,JOINT_HOLDER,2026-07-05,PAY,100000001281,USD,RA,RO,100000001281,INT,USD,A,G,GE,ADVICE_MEDIA_12,EMAIL_1281,2026-07-05,CU,D,A,A,REASON_CODE_1281,LATE,2026-07-05,TD_DEPOSITER,Td Depositer Name 1281,TD_CERT_COLL,Td Cert Collector Name 1281,TD_WITHDRAWE,4838,TXN0000000000001281,2026-07-05,5200.3000,11376.900,4269.800,4525.9000,13605.7000,13885.800,A,31262,2.66000,2026-07-05,563616,676258,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-05,006,MAI,MAI,MAI,CMA,3.6300,COMME,006,1840,449857,BAE,AUTHORIZE,VAL,M,DESTI,CUST000481,CUST000481,OPERATION_KEY_1,D,D,B,2.68000,1.24000,A,RATE_CODE_,3.19000,M,RETN_,RETN_,11016.200,87923.00000,188124.00000,633.9000,NAT,2026-07-05
007,100000001282,PEN,P,9495.100,OFF,100000001282,TRN000000001282,4239,Td Withdrawer Name 1282,2026-07-06,E,J,JOINT_HOLDER,2026-07-06,PAY,100000001282,PEN,RA,RO,100000001282,INT,PEN,A,G,GE,ADVICE_MEDIA_12,EMAIL_1282,2026-07-06,CU,D,A,A,REASON_CODE_1282,LATE,2026-07-06,TD_DEPOSITER,Td Depositer Name 1282,TD_CERT_COLL,Td Cert Collector Name 1282,TD_WITHDRAWE,6758,TXN0000000000001282,2026-07-06,19995.4000,4370.900,17203.600,24882.7000,2974.3000,22825.900,A,876065,3.93000,2026-07-06,413989,533779,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-06,007,MAI,MAI,MAI,CMA,1.0100,COMME,007,618583,306839,BAE,AUTHORIZE,VAL,M,DESTI,CUST000482,CUST000482,OPERATION_KEY_1,D,D,B,4.05000,1.51000,A,RATE_CODE_,3.84000,M,RETN_,RETN_,16156.000,407138.00000,640083.00000,13333.6000,NAT,2026-07-06
008,100000001283,EUR,P,17119.800,OFF,100000001283,TRN000000001283,6055,Td Withdrawer Name 1283,2026-07-07,E,J,JOINT_HOLDER,2026-07-07,PAY,100000001283,EUR,RA,RO,100000001283,INT,EUR,A,G,GE,ADVICE_MEDIA_12,EMAIL_1283,2026-07-07,CU,D,A,A,REASON_CODE_1283,LATE,2026-07-07,TD_DEPOSITER,Td Depositer Name 1283,TD_CERT_COLL,Td Cert Collector Name 1283,TD_WITHDRAWE,7260,TXN0000000000001283,2026-07-07,22238.6000,16868.800,21664.100,24164.6000,20352.3000,4162.800,A,805035,3.17000,2026-07-07,207698,463631,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-07,008,MAI,MAI,MAI,CMA,2.0700,COMME,008,76472,859941,BAE,AUTHORIZE,VAL,M,DESTI,CUST000483,CUST000483,OPERATION_KEY_1,D,D,B,3.80000,3.07000,A,RATE_CODE_,1.58000,M,RETN_,RETN_,24391.500,163213.00000,542632.00000,23378.0000,NAT,2026-07-07
009,100000001284,BRL,P,1435.100,OFF,100000001284,TRN000000001284,1648,Td Withdrawer Name 1284,2026-07-08,E,J,JOINT_HOLDER,2026-07-08,PAY,100000001284,BRL,RA,RO,100000001284,INT,BRL,A,G,GE,ADVICE_MEDIA_12,EMAIL_1284,2026-07-08,CU,D,A,A,REASON_CODE_1284,LATE,2026-07-08,TD_DEPOSITER,Td Depositer Name 1284,TD_CERT_COLL,Td Cert Collector Name 1284,TD_WITHDRAWE,2156,TXN0000000000001284,2026-07-08,20584.8000,11192.200,24499.000,6877.6000,5518.3000,12995.700,A,98334,3.47000,2026-07-08,588272,525830,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-07-08,009,MAI,MAI,MAI,CMA,3.1800,COMME,009,632187,179448,BAE,AUTHORIZE,VAL,M,DESTI,CUST000484,CUST000484,OPERATION_KEY_1,D,D,B,2.70000,1.33000,A,RATE_CODE_,1.09000,M,RETN_,RETN_,3974.300,370780.00000,149947.00000,23276.3000,NAT,2026-07-08
010,100000001285,USD,P,24174.800,OFF,100000001285,TRN000000001285,8901,Td Withdrawer Name 1285,2026-07-09,E,J,JOINT_HOLDER,2026-07-09,PAY,100000001285,USD,RA,RO,100000001285,INT,USD,A,G,GE,ADVICE_MEDIA_12,EMAIL_1285,2026-07-09,CU,D,A,A,REASON_CODE_1285,LATE,2026-07-09,TD_DEPOSITER,Td Depositer Name 1285,TD_CERT_COLL,Td Cert Collector Name 1285,TD_WITHDRAWE,1167,TXN0000000000001285,2026-07-09,21674.9000,20207.100,937.800,20598.3000,13624.0000,595.700,A,492724,4.34000,2026-07-09,579055,4133,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-07-09,010,MAI,MAI,MAI,CMA,3.0600,COMME,010,797762,350267,BAE,AUTHORIZE,VAL,M,DESTI,CUST000485,CUST000485,OPERATION_KEY_1,D,D,B,2.03000,1.47000,A,RATE_CODE_,1.97000,M,RETN_,RETN_,10952.800,888932.00000,688154.00000,6144.3000,NAT,2026-07-09
011,100000001286,PEN,P,4950.100,OFF,100000001286,TRN000000001286,9384,Td Withdrawer Name 1286,2026-07-10,E,J,JOINT_HOLDER,2026-07-10,PAY,100000001286,PEN,RA,RO,100000001286,INT,PEN,A,G,GE,ADVICE_MEDIA_12,EMAIL_1286,2026-07-10,CU,D,A,A,REASON_CODE_1286,LATE,2026-07-10,TD_DEPOSITER,Td Depositer Name 1286,TD_CERT_COLL,Td Cert Collector Name 1286,TD_WITHDRAWE,9084,TXN0000000000001286,2026-07-10,23718.0000,3315.700,14071.200,24972.3000,3811.8000,24610.200,A,747273,1.90000,2026-07-10,217932,489219,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-10,011,MAI,MAI,MAI,CMA,3.4700,COMME,011,28721,759502,BAE,AUTHORIZE,VAL,M,DESTI,CUST000486,CUST000486,OPERATION_KEY_1,D,D,B,1.53000,0.89000,A,RATE_CODE_,4.22000,M,RETN_,RETN_,15351.500,966036.00000,303790.00000,22762.8000,NAT,2026-07-10
012,100000001287,EUR,P,4892.300,OFF,100000001287,TRN000000001287,3750,Td Withdrawer Name 1287,2026-07-11,E,J,JOINT_HOLDER,2026-07-11,PAY,100000001287,EUR,RA,RO,100000001287,INT,EUR,A,G,GE,ADVICE_MEDIA_12,EMAIL_1287,2026-07-11,CU,D,A,A,REASON_CODE_1287,LATE,2026-07-11,TD_DEPOSITER,Td Depositer Name 1287,TD_CERT_COLL,Td Cert Collector Name 1287,TD_WITHDRAWE,6384,TXN0000000000001287,2026-07-11,12650.7000,1955.000,12163.800,979.8000,12586.3000,14601.100,A,314969,1.02000,2026-07-11,976577,383388,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-11,012,MAI,MAI,MAI,CMA,3.5300,COMME,012,548028,100063,BAE,AUTHORIZE,VAL,M,DESTI,CUST000487,CUST000487,OPERATION_KEY_1,D,D,B,1.48000,1.13000,A,RATE_CODE_,3.42000,M,RETN_,RETN_,16888.000,533566.00000,282657.00000,7452.3000,NAT,2026-07-11
013,100000001288,BRL,P,11304.000,OFF,100000001288,TRN000000001288,3220,Td Withdrawer Name 1288,2026-07-12,E,J,JOINT_HOLDER,2026-07-12,PAY,100000001288,BRL,RA,RO,100000001288,INT,BRL,A,G,GE,ADVICE_MEDIA_12,EMAIL_1288,2026-07-12,CU,D,A,A,REASON_CODE_1288,LATE,2026-07-12,TD_DEPOSITER,Td Depositer Name 1288,TD_CERT_COLL,Td Cert Collector Name 1288,TD_WITHDRAWE,8165,TXN0000000000001288,2026-07-12,23999.9000,12350.800,22335.600,16290.0000,5413.4000,10922.600,A,103239,1.63000,2026-07-12,111927,813820,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-12,013,MAI,MAI,MAI,CMA,1.8200,COMME,013,474629,727079,BAE,AUTHORIZE,VAL,M,DESTI,CUST000488,CUST000488,OPERATION_KEY_1,D,D,B,4.24000,2.14000,A,RATE_CODE_,3.17000,M,RETN_,RETN_,11191.600,862627.00000,962508.00000,6773.2000,NAT,2026-07-12
014,100000001289,USD,P,21490.400,OFF,100000001289,TRN000000001289,4734,Td Withdrawer Name 1289,2026-07-13,E,J,JOINT_HOLDER,2026-07-13,PAY,100000001289,USD,RA,RO,100000001289,INT,USD,A,G,GE,ADVICE_MEDIA_12,EMAIL_1289,2026-07-13,CU,D,A,A,REASON_CODE_1289,LATE,2026-07-13,TD_DEPOSITER,Td Depositer Name 1289,TD_CERT_COLL,Td Cert Collector Name 1289,TD_WITHDRAWE,1921,TXN0000000000001289,2026-07-13,279.7000,11556.700,10424.100,1139.8000,596.8000,8066.600,A,335530,3.90000,2026-07-13,859722,491575,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-13,014,MAI,MAI,MAI,CMA,1.8600,COMME,014,476356,275695,BAE,AUTHORIZE,VAL,M,DESTI,CUST000489,CUST000489,OPERATION_KEY_1,D,D,B,4.49000,2.56000,A,RATE_CODE_,2.84000,M,RETN_,RETN_,12699.800,669574.00000,399280.00000,2302.6000,NAT,2026-07-13
015,100000001290,PEN,P,8208.600,OFF,100000001290,TRN000000001290,6902,Td Withdrawer Name 1290,2026-07-14,E,J,JOINT_HOLDER,2026-07-14,PAY,100000001290,PEN,RA,RO,100000001290,INT,PEN,A,G,GE,ADVICE_MEDIA_12,EMAIL_1290,2026-07-14,CU,D,A,A,REASON_CODE_1290,LATE,2026-07-14,TD_DEPOSITER,Td Depositer Name 1290,TD_CERT_COLL,Td Cert Collector Name 1290,TD_WITHDRAWE,5386,TXN0000000000001290,2026-07-14,23207.8000,19567.000,19248.500,9725.2000,21385.7000,16808.800,A,630104,2.78000,2026-07-14,574080,403169,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-14,015,MAI,MAI,MAI,CMA,1.1000,COMME,015,522562,456230,BAE,AUTHORIZE,VAL,M,DESTI,CUST000490,CUST000490,OPERATION_KEY_1,D,D,B,1.87000,1.87000,A,RATE_CODE_,2.94000,M,RETN_,RETN_,24561.200,575565.00000,126882.00000,16907.4000,NAT,2026-07-14
016,100000001291,EUR,P,24500.600,OFF,100000001291,TRN000000001291,20,Td Withdrawer Name 1291,2026-07-15,E,J,JOINT_HOLDER,2026-07-15,PAY,100000001291,EUR,RA,RO,100000001291,INT,EUR,A,G,GE,ADVICE_MEDIA_12,EMAIL_1291,2026-07-15,CU,D,A,A,REASON_CODE_1291,LATE,2026-07-15,TD_DEPOSITER,Td Depositer Name 1291,TD_CERT_COLL,Td Cert Collector Name 1291,TD_WITHDRAWE,8240,TXN0000000000001291,2026-07-15,3785.7000,12965.900,12867.300,436.4000,7474.4000,94.900,A,617289,1.17000,2026-07-15,6879,769008,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-15,016,MAI,MAI,MAI,CMA,3.3600,COMME,016,333508,463864,BAE,AUTHORIZE,VAL,M,DESTI,CUST000491,CUST000491,OPERATION_KEY_1,D,D,B,1.91000,2.82000,A,RATE_CODE_,2.96000,M,RETN_,RETN_,17165.900,529925.00000,616461.00000,17627.5000,NAT,2026-07-15
017,100000001292,BRL,P,8986.300,OFF,100000001292,TRN000000001292,52,Td Withdrawer Name 1292,2026-07-16,E,J,JOINT_HOLDER,2026-07-16,PAY,100000001292,BRL,RA,RO,100000001292,INT,BRL,A,G,GE,ADVICE_MEDIA_12,EMAIL_1292,2026-07-16,CU,D,A,A,REASON_CODE_1292,LATE,2026-07-16,TD_DEPOSITER,Td Depositer Name 1292,TD_CERT_COLL,Td Cert Collector Name 1292,TD_WITHDRAWE,9231,TXN0000000000001292,2026-07-16,21729.9000,18352.600,21822.600,11605.0000,21142.8000,10297.100,A,472179,1.24000,2026-07-16,789498,805926,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-07-16,017,MAI,MAI,MAI,CMA,3.4200,COMME,017,19430,476182,BAE,AUTHORIZE,VAL,M,DESTI,CUST000492,CUST000492,OPERATION_KEY_1,D,D,B,4.16000,1.50000,A,RATE_CODE_,1.68000,M,RETN_,RETN_,663.400,564283.00000,221656.00000,8198.4000,NAT,2026-07-16
018,100000001293,USD,P,2110.100,OFF,100000001293,TRN000000001293,7024,Td Withdrawer Name 1293,2026-07-17,E,J,JOINT_HOLDER,2026-07-17,PAY,100000001293,USD,RA,RO,100000001293,INT,USD,A,G,GE,ADVICE_MEDIA_12,EMAIL_1293,2026-07-17,CU,D,A,A,REASON_CODE_1293,LATE,2026-07-17,TD_DEPOSITER,Td Depositer Name 1293,TD_CERT_COLL,Td Cert Collector Name 1293,TD_WITHDRAWE,8764,TXN0000000000001293,2026-07-17,5339.7000,17391.100,8656.200,146.8000,23819.6000,3683.700,A,415838,2.05000,2026-07-17,105667,605727,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-07-17,018,MAI,MAI,MAI,CMA,4.4800,COMME,018,864431,967647,BAE,AUTHORIZE,VAL,M,DESTI,CUST000493,CUST000493,OPERATION_KEY_1,D,D,B,4.31000,4.14000,A,RATE_CODE_,2.76000,M,RETN_,RETN_,17650.000,465131.00000,438000.00000,5512.5000,NAT,2026-07-17
019,100000001294,PEN,P,4446.500,OFF,100000001294,TRN000000001294,8356,Td Withdrawer Name 1294,2026-07-18,E,J,JOINT_HOLDER,2026-07-18,PAY,100000001294,PEN,RA,RO,100000001294,INT,PEN,A,G,GE,ADVICE_MEDIA_12,EMAIL_1294,2026-07-18,CU,D,A,A,REASON_CODE_1294,LATE,2026-07-18,TD_DEPOSITER,Td Depositer Name 1294,TD_CERT_COLL,Td Cert Collector Name 1294,TD_WITHDRAWE,7512,TXN0000000000001294,2026-07-18,7625.3000,18751.600,5112.300,95.5000,9238.2000,18277.500,A,608194,2.35000,2026-07-18,190278,628591,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-07-18,019,MAI,MAI,MAI,CMA,2.6600,COMME,019,930331,831770,BAE,AUTHORIZE,VAL,M,DESTI,CUST000494,CUST000494,OPERATION_KEY_1,D,D,B,3.13000,3.01000,A,RATE_CODE_,1.27000,M,RETN_,RETN_,15235.900,520451.00000,720193.00000,20617.7000,NAT,2026-07-18
020,100000001295,EUR,P,5731.900,OFF,100000001295,TRN000000001295,885,Td Withdrawer Name 1295,2026-07-19,E,J,JOINT_HOLDER,2026-07-19,PAY,100000001295,EUR,RA,RO,100000001295,INT,EUR,A,G,GE,ADVICE_MEDIA_12,EMAIL_1295,2026-07-19,CU,D,A,A,REASON_CODE_1295,LATE,2026-07-19,TD_DEPOSITER,Td Depositer Name 1295,TD_CERT_COLL,Td Cert Collector Name 1295,TD_WITHDRAWE,3214,TXN0000000000001295,2026-07-19,6562.3000,24598.600,3409.000,7014.9000,663.3000,6856.900,A,233196,2.07000,2026-07-19,978715,497701,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-07-19,020,MAI,MAI,MAI,CMA,3.6200,COMME,020,813449,583799,BAE,AUTHORIZE,VAL,M,DESTI,CUST000495,CUST000495,OPERATION_KEY_1,D,D,B,1.02000,3.58000,A,RATE_CODE_,1.32000,M,RETN_,RETN_,22987.800,801800.00000,345076.00000,2829.4000,NAT,2026-07-19
021,100000001296,BRL,P,173330.400,OFF,100000001296,TRN000000001296,8229,Td Withdrawer Name 1296,2026-07-20,E,J,JOINT_HOLDER,2026-07-20,PAY,100000001296,BRL,RA,RO,100000001296,INT,BRL,A,G,GE,ADVICE_MEDIA_12,EMAIL_1296,2026-07-20,CU,D,A,A,REASON_CODE_1296,LATE,2026-07-20,TD_DEPOSITER,Td Depositer Name 1296,TD_CERT_COLL,Td Cert Collector Name 1296,TD_WITHDRAWE,7299,TXN0000000000001296,2026-07-20,42207.2000,33133.600,191684.800,69732.0000,16870.4000,188777.600,A,632917,1.09000,2026-07-20,910703,903887,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-07-20,021,MAI,MAI,MAI,CMA,3.5400,COMME,021,529687,992688,BAE,AUTHORIZE,VAL,M,DESTI,CUST000496,CUST000496,OPERATION_KEY_1,D,D,B,1.72000,0.91000,A,RATE_CODE_,3.12000,M,RETN_,RETN_,50250.400,928931.00000,390179.00000,176100.0000,NAT,2026-07-20
022,100000001297,USD,P,2260.000,OFF,100000001297,TRN000000001297,5445,Td Withdrawer Name 1297,2026-07-21,E,J,JOINT_HOLDER,2026-07-21,PAY,100000001297,USD,RA,RO,100000001297,INT,USD,A,G,GE,ADVICE_MEDIA_12,EMAIL_1297,2026-07-21,CU,D,A,A,REASON_CODE_1297,LATE,2026-07-21,TD_DEPOSITER,Td Depositer Name 1297,TD_CERT_COLL,Td Cert Collector Name 1297,TD_WITHDRAWE,9719,TXN0000000000001297,2026-07-21,19829.2000,10647.200,3884.600,3177.3000,3565.5000,327.000,A,803115,4.50000,2026-07-21,937341,940951,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-07-21,022,MAI,MAI,MAI,CMA,3.6800,COMME,022,798521,294289,BAE,AUTHORIZE,VAL,M,DESTI,CUST000497,CUST000497,OPERATION_KEY_1,D,D,B,4.20000,1.55000,A,RATE_CODE_,3.42000,M,RETN_,RETN_,3351.800,500631.00000,421680.00000,18217.6000,NAT,2026-07-21
023,100000001298,PEN,P,15915.400,OFF,100000001298,TRN000000001298,3324,Td Withdrawer Name 1298,2026-07-22,E,J,JOINT_HOLDER,2026-07-22,PAY,100000001298,PEN,RA,RO,100000001298,INT,PEN,A,G,GE,ADVICE_MEDIA_12,EMAIL_1298,2026-07-22,CU,D,A,A,REASON_CODE_1298,LATE,2026-07-22,TD_DEPOSITER,Td Depositer Name 1298,TD_CERT_COLL,Td Cert Collector Name 1298,TD_WITHDRAWE,3200,TXN0000000000001298,2026-07-22,15706.7000,23005.200,15286.000,1951.4000,6213.2000,14305.100,A,750229,4.20000,2026-07-22,882010,161945,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-07-22,023,MAI,MAI,MAI,CMA,1.0600,COMME,023,975699,432931,BAE,AUTHORIZE,VAL,M,DESTI,CUST000498,CUST000498,OPERATION_KEY_1,D,D,B,2.82000,3.17000,A,RATE_CODE_,3.44000,M,RETN_,RETN_,15809.100,553107.00000,78063.00000,15246.2000,NAT,2026-07-22
024,100000001299,EUR,P,10015.800,OFF,100000001299,TRN000000001299,1033,Td Withdrawer Name 1299,2026-07-23,E,J,JOINT_HOLDER,2026-07-23,PAY,100000001299,EUR,RA,RO,100000001299,INT,EUR,A,G,GE,ADVICE_MEDIA_12,EMAIL_1299,2026-07-23,CU,D,A,A,REASON_CODE_1299,LATE,2026-07-23,TD_DEPOSITER,Td Depositer Name 1299,TD_CERT_COLL,Td Cert Collector Name 1299,TD_WITHDRAWE,9185,TXN0000000000001299,2026-07-23,1859.6000,19598.200,8530.700,6288.7000,16977.5000,9255.100,A,512984,2.63000,2026-07-23,895874,538347,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-07-23,024,MAI,MAI,MAI,CMA,1.7300,COMME,024,767276,843877,BAE,AUTHORIZE,VAL,M,DESTI,CUST000499,CUST000499,OPERATION_KEY_1,D,D,B,3.89000,2.77000,A,RATE_CODE_,1.73000,M,RETN_,RETN_,23077.900,93912.00000,895958.00000,15089.4000,NAT,2026-07-23
025,100000001300,BRL,P,16427.700,OFF,100000001300,TRN000000001300,3112,Td Withdrawer Name 1300,2026-07-24,E,J,JOINT_HOLDER,2026-07-24,PAY,100000001300,BRL,RA,RO,100000001300,INT,BRL,A,G,GE,ADVICE_MEDIA_13,EMAIL_1300,2026-07-24,CU,D,A,A,REASON_CODE_1300,LATE,2026-07-24,TD_DEPOSITER,Td Depositer Name 1300,TD_CERT_COLL,Td Cert Collector Name 1300,TD_WITHDRAWE,3762,TXN0000000000001300,2026-07-24,15568.3000,17097.600,24947.300,6372.9000,22887.4000,11397.800,A,719020,2.22000,2026-07-24,385103,345325,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-07-24,025,MAI,MAI,MAI,CMA,3.0600,COMME,025,236937,809117,BAE,AUTHORIZE,VAL,M,DESTI,CUST000500,CUST000500,OPERATION_KEY_1,D,D,B,0.87000,4.47000,A,RATE_CODE_,1.54000,M,RETN_,RETN_,15370.100,692749.00000,691961.00000,8846.8000,NAT,2026-07-24
