REFERENCE_NO,EVENT_SEQ_NO,INSTRUMENT_NO_1,INSTRUMENT_NO_2,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,END_POINT,INSTRUMENT_AMT,LOCAL_CLEARING,DOCUMENT_TYPE,VAL_DATE_BNK_OLD,VAL_DATE_CUST_OLD,ROUTING_NO_OLD,ADDL_RETENTION_DAYS,INSTRUMENT_DATE,REM_ACCOUNT,REM_CUST,REVERSED,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
TRN000000001554,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-04,2026-04-04,BANK_CODE,004,SECTOR_CO,ROUTING_NO_1554,END_POINT,2625.800,L,DOCUMENT_TYPE_1554,2026-04-04,2026-04-04,ROUTING_NO_OLD_1554,21,2026-04-04,100000001554,REM_CUST_1554,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1554,DATA_2_1554,DATA_3_1554,DATA_4_1554,DATA_5_1554,DATA_6_1554,DATA_7_1554,DATA_8_1554,DATA_9_1554,C,BATCH_REF_NO_1554,DEP,TXN0000000000001554,SAV_,S
TRN000000001555,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-05,2026-04-05,BANK_CODE,005,SECTOR_CO,ROUTING_NO_1555,END_POINT,76622.400,L,DOCUMENT_TYPE_1555,2026-04-05,2026-04-05,ROUTING_NO_OLD_1555,24,2026-04-05,100000001555,REM_CUST_1555,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1555,DATA_2_1555,DATA_3_1555,DATA_4_1555,DATA_5_1555,DATA_6_1555,DATA_7_1555,DATA_8_1555,DATA_9_1555,C,BATCH_REF_NO_1555,WDR,TXN0000000000001555,SAV_,S
TRN000000001556,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-06,2026-04-06,BANK_CODE,006,SECTOR_CO,ROUTING_NO_1556,END_POINT,4847.900,L,DOCUMENT_TYPE_1556,2026-04-06,2026-04-06,ROUTING_NO_OLD_1556,12,2026-04-06,100000001556,REM_CUST_1556,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1556,DATA_2_1556,DATA_3_1556,DATA_4_1556,DATA_5_1556,DATA_6_1556,DATA_7_1556,DATA_8_1556,DATA_9_1556,C,BATCH_REF_NO_1556,TRF,TXN0000000000001556,SAV_,S
TRN000000001557,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-07,2026-04-07,BANK_CODE,007,SECTOR_CO,ROUTING_NO_1557,END_POINT,1949.400,L,DOCUMENT_TYPE_1557,2026-04-07,2026-04-07,ROUTING_NO_OLD_1557,31,2026-04-07,100000001557,REM_CUST_1557,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1557,DATA_2_1557,DATA_3_1557,DATA_4_1557,DATA_5_1557,DATA_6_1557,DATA_7_1557,DATA_8_1557,DATA_9_1557,C,BATCH_REF_NO_1557,FEE,TXN0000000000001557,SAV_,S
TRN000000001558,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-08,2026-04-08,BANK_CODE,008,SECTOR_CO,ROUTING_NO_1558,END_POINT,15900.500,L,DOCUMENT_TYPE_1558,2026-04-08,2026-04-08,ROUTING_NO_OLD_1558,23,2026-04-08,100000001558,REM_CUST_1558,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1558,DATA_2_1558,DATA_3_1558,DATA_4_1558,DATA_5_1558,DATA_6_1558,DATA_7_1558,DATA_8_1558,DATA_9_1558,C,BATCH_REF_NO_1558,INT,TXN0000000000001558,SAV_,S
TRN000000001559,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-09,2026-04-09,BANK_CODE,009,SECTOR_CO,ROUTING_NO_1559,END_POINT,2462.700,L,DOCUMENT_TYPE_1559,2026-04-09,2026-04-09,ROUTING_NO_OLD_1559,4,2026-04-09,100000001559,REM_CUST_1559,Y,HOUS,DOC_TRACK_NUM_1,DATA_1_1559,DATA_2_1559,DATA_3_1559,DATA_4_1559,DATA_5_1559,DATA_6_1559,DATA_7_1559,DATA_8_1559,DATA_9_1559,C,BATCH_REF_NO_1559,REV,TXN0000000000001559,SAV_,S
TRN000000001560,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-10,2026-04-10,BANK_CODE,010,SECTOR_CO,ROUTING_NO_1560,END_POINT,19937.100,L,DOCUMENT_TYPE_1560,2026-04-10,2026-04-10,ROUTING_NO_OLD_1560,20,2026-04-10,100000001560,REM_CUST_1560,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1560,DATA_2_1560,DATA_3_1560,DATA_4_1560,DATA_5_1560,DATA_6_1560,DATA_7_1560,DATA_8_1560,DATA_9_1560,C,BATCH_REF_NO_1560,PAY,TXN0000000000001560,SAV_,S
TRN000000001561,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-11,2026-04-11,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1561,END_POINT,1166.400,L,DOCUMENT_TYPE_1561,2026-04-11,2026-04-11,ROUTING_NO_OLD_1561,14,2026-04-11,100000001561,REM_CUST_1561,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1561,DATA_2_1561,DATA_3_1561,DATA_4_1561,DATA_5_1561,DATA_6_1561,DATA_7_1561,DATA_8_1561,DATA_9_1561,C,BATCH_REF_NO_1561,ATM,TXN0000000000001561,SAV_,S
TRN000000001562,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-12,2026-04-12,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1562,END_POINT,21870.800,L,DOCUMENT_TYPE_1562,2026-04-12,2026-04-12,ROUTING_NO_OLD_1562,0,2026-04-12,100000001562,REM_CUST_1562,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1562,DATA_2_1562,DATA_3_1562,DATA_4_1562,DATA_5_1562,DATA_6_1562,DATA_7_1562,DATA_8_1562,DATA_9_1562,C,BATCH_REF_NO_1562,DEP,TXN0000000000001562,SAV_,S
TRN000000001563,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-13,2026-04-13,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1563,END_POINT,2764.400,L,DOCUMENT_TYPE_1563,2026-04-13,2026-04-13,ROUTING_NO_OLD_1563,34,2026-04-13,100000001563,REM_CUST_1563,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1563,DATA_2_1563,DATA_3_1563,DATA_4_1563,DATA_5_1563,DATA_6_1563,DATA_7_1563,DATA_8_1563,DATA_9_1563,C,BATCH_REF_NO_1563,WDR,TXN0000000000001563,SAV_,S
TRN000000001564,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-14,2026-04-14,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1564,END_POINT,20848.200,L,DOCUMENT_TYPE_1564,2026-04-14,2026-04-14,ROUTING_NO_OLD_1564,22,2026-04-14,100000001564,REM_CUST_1564,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1564,DATA_2_1564,DATA_3_1564,DATA_4_1564,DATA_5_1564,DATA_6_1564,DATA_7_1564,DATA_8_1564,DATA_9_1564,C,BATCH_REF_NO_1564,TRF,TXN0000000000001564,SAV_,S
TRN000000001565,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-15,2026-04-15,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1565,END_POINT,16750.100,L,DOCUMENT_TYPE_1565,2026-04-15,2026-04-15,ROUTING_NO_OLD_1565,35,2026-04-15,100000001565,REM_CUST_1565,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1565,DATA_2_1565,DATA_3_1565,DATA_4_1565,DATA_5_1565,DATA_6_1565,DATA_7_1565,DATA_8_1565,DATA_9_1565,C,BATCH_REF_NO_1565,FEE,TXN0000000000001565,SAV_,S
TRN000000001566,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-16,2026-04-16,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1566,END_POINT,23265.300,L,DOCUMENT_TYPE_1566,2026-04-16,2026-04-16,ROUTING_NO_OLD_1566,4,2026-04-16,100000001566,REM_CUST_1566,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1566,DATA_2_1566,DATA_3_1566,DATA_4_1566,DATA_5_1566,DATA_6_1566,DATA_7_1566,DATA_8_1566,DATA_9_1566,C,BATCH_REF_NO_1566,INT,TXN0000000000001566,SAV_,S
TRN000000001567,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-17,2026-04-17,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1567,END_POINT,19405.400,L,DOCUMENT_TYPE_1567,2026-04-17,2026-04-17,ROUTING_NO_OLD_1567,25,2026-04-17,100000001567,REM_CUST_1567,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1567,DATA_2_1567,DATA_3_1567,DATA_4_1567,DATA_5_1567,DATA_6_1567,DATA_7_1567,DATA_8_1567,DATA_9_1567,C,BATCH_REF_NO_1567,REV,TXN0000000000001567,SAV_,S
TRN000000001568,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-18,2026-04-18,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1568,END_POINT,9930.400,L,DOCUMENT_TYPE_1568,2026-04-18,2026-04-18,ROUTING_NO_OLD_1568,28,2026-04-18,100000001568,REM_CUST_1568,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1568,DATA_2_1568,DATA_3_1568,DATA_4_1568,DATA_5_1568,DATA_6_1568,DATA_7_1568,DATA_8_1568,DATA_9_1568,C,BATCH_REF_NO_1568,PAY,TXN0000000000001568,SAV_,S
TRN000000001569,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-19,2026-04-19,BANK_CODE,019,SECTOR_CO,ROUTING_NO_1569,END_POINT,8298.400,L,DOCUMENT_TYPE_1569,2026-04-19,2026-04-19,ROUTING_NO_OLD_1569,35,2026-04-19,100000001569,REM_CUST_1569,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1569,DATA_2_1569,DATA_3_1569,DATA_4_1569,DATA_5_1569,DATA_6_1569,DATA_7_1569,DATA_8_1569,DATA_9_1569,C,BATCH_REF_NO_1569,ATM,TXN0000000000001569,SAV_,S
TRN000000001570,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-20,2026-04-20,BANK_CODE,020,SECTOR_CO,ROUTING_NO_1570,END_POINT,580.800,L,DOCUMENT_TYPE_1570,2026-04-20,2026-04-20,ROUTING_NO_OLD_1570,32,2026-04-20,100000001570,REM_CUST_1570,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1570,DATA_2_1570,DATA_3_1570,DATA_4_1570,DATA_5_1570,DATA_6_1570,DATA_7_1570,DATA_8_1570,DATA_9_1570,C,BATCH_REF_NO_1570,DEP,TXN0000000000001570,SAV_,S
TRN000000001571,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-21,2026-04-21,BANK_CODE,021,SECTOR_CO,ROUTING_NO_1571,END_POINT,15205.500,L,DOCUMENT_TYPE_1571,2026-04-21,2026-04-21,ROUTING_NO_OLD_1571,17,2026-04-21,100000001571,REM_CUST_1571,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1571,DATA_2_1571,DATA_3_1571,DATA_4_1571,DATA_5_1571,DATA_6_1571,DATA_7_1571,DATA_8_1571,DATA_9_1571,C,BATCH_REF_NO_1571,WDR,TXN0000000000001571,SAV_,S
TRN000000001572,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-22,2026-04-22,BANK_CODE,022,SECTOR_CO,ROUTING_NO_1572,END_POINT,9463.900,L,DOCUMENT_TYPE_1572,2026-04-22,2026-04-22,ROUTING_NO_OLD_1572,10,2026-04-22,100000001572,REM_CUST_1572,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1572,DATA_2_1572,DATA_3_1572,DATA_4_1572,DATA_5_1572,DATA_6_1572,DATA_7_1572,DATA_8_1572,DATA_9_1572,C,BATCH_REF_NO_1572,TRF,TXN0000000000001572,SAV_,S
TRN000000001573,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-23,2026-04-23,BANK_CODE,023,SECTOR_CO,ROUTING_NO_1573,END_POINT,13700.800,L,DOCUMENT_TYPE_1573,2026-04-23,2026-04-23,ROUTING_NO_OLD_1573,18,2026-04-23,100000001573,REM_CUST_1573,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1573,DATA_2_1573,DATA_3_1573,DATA_4_1573,DATA_5_1573,DATA_6_1573,DATA_7_1573,DATA_8_1573,DATA_9_1573,C,BATCH_REF_NO_1573,FEE,TXN0000000000001573,SAV_,S
TRN000000001574,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-24,2026-04-24,BANK_CODE,024,SECTOR_CO,ROUTING_NO_1574,END_POINT,15561.800,L,DOCUMENT_TYPE_1574,2026-04-24,2026-04-24,ROUTING_NO_OLD_1574,18,2026-04-24,100000001574,REM_CUST_1574,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1574,DATA_2_1574,DATA_3_1574,DATA_4_1574,DATA_5_1574,DATA_6_1574,DATA_7_1574,DATA_8_1574,DATA_9_1574,C,BATCH_REF_NO_1574,INT,TXN0000000000001574,SAV_,S
TRN000000001575,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-25,2026-04-25,BANK_CODE,025,SECTOR_CO,ROUTING_NO_1575,END_POINT,266.300,L,DOCUMENT_TYPE_1575,2026-04-25,2026-04-25,ROUTING_NO_OLD_1575,6,2026-04-25,100000001575,REM_CUST_1575,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1575,DATA_2_1575,DATA_3_1575,DATA_4_1575,DATA_5_1575,DATA_6_1575,DATA_7_1575,DATA_8_1575,DATA_9_1575,C,BATCH_REF_NO_1575,REV,TXN0000000000001575,SAV_,S
TRN000000001576,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-26,2026-04-26,BANK_CODE,001,SECTOR_CO,ROUTING_NO_1576,END_POINT,20322.400,L,DOCUMENT_TYPE_1576,2026-04-26,2026-04-26,ROUTING_NO_OLD_1576,25,2026-04-26,100000001576,REM_CUST_1576,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1576,DATA_2_1576,DATA_3_1576,DATA_4_1576,DATA_5_1576,DATA_6_1576,DATA_7_1576,DATA_8_1576,DATA_9_1576,C,BATCH_REF_NO_1576,PAY,TXN0000000000001576,SAV_,S
TRN000000001577,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-27,2026-04-27,BANK_CODE,002,SECTOR_CO,ROUTING_NO_1577,END_POINT,19832.500,L,DOCUMENT_TYPE_1577,2026-04-27,2026-04-27,ROUTING_NO_OLD_1577,15,2026-04-27,100000001577,REM_CUST_1577,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1577,DATA_2_1577,DATA_3_1577,DATA_4_1577,DATA_5_1577,DATA_6_1577,DATA_7_1577,DATA_8_1577,DATA_9_1577,C,BATCH_REF_NO_1577,ATM,TXN0000000000001577,SAV_,S
TRN000000001578,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-28,2026-04-28,BANK_CODE,003,SECTOR_CO,ROUTING_NO_1578,END_POINT,6405.700,L,DOCUMENT_TYPE_1578,2026-04-28,2026-04-28,ROUTING_NO_OLD_1578,31,2026-04-28,100000001578,REM_CUST_1578,Y,HOUS,DOC_TRACK_NUM_1,DATA_1_1578,DATA_2_1578,DATA_3_1578,DATA_4_1578,DATA_5_1578,DATA_6_1578,DATA_7_1578,DATA_8_1578,DATA_9_1578,C,BATCH_REF_NO_1578,DEP,TXN0000000000001578,SAV_,S
TRN000000001579,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-29,2026-04-29,BANK_CODE,004,SECTOR_CO,ROUTING_NO_1579,END_POINT,10122.400,L,DOCUMENT_TYPE_1579,2026-04-29,2026-04-29,ROUTING_NO_OLD_1579,22,2026-04-29,100000001579,REM_CUST_1579,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1579,DATA_2_1579,DATA_3_1579,DATA_4_1579,DATA_5_1579,DATA_6_1579,DATA_7_1579,DATA_8_1579,DATA_9_1579,C,BATCH_REF_NO_1579,WDR,TXN0000000000001579,SAV_,S
TRN000000001580,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-30,2026-04-30,BANK_CODE,005,SECTOR_CO,ROUTING_NO_1580,END_POINT,21677.000,L,DOCUMENT_TYPE_1580,2026-04-30,2026-04-30,ROUTING_NO_OLD_1580,36,2026-04-30,100000001580,REM_CUST_1580,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1580,DATA_2_1580,DATA_3_1580,DATA_4_1580,DATA_5_1580,DATA_6_1580,DATA_7_1580,DATA_8_1580,DATA_9_1580,C,BATCH_REF_NO_1580,TRF,TXN0000000000001580,SAV_,S
TRN000000001581,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-01,2026-05-01,BANK_CODE,006,SECTOR_CO,ROUTING_NO_1581,END_POINT,23.600,L,DOCUMENT_TYPE_1581,2026-05-01,2026-05-01,ROUTING_NO_OLD_1581,25,2026-05-01,100000001581,REM_CUST_1581,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1581,DATA_2_1581,DATA_3_1581,DATA_4_1581,DATA_5_1581,DATA_6_1581,DATA_7_1581,DATA_8_1581,DATA_9_1581,C,BATCH_REF_NO_1581,FEE,TXN0000000000001581,SAV_,S
TRN000000001582,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-02,2026-05-02,BANK_CODE,007,SECTOR_CO,ROUTING_NO_1582,END_POINT,13951.100,L,DOCUMENT_TYPE_1582,2026-05-02,2026-05-02,ROUTING_NO_OLD_1582,16,2026-05-02,100000001582,REM_CUST_1582,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1582,DATA_2_1582,DATA_3_1582,DATA_4_1582,DATA_5_1582,DATA_6_1582,DATA_7_1582,DATA_8_1582,DATA_9_1582,C,BATCH_REF_NO_1582,INT,TXN0000000000001582,SAV_,S
TRN000000001583,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-03,2026-05-03,BANK_CODE,008,SECTOR_CO,ROUTING_NO_1583,END_POINT,7040.400,L,DOCUMENT_TYPE_1583,2026-05-03,2026-05-03,ROUTING_NO_OLD_1583,33,2026-05-03,100000001583,REM_CUST_1583,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1583,DATA_2_1583,DATA_3_1583,DATA_4_1583,DATA_5_1583,DATA_6_1583,DATA_7_1583,DATA_8_1583,DATA_9_1583,C,BATCH_REF_NO_1583,REV,TXN0000000000001583,SAV_,S
TRN000000001584,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-04,2026-05-04,BANK_CODE,009,SECTOR_CO,ROUTING_NO_1584,END_POINT,10297.400,L,DOCUMENT_TYPE_1584,2026-05-04,2026-05-04,ROUTING_NO_OLD_1584,22,2026-05-04,100000001584,REM_CUST_1584,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1584,DATA_2_1584,DATA_3_1584,DATA_4_1584,DATA_5_1584,DATA_6_1584,DATA_7_1584,DATA_8_1584,DATA_9_1584,C,BATCH_REF_NO_1584,PAY,TXN0000000000001584,SAV_,S
TRN000000001585,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-05,2026-05-05,BANK_CODE,010,SECTOR_CO,ROUTING_NO_1585,END_POINT,4072.400,L,DOCUMENT_TYPE_1585,2026-05-05,2026-05-05,ROUTING_NO_OLD_1585,16,2026-05-05,100000001585,REM_CUST_1585,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1585,DATA_2_1585,DATA_3_1585,DATA_4_1585,DATA_5_1585,DATA_6_1585,DATA_7_1585,DATA_8_1585,DATA_9_1585,C,BATCH_REF_NO_1585,ATM,TXN0000000000001585,SAV_,S
TRN000000001586,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-06,2026-05-06,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1586,END_POINT,2175.400,L,DOCUMENT_TYPE_1586,2026-05-06,2026-05-06,ROUTING_NO_OLD_1586,7,2026-05-06,100000001586,REM_CUST_1586,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1586,DATA_2_1586,DATA_3_1586,DATA_4_1586,DATA_5_1586,DATA_6_1586,DATA_7_1586,DATA_8_1586,DATA_9_1586,C,BATCH_REF_NO_1586,DEP,TXN0000000000001586,SAV_,S
TRN000000001587,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-07,2026-05-07,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1587,END_POINT,9540.900,L,DOCUMENT_TYPE_1587,2026-05-07,2026-05-07,ROUTING_NO_OLD_1587,15,2026-05-07,100000001587,REM_CUST_1587,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1587,DATA_2_1587,DATA_3_1587,DATA_4_1587,DATA_5_1587,DATA_6_1587,DATA_7_1587,DATA_8_1587,DATA_9_1587,C,BATCH_REF_NO_1587,WDR,TXN0000000000001587,SAV_,S
TRN000000001588,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-08,2026-05-08,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1588,END_POINT,1383.500,L,DOCUMENT_TYPE_1588,2026-05-08,2026-05-08,ROUTING_NO_OLD_1588,12,2026-05-08,100000001588,REM_CUST_1588,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1588,DATA_2_1588,DATA_3_1588,DATA_4_1588,DATA_5_1588,DATA_6_1588,DATA_7_1588,DATA_8_1588,DATA_9_1588,C,BATCH_REF_NO_1588,TRF,TXN0000000000001588,SAV_,S
TRN000000001589,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-09,2026-05-09,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1589,END_POINT,14622.100,L,DOCUMENT_TYPE_1589,2026-05-09,2026-05-09,ROUTING_NO_OLD_1589,15,2026-05-09,100000001589,REM_CUST_1589,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1589,DATA_2_1589,DATA_3_1589,DATA_4_1589,DATA_5_1589,DATA_6_1589,DATA_7_1589,DATA_8_1589,DATA_9_1589,C,BATCH_REF_NO_1589,FEE,TXN0000000000001589,SAV_,S
TRN000000001590,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-10,2026-05-10,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1590,END_POINT,22350.700,L,DOCUMENT_TYPE_1590,2026-05-10,2026-05-10,ROUTING_NO_OLD_1590,4,2026-05-10,100000001590,REM_CUST_1590,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1590,DATA_2_1590,DATA_3_1590,DATA_4_1590,DATA_5_1590,DATA_6_1590,DATA_7_1590,DATA_8_1590,DATA_9_1590,C,BATCH_REF_NO_1590,INT,TXN0000000000001590,SAV_,S
TRN000000001591,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-11,2026-05-11,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1591,END_POINT,1698.900,L,DOCUMENT_TYPE_1591,2026-05-11,2026-05-11,ROUTING_NO_OLD_1591,22,2026-05-11,100000001591,REM_CUST_1591,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1591,DATA_2_1591,DATA_3_1591,DATA_4_1591,DATA_5_1591,DATA_6_1591,DATA_7_1591,DATA_8_1591,DATA_9_1591,C,BATCH_REF_NO_1591,REV,TXN0000000000001591,SAV_,S
TRN000000001592,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-12,2026-05-12,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1592,END_POINT,123532.800,L,DOCUMENT_TYPE_1592,2026-05-12,2026-05-12,ROUTING_NO_OLD_1592,7,2026-05-12,100000001592,REM_CUST_1592,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1592,DATA_2_1592,DATA_3_1592,DATA_4_1592,DATA_5_1592,DATA_6_1592,DATA_7_1592,DATA_8_1592,DATA_9_1592,C,BATCH_REF_NO_1592,PAY,TXN0000000000001592,SAV_,S
TRN000000001593,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-13,2026-05-13,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1593,END_POINT,20762.000,L,DOCUMENT_TYPE_1593,2026-05-13,2026-05-13,ROUTING_NO_OLD_1593,12,2026-05-13,100000001593,REM_CUST_1593,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1593,DATA_2_1593,DATA_3_1593,DATA_4_1593,DATA_5_1593,DATA_6_1593,DATA_7_1593,DATA_8_1593,DATA_9_1593,C,BATCH_REF_NO_1593,ATM,TXN0000000000001593,SAV_,S
TRN000000001594,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-14,2026-05-14,BANK_CODE,019,SECTOR_CO,ROUTING_NO_1594,END_POINT,4410.700,L,DOCUMENT_TYPE_1594,2026-05-14,2026-05-14,ROUTING_NO_OLD_1594,21,2026-05-14,100000001594,REM_CUST_1594,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1594,DATA_2_1594,DATA_3_1594,DATA_4_1594,DATA_5_1594,DATA_6_1594,DATA_7_1594,DATA_8_1594,DATA_9_1594,C,BATCH_REF_NO_1594,DEP,TXN0000000000001594,SAV_,S
TRN000000001595,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-15,2026-05-15,BANK_CODE,020,SECTOR_CO,ROUTING_NO_1595,END_POINT,756.800,L,DOCUMENT_TYPE_1595,2026-05-15,2026-05-15,ROUTING_NO_OLD_1595,17,2026-05-15,100000001595,REM_CUST_1595,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1595,DATA_2_1595,DATA_3_1595,DATA_4_1595,DATA_5_1595,DATA_6_1595,DATA_7_1595,DATA_8_1595,DATA_9_1595,C,BATCH_REF_NO_1595,WDR,TXN0000000000001595,SAV_,S
TRN000000001596,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-05-16,2026-05-16,BANK_CODE,021,SECTOR_CO,ROUTING_NO_1596,END_POINT,289.900,L,DOCUMENT_TYPE_1596,2026-05-16,2026-05-16,ROUTING_NO_OLD_1596,20,2026-05-16,100000001596,REM_CUST_1596,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1596,DATA_2_1596,DATA_3_1596,DATA_4_1596,DATA_5_1596,DATA_6_1596,DATA_7_1596,DATA_8_1596,DATA_9_1596,C,BATCH_REF_NO_1596,TRF,TXN0000000000001596,SAV_,S
