BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY
020,100000000220,100000000220,100000000220,H,2026-08-08,2026-08-08,1,BOO,S,2026-08-08,100000000220,BRL,BRL,2026-08-08,626022,A,C,M,M,2026-08-08,PRINC_LIQ_AC_220,R,6067,020,2026-08-08,C,N,R,R,R,25,50633,53327,100000000220,RD_,BRL,20800.900,2026-08-08,O,2026-08-08,CHA,R,PRI,BRL
021,100000000221,100000000221,100000000221,H,2026-08-09,2026-08-09,1,BOO,S,2026-08-09,100000000221,USD,USD,2026-08-09,317162,A,C,M,M,2026-08-09,PRINC_LIQ_AC_221,R,6126,021,2026-08-09,D,Y,R,R,R,13,78793,55371,100000000221,RD_,USD,16991.700,2026-08-09,O,2026-08-09,CHA,R,PRI,USD
022,100000000222,100000000222,100000000222,H,2026-08-10,2026-08-10,1,BOO,S,2026-08-10,100000000222,PEN,PEN,2026-08-10,33982,A,C,M,M,2026-08-10,PRINC_LIQ_AC_222,R,8073,022,2026-08-10,C,N,R,R,R,26,47941,1142,100000000222,RD_,PEN,17526.600,2026-08-10,O,2026-08-10,CHA,R,PRI,PEN
023,100000000223,100000000223,100000000223,H,2026-08-11,2026-08-11,1,BOO,S,2026-08-11,100000000223,EUR,EUR,2026-08-11,387731,A,C,M,M,2026-08-11,PRINC_LIQ_AC_223,R,52816,023,2026-08-11,D,N,R,R,R,10,21648,29450,100000000223,RD_,EUR,174006.400,2026-08-11,O,2026-08-11,CHA,R,PRI,EUR
024,100000000224,100000000224,100000000224,H,2026-08-12,2026-08-12,1,BOO,S,2026-08-12,100000000224,BRL,BRL,2026-08-12,584085,A,C,M,M,2026-08-12,PRINC_LIQ_AC_224,R,18859,024,2026-08-12,C,N,R,R,R,34,1177,3583,100000000224,RD_,BRL,10446.600,2026-08-12,O,2026-08-12,CHA,R,PRI,BRL
025,100000000225,100000000225,100000000225,H,2026-08-13,2026-08-13,1,BOO,S,2026-08-13,100000000225,USD,USD,2026-08-13,499085,A,C,M,M,2026-08-13,PRINC_LIQ_AC_225,R,24005,025,2026-08-13,D,N,R,R,R,0,1659,80865,100000000225,RD_,USD,4713.300,2026-08-13,O,2026-08-13,CHA,R,PRI,USD
001,100000000226,100000000226,100000000226,H,2026-08-14,2026-08-14,1,BOO,S,2026-08-14,100000000226,PEN,PEN,2026-08-14,789030,A,C,M,M,2026-08-14,PRINC_LIQ_AC_226,R,15957,001,2026-08-14,C,Y,R,R,R,35,98639,84068,100000000226,RD_,PEN,10011.500,2026-08-14,O,2026-08-14,CHA,R,PRI,PEN
002,100000000227,100000000227,100000000227,H,2026-08-15,2026-08-15,1,BOO,S,2026-08-15,100000000227,EUR,EUR,2026-08-15,494465,A,C,M,M,2026-08-15,PRINC_LIQ_AC_227,R,8874,002,2026-08-15,D,N,R,R,R,28,18691,3461,100000000227,RD_,EUR,16645.800,2026-08-15,O,2026-08-15,CHA,R,PRI,EUR
003,100000000228,100000000228,100000000228,H,2026-08-16,2026-08-16,1,BOO,S,2026-08-16,100000000228,BRL,BRL,2026-08-16,418857,A,C,M,M,2026-08-16,PRINC_LIQ_AC_228,R,22985,003,2026-08-16,C,N,R,R,R,24,37871,63361,100000000228,RD_,BRL,19986.200,2026-08-16,O,2026-08-16,CHA,R,PRI,BRL
004,100000000229,100000000229,100000000229,H,2026-08-17,2026-08-17,1,BOO,S,2026-08-17,100000000229,USD,USD,2026-08-17,222399,A,C,M,M,2026-08-17,PRINC_LIQ_AC_229,R,7012,004,2026-08-17,D,N,R,R,R,26,3124,46381,100000000229,RD_,USD,811.300,2026-08-17,O,2026-08-17,CHA,R,PRI,USD
005,100000000230,100000000230,100000000230,H,2026-08-18,2026-08-18,1,BOO,S,2026-08-18,100000000230,PEN,PEN,2026-08-18,461806,A,C,M,M,2026-08-18,PRINC_LIQ_AC_230,R,9649,005,2026-08-18,C,N,R,R,R,24,48787,50164,100000000230,RD_,PEN,16617.600,2026-08-18,O,2026-08-18,CHA,R,PRI,PEN
006,100000000231,100000000231,100000000231,H,2026-08-19,2026-08-19,1,BOO,S,2026-08-19,100000000231,EUR,EUR,2026-08-19,243299,A,C,M,M,2026-08-19,PRINC_LIQ_AC_231,R,14406,006,2026-08-19,D,Y,R,R,R,6,67035,66405,100000000231,RD_,EUR,21096.600,2026-08-19,O,2026-08-19,CHA,R,PRI,EUR
007,100000000232,100000000232,100000000232,H,2026-08-20,2026-08-20,1,BOO,S,2026-08-20,100000000232,BRL,BRL,2026-08-20,424887,A,C,M,M,2026-08-20,PRINC_LIQ_AC_232,R,20098,007,2026-08-20,C,N,R,R,R,27,47181,68927,100000000232,RD_,BRL,19816.500,2026-08-20,O,2026-08-20,CHA,R,PRI,BRL
008,100000000233,100000000233,100000000233,H,2026-08-21,2026-08-21,1,BOO,S,2026-08-21,100000000233,USD,USD,2026-08-21,522720,A,C,M,M,2026-08-21,PRINC_LIQ_AC_233,R,8775,008,2026-08-21,D,N,R,R,R,36,59089,61632,100000000233,RD_,USD,9006.700,2026-08-21,O,2026-08-21,CHA,R,PRI,USD
009,100000000234,100000000234,100000000234,H,2026-08-22,2026-08-22,1,BOO,S,2026-08-22,100000000234,PEN,PEN,2026-08-22,25898,A,C,M,M,2026-08-22,PRINC_LIQ_AC_234,R,8722,009,2026-08-22,C,N,R,R,R,7,52365,43569,100000000234,RD_,PEN,18078.700,2026-08-22,O,2026-08-22,CHA,R,PRI,PEN
010,100000000235,100000000235,100000000235,H,2026-08-23,2026-08-23,1,BOO,S,2026-08-23,100000000235,EUR,EUR,2026-08-23,666401,A,C,M,M,2026-08-23,PRINC_LIQ_AC_235,R,16392,010,2026-08-23,D,N,R,R,R,20,87130,60113,100000000235,RD_,EUR,21474.600,2026-08-23,O,2026-08-23,CHA,R,PRI,EUR
011,100000000236,100000000236,100000000236,H,2026-08-24,2026-08-24,1,BOO,S,2026-08-24,100000000236,BRL,BRL,2026-08-24,424148,A,C,M,M,2026-08-24,PRINC_LIQ_AC_236,R,23359,011,2026-08-24,C,Y,R,R,R,14,77531,22591,100000000236,RD_,BRL,17859.100,2026-08-24,O,2026-08-24,CHA,R,PRI,BRL
012,100000000237,100000000237,100000000237,H,2026-08-25,2026-08-25,1,BOO,S,2026-08-25,100000000237,USD,USD,2026-08-25,931791,A,C,M,M,2026-08-25,PRINC_LIQ_AC_237,R,18123,012,2026-08-25,D,N,R,R,R,29,6926,51731,100000000237,RD_,USD,850.300,2026-08-25,O,2026-08-25,CHA,R,PRI,USD
013,100000000238,100000000238,100000000238,H,2026-08-26,2026-08-26,1,BOO,S,2026-08-26,100000000238,PEN,PEN,2026-08-26,612982,A,C,M,M,2026-08-26,PRINC_LIQ_AC_238,R,9599,013,2026-08-26,C,N,R,R,R,22,93407,33479,100000000238,RD_,PEN,6533.700,2026-08-26,O,2026-08-26,CHA,R,PRI,PEN
014,100000000239,100000000239,100000000239,H,2026-08-27,2026-08-27,1,BOO,S,2026-08-27,100000000239,EUR,EUR,2026-08-27,618253,A,C,M,M,2026-08-27,PRINC_LIQ_AC_239,R,7011,014,2026-08-27,D,N,R,R,R,27,33417,56071,100000000239,RD_,EUR,21556.900,2026-08-27,O,2026-08-27,CHA,R,PRI,EUR
015,100000000240,100000000240,100000000240,H,2026-08-28,2026-08-28,1,BOO,S,2026-08-28,100000000240,BRL,BRL,2026-08-28,456866,A,C,M,M,2026-08-28,PRINC_LIQ_AC_240,R,16800,015,2026-08-28,C,N,R,R,R,22,18782,99391,100000000240,RD_,BRL,7544.100,2026-08-28,O,2026-08-28,CHA,R,PRI,BRL
016,100000000241,100000000241,100000000241,H,2026-08-29,2026-08-29,1,BOO,S,2026-08-29,100000000241,USD,USD,2026-08-29,171103,A,C,M,M,2026-08-29,PRINC_LIQ_AC_241,R,20476,016,2026-08-29,D,Y,R,R,R,32,42875,2660,100000000241,RD_,USD,8887.000,2026-08-29,O,2026-08-29,CHA,R,PRI,USD
017,100000000242,100000000242,100000000242,H,2026-08-30,2026-08-30,1,BOO,S,2026-08-30,100000000242,PEN,PEN,2026-08-30,945798,A,C,M,M,2026-08-30,PRINC_LIQ_AC_242,R,386,017,2026-08-30,C,N,R,R,R,2,70684,61712,100000000242,RD_,PEN,7183.800,2026-08-30,O,2026-08-30,CHA,R,PRI,PEN
018,100000000243,100000000243,100000000243,H,2026-08-31,2026-08-31,1,BOO,S,2026-08-31,100000000243,EUR,EUR,2026-08-31,569593,A,C,M,M,2026-08-31,PRINC_LIQ_AC_243,R,17809,018,2026-08-31,D,N,R,R,R,17,23288,78215,100000000243,RD_,EUR,986.200,2026-08-31,O,2026-08-31,CHA,R,PRI,EUR
019,100000000244,100000000244,100000000244,H,2026-09-01,2026-09-01,1,BOO,S,2026-09-01,100000000244,BRL,BRL,2026-09-01,978606,A,C,M,M,2026-09-01,PRINC_LIQ_AC_244,R,6755,019,2026-09-01,C,N,R,R,R,23,7209,98679,100000000244,RD_,BRL,15423.000,2026-09-01,O,2026-09-01,CHA,R,PRI,BRL
020,100000000245,100000000245,100000000245,H,2026-09-02,2026-09-02,1,BOO,S,2026-09-02,100000000245,USD,USD,2026-09-02,315144,A,C,M,M,2026-09-02,PRINC_LIQ_AC_245,R,23292,020,2026-09-02,D,N,R,R,R,20,44090,96193,100000000245,RD_,USD,4523.200,2026-09-02,O,2026-09-02,CHA,R,PRI,USD
021,100000000246,100000000246,100000000246,H,2026-09-03,2026-09-03,1,BOO,S,2026-09-03,100000000246,PEN,PEN,2026-09-03,551315,A,C,M,M,2026-09-03,PRINC_LIQ_AC_246,R,10969,021,2026-09-03,C,Y,R,R,R,22,90772,61209,100000000246,RD_,PEN,11787.800,2026-09-03,O,2026-09-03,CHA,R,PRI,PEN
022,100000000247,100000000247,100000000247,H,2026-09-04,2026-09-04,1,BOO,S,2026-09-04,100000000247,EUR,EUR,2026-09-04,667532,A,C,M,M,2026-09-04,PRINC_LIQ_AC_247,R,1677,022,2026-09-04,D,N,R,R,R,28,91727,37552,100000000247,RD_,EUR,17622.800,2026-09-04,O,2026-09-04,CHA,R,PRI,EUR
023,100000000248,100000000248,100000000248,H,2026-09-05,2026-09-05,1,BOO,S,2026-09-05,100000000248,BRL,BRL,2026-09-05,941390,A,C,M,M,2026-09-05,PRINC_LIQ_AC_248,R,13364,023,2026-09-05,C,N,R,R,R,10,19848,10893,100000000248,RD_,BRL,15830.500,2026-09-05,O,2026-09-05,CHA,R,PRI,BRL
024,100000000249,100000000249,100000000249,H,2026-09-06,2026-09-06,1,BOO,S,2026-09-06,100000000249,USD,USD,2026-09-06,974302,A,C,M,M,2026-09-06,PRINC_LIQ_AC_249,R,16141,024,2026-09-06,D,N,R,R,R,9,31624,88297,100000000249,RD_,USD,22916.400,2026-09-06,O,2026-09-06,CHA,R,PRI,USD
025,100000000250,100000000250,100000000250,H,2026-09-07,2026-09-07,1,BOO,S,2026-09-07,100000000250,PEN,PEN,2026-09-07,182059,A,C,M,M,2026-09-07,PRINC_LIQ_AC_250,R,16597,025,2026-09-07,C,N,R,R,R,27,18990,3614,100000000250,RD_,PEN,15137.700,2026-09-07,O,2026-09-07,CHA,R,PRI,PEN
001,100000000251,100000000251,100000000251,H,2026-09-08,2026-09-08,1,BOO,S,2026-09-08,100000000251,EUR,EUR,2026-09-08,266955,A,C,M,M,2026-09-08,PRINC_LIQ_AC_251,R,16574,001,2026-09-08,D,Y,R,R,R,28,81808,30730,100000000251,RD_,EUR,15274.700,2026-09-08,O,2026-09-08,CHA,R,PRI,EUR
002,100000000252,100000000252,100000000252,H,2026-09-09,2026-09-09,1,BOO,S,2026-09-09,100000000252,BRL,BRL,2026-09-09,619968,A,C,M,M,2026-09-09,PRINC_LIQ_AC_252,R,8123,002,2026-09-09,C,N,R,R,R,33,80863,99031,100000000252,RD_,BRL,19035.200,2026-09-09,O,2026-09-09,CHA,R,PRI,BRL
003,100000000253,100000000253,100000000253,H,2026-09-10,2026-09-10,1,BOO,S,2026-09-10,100000000253,USD,USD,2026-09-10,535712,A,C,M,M,2026-09-10,PRINC_LIQ_AC_253,R,3149,003,2026-09-10,D,N,R,R,R,26,79134,96467,100000000253,RD_,USD,10839.400,2026-09-10,O,2026-09-10,CHA,R,PRI,USD
004,100000000254,100000000254,100000000254,H,2026-09-11,2026-09-11,1,BOO,S,2026-09-11,100000000254,PEN,PEN,2026-09-11,634532,A,C,M,M,2026-09-11,PRINC_LIQ_AC_254,R,7533,004,2026-09-11,C,N,R,R,R,3,10899,23384,100000000254,RD_,PEN,20828.400,2026-09-11,O,2026-09-11,CHA,R,PRI,PEN
005,100000000255,100000000255,100000000255,H,2026-09-12,2026-09-12,1,BOO,S,2026-09-12,100000000255,EUR,EUR,2026-09-12,569607,A,C,M,M,2026-09-12,PRINC_LIQ_AC_255,R,4760,005,2026-09-12,D,N,R,R,R,32,99220,51072,100000000255,RD_,EUR,22435.800,2026-09-12,O,2026-09-12,CHA,R,PRI,EUR
006,100000000256,100000000256,100000000256,H,2026-09-13,2026-09-13,1,BOO,S,2026-09-13,100000000256,BRL,BRL,2026-09-13,806114,A,C,M,M,2026-09-13,PRINC_LIQ_AC_256,R,5754,006,2026-09-13,C,Y,R,R,R,36,66926,4962,100000000256,RD_,BRL,8131.200,2026-09-13,O,2026-09-13,CHA,R,PRI,BRL
007,100000000257,100000000257,100000000257,H,2026-09-14,2026-09-14,1,BOO,S,2026-09-14,100000000257,USD,USD,2026-09-14,567810,A,C,M,M,2026-09-14,PRINC_LIQ_AC_257,R,12029,007,2026-09-14,D,N,R,R,R,34,21690,30274,100000000257,RD_,USD,11626.600,2026-09-14,O,2026-09-14,CHA,R,PRI,USD
008,100000000258,100000000258,100000000258,H,2026-09-15,2026-09-15,1,BOO,S,2026-09-15,100000000258,PEN,PEN,2026-09-15,764065,A,C,M,M,2026-09-15,PRINC_LIQ_AC_258,R,1921,008,2026-09-15,C,N,R,R,R,3,92350,26098,100000000258,RD_,PEN,18900.900,2026-09-15,O,2026-09-15,CHA,R,PRI,PEN
009,100000000259,100000000259,100000000259,H,2026-09-16,2026-09-16,1,BOO,S,2026-09-16,100000000259,EUR,EUR,2026-09-16,409115,A,C,M,M,2026-09-16,PRINC_LIQ_AC_259,R,23952,009,2026-09-16,D,N,R,R,R,4,61848,79652,100000000259,RD_,EUR,22718.400,2026-09-16,O,2026-09-16,CHA,R,PRI,EUR
010,100000000260,100000000260,100000000260,H,2026-09-17,2026-09-17,1,BOO,S,2026-09-17,100000000260,BRL,BRL,2026-09-17,724039,A,C,M,M,2026-09-17,PRINC_LIQ_AC_260,R,160746,010,2026-09-17,C,N,R,R,R,2,41111,44443,100000000260,RD_,BRL,137754.400,2026-09-17,O,2026-09-17,CHA,R,PRI,BRL
011,100000000261,100000000261,100000000261,H,2026-09-18,2026-09-18,1,BOO,S,2026-09-18,100000000261,USD,USD,2026-09-18,751332,A,C,M,M,2026-09-18,PRINC_LIQ_AC_261,R,22411,011,2026-09-18,D,Y,R,R,R,28,78896,98575,100000000261,RD_,USD,8295.700,2026-09-18,O,2026-09-18,CHA,R,PRI,USD
012,100000000262,100000000262,100000000262,H,2026-09-19,2026-09-19,1,BOO,S,2026-09-19,100000000262,PEN,PEN,2026-09-19,716220,A,C,M,M,2026-09-19,PRINC_LIQ_AC_262,R,695,012,2026-09-19,C,N,R,R,R,26,34497,32954,100000000262,RD_,PEN,24008.800,2026-09-19,O,2026-09-19,CHA,R,PRI,PEN
013,100000000263,100000000263,100000000263,H,2026-09-20,2026-09-20,1,BOO,S,2026-09-20,100000000263,EUR,EUR,2026-09-20,316440,A,C,M,M,2026-09-20,PRINC_LIQ_AC_263,R,22039,013,2026-09-20,D,N,R,R,R,7,89944,52463,100000000263,RD_,EUR,18567.700,2026-09-20,O,2026-09-20,CHA,R,PRI,EUR
014,100000000264,100000000264,100000000264,H,2026-09-21,2026-09-21,1,BOO,S,2026-09-21,100000000264,BRL,BRL,2026-09-21,269604,A,C,M,M,2026-09-21,PRINC_LIQ_AC_264,R,2397,014,2026-09-21,C,N,R,R,R,26,83989,59255,100000000264,RD_,BRL,21591.400,2026-09-21,O,2026-09-21,CHA,R,PRI,BRL
015,100000000265,100000000265,100000000265,H,2026-09-22,2026-09-22,1,BOO,S,2026-09-22,100000000265,USD,USD,2026-09-22,366105,A,C,M,M,2026-09-22,PRINC_LIQ_AC_265,R,1968,015,2026-09-22,D,N,R,R,R,14,70008,32132,100000000265,RD_,USD,5005.900,2026-09-22,O,2026-09-22,CHA,R,PRI,USD
016,100000000266,100000000266,100000000266,H,2026-09-23,2026-09-23,1,BOO,S,2026-09-23,100000000266,PEN,PEN,2026-09-23,367656,A,C,M,M,2026-09-23,PRINC_LIQ_AC_266,R,9690,016,2026-09-23,C,Y,R,R,R,22,89874,65944,100000000266,RD_,PEN,23317.600,2026-09-23,O,2026-09-23,CHA,R,PRI,PEN
017,100000000267,100000000267,100000000267,H,2026-09-24,2026-09-24,1,BOO,S,2026-09-24,100000000267,EUR,EUR,2026-09-24,202930,A,C,M,M,2026-09-24,PRINC_LIQ_AC_267,R,5777,017,2026-09-24,D,N,R,R,R,23,34707,90237,100000000267,RD_,EUR,10725.300,2026-09-24,O,2026-09-24,CHA,R,PRI,EUR
018,100000000268,100000000268,100000000268,H,2026-09-25,2026-09-25,1,BOO,S,2026-09-25,100000000268,BRL,BRL,2026-09-25,277682,A,C,M,M,2026-09-25,PRINC_LIQ_AC_268,R,2538,018,2026-09-25,C,N,R,R,R,32,86312,98858,100000000268,RD_,BRL,454.200,2026-09-25,O,2026-09-25,CHA,R,PRI,BRL
019,100000000269,100000000269,100000000269,H,2026-09-26,2026-09-26,1,BOO,S,2026-09-26,100000000269,USD,USD,2026-09-26,64656,A,C,M,M,2026-09-26,PRINC_LIQ_AC_269,R,20169,019,2026-09-26,D,N,R,R,R,19,3456,75634,100000000269,RD_,USD,16936.100,2026-09-26,O,2026-09-26,CHA,R,PRI,USD
020,100000000270,100000000270,100000000270,H,2026-09-27,2026-09-27,1,BOO,S,2026-09-27,100000000270,PEN,PEN,2026-09-27,898899,A,C,M,M,2026-09-27,PRINC_LIQ_AC_270,R,18858,020,2026-09-27,C,N,R,R,R,14,41861,25690,100000000270,RD_,PEN,9255.000,2026-09-27,O,2026-09-27,CHA,R,PRI,PEN
021,100000000271,100000000271,100000000271,H,2026-09-28,2026-09-28,1,BOO,S,2026-09-28,100000000271,EUR,EUR,2026-09-28,760210,A,C,M,M,2026-09-28,PRINC_LIQ_AC_271,R,18253,021,2026-09-28,D,Y,R,R,R,17,33561,48055,100000000271,RD_,EUR,3278.700,2026-09-28,O,2026-09-28,CHA,R,PRI,EUR
022,100000000272,100000000272,100000000272,H,2026-09-29,2026-09-29,1,BOO,S,2026-09-29,100000000272,BRL,BRL,2026-09-29,648053,A,C,M,M,2026-09-29,PRINC_LIQ_AC_272,R,9918,022,2026-09-29,C,N,R,R,R,9,70127,11494,100000000272,RD_,BRL,22757.500,2026-09-29,O,2026-09-29,CHA,R,PRI,BRL
023,100000000273,100000000273,100000000273,H,2026-09-30,2026-09-30,1,BOO,S,2026-09-30,100000000273,USD,USD,2026-09-30,714277,A,C,M,M,2026-09-30,PRINC_LIQ_AC_273,R,760,023,2026-09-30,D,N,R,R,R,13,4041,55993,100000000273,RD_,USD,8657.000,2026-09-30,O,2026-09-30,CHA,R,PRI,USD
024,100000000274,100000000274,100000000274,H,2026-10-01,2026-10-01,1,BOO,S,2026-10-01,100000000274,PEN,PEN,2026-10-01,666905,A,C,M,M,2026-10-01,PRINC_LIQ_AC_274,R,609,024,2026-10-01,C,N,R,R,R,33,26826,37516,100000000274,RD_,PEN,17731.800,2026-10-01,O,2026-10-01,CHA,R,PRI,PEN
025,100000000275,100000000275,100000000275,H,2026-10-02,2026-10-02,1,BOO,S,2026-10-02,100000000275,EUR,EUR,2026-10-02,781072,A,C,M,M,2026-10-02,PRINC_LIQ_AC_275,R,5168,025,2026-10-02,D,N,R,R,R,7,53678,34511,100000000275,RD_,EUR,17691.000,2026-10-02,O,2026-10-02,CHA,R,PRI,EUR
001,100000000276,100000000276,100000000276,H,2026-10-03,2026-10-03,1,BOO,S,2026-10-03,100000000276,BRL,BRL,2026-10-03,412576,A,C,M,M,2026-10-03,PRINC_LIQ_AC_276,R,15802,001,2026-10-03,C,Y,R,R,R,0,10437,57000,100000000276,RD_,BRL,3417.000,2026-10-03,O,2026-10-03,CHA,R,PRI,BRL
002,100000000277,100000000277,100000000277,H,2026-10-04,2026-10-04,1,BOO,S,2026-10-04,100000000277,USD,USD,2026-10-04,85212,A,C,M,M,2026-10-04,PRINC_LIQ_AC_277,R,17105,002,2026-10-04,D,N,R,R,R,32,89314,25382,100000000277,RD_,USD,3536.300,2026-10-04,O,2026-10-04,CHA,R,PRI,USD
003,100000000278,100000000278,100000000278,H,2026-10-05,2026-10-05,1,BOO,S,2026-10-05,100000000278,PEN,PEN,2026-10-05,80603,A,C,M,M,2026-10-05,PRINC_LIQ_AC_278,R,6712,003,2026-10-05,C,N,R,R,R,9,25701,92978,100000000278,RD_,PEN,15588.100,2026-10-05,O,2026-10-05,CHA,R,PRI,PEN
004,100000000279,100000000279,100000000279,H,2026-10-06,2026-10-06,1,BOO,S,2026-10-06,100000000279,EUR,EUR,2026-10-06,527547,A,C,M,M,2026-10-06,PRINC_LIQ_AC_279,R,14205,004,2026-10-06,D,N,R,R,R,0,67901,77655,100000000279,RD_,EUR,1050.700,2026-10-06,O,2026-10-06,CHA,R,PRI,EUR
005,100000000280,100000000280,100000000280,H,2026-10-07,2026-10-07,1,BOO,S,2026-10-07,100000000280,BRL,BRL,2026-10-07,322745,A,C,M,M,2026-10-07,PRINC_LIQ_AC_280,R,8924,005,2026-10-07,C,N,R,R,R,9,88973,67317,100000000280,RD_,BRL,12891.300,2026-10-07,O,2026-10-07,CHA,R,PRI,BRL
006,100000000281,100000000281,100000000281,H,2026-10-08,2026-10-08,1,BOO,S,2026-10-08,100000000281,USD,USD,2026-10-08,954623,A,C,M,M,2026-10-08,PRINC_LIQ_AC_281,R,902,006,2026-10-08,D,Y,R,R,R,13,75504,54990,100000000281,RD_,USD,10647.300,2026-10-08,O,2026-10-08,CHA,R,PRI,USD
007,100000000282,100000000282,100000000282,H,2026-10-09,2026-10-09,1,BOO,S,2026-10-09,100000000282,PEN,PEN,2026-10-09,73270,A,C,M,M,2026-10-09,PRINC_LIQ_AC_282,R,5802,007,2026-10-09,C,N,R,R,R,18,48619,25199,100000000282,RD_,PEN,11715.100,2026-10-09,O,2026-10-09,CHA,R,PRI,PEN
008,100000000283,100000000283,100000000283,H,2026-10-10,2026-10-10,1,BOO,S,2026-10-10,100000000283,EUR,EUR,2026-10-10,593473,A,C,M,M,2026-10-10,PRINC_LIQ_AC_283,R,11425,008,2026-10-10,D,N,R,R,R,27,5850,49166,100000000283,RD_,EUR,10840.200,2026-10-10,O,2026-10-10,CHA,R,PRI,EUR
009,100000000284,100000000284,100000000284,H,2026-10-11,2026-10-11,1,BOO,S,2026-10-11,100000000284,BRL,BRL,2026-10-11,522322,A,C,M,M,2026-10-11,PRINC_LIQ_AC_284,R,8989,009,2026-10-11,C,N,R,R,R,27,78280,13226,100000000284,RD_,BRL,6273.400,2026-10-11,O,2026-10-11,CHA,R,PRI,BRL
010,100000000285,100000000285,100000000285,H,2026-10-12,2026-10-12,1,BOO,S,2026-10-12,100000000285,USD,USD,2026-10-12,233666,A,C,M,M,2026-10-12,PRINC_LIQ_AC_285,R,3281,010,2026-10-12,D,N,R,R,R,36,3323,24253,100000000285,RD_,USD,7444.000,2026-10-12,O,2026-10-12,CHA,R,PRI,USD
011,100000000286,100000000286,100000000286,H,2026-10-13,2026-10-13,1,BOO,S,2026-10-13,100000000286,PEN,PEN,2026-10-13,83708,A,C,M,M,2026-10-13,PRINC_LIQ_AC_286,R,24718,011,2026-10-13,C,Y,R,R,R,31,22051,24379,100000000286,RD_,PEN,12707.600,2026-10-13,O,2026-10-13,CHA,R,PRI,PEN
012,100000000287,100000000287,100000000287,H,2026-10-14,2026-10-14,1,BOO,S,2026-10-14,100000000287,EUR,EUR,2026-10-14,646228,A,C,M,M,2026-10-14,PRINC_LIQ_AC_287,R,12066,012,2026-10-14,D,N,R,R,R,16,50846,47290,100000000287,RD_,EUR,4514.700,2026-10-14,O,2026-10-14,CHA,R,PRI,EUR
013,100000000288,100000000288,100000000288,H,2026-10-15,2026-10-15,1,BOO,S,2026-10-15,100000000288,BRL,BRL,2026-10-15,995479,A,C,M,M,2026-10-15,PRINC_LIQ_AC_288,R,14785,013,2026-10-15,C,N,R,R,R,27,26701,27745,100000000288,RD_,BRL,16196.300,2026-10-15,O,2026-10-15,CHA,R,PRI,BRL
014,100000000289,100000000289,100000000289,H,2026-10-16,2026-10-16,1,BOO,S,2026-10-16,100000000289,USD,USD,2026-10-16,276170,A,C,M,M,2026-10-16,PRINC_LIQ_AC_289,R,16211,014,2026-10-16,D,N,R,R,R,2,30543,15237,100000000289,RD_,USD,21484.400,2026-10-16,O,2026-10-16,CHA,R,PRI,USD
015,100000000290,100000000290,100000000290,H,2026-10-17,2026-10-17,1,BOO,S,2026-10-17,100000000290,PEN,PEN,2026-10-17,147038,A,C,M,M,2026-10-17,PRINC_LIQ_AC_290,R,9825,015,2026-10-17,C,N,R,R,R,28,63039,79280,100000000290,RD_,PEN,21575.400,2026-10-17,O,2026-10-17,CHA,R,PRI,PEN
016,100000000291,100000000291,100000000291,H,2026-10-18,2026-10-18,1,BOO,S,2026-10-18,100000000291,EUR,EUR,2026-10-18,320195,A,C,M,M,2026-10-18,PRINC_LIQ_AC_291,R,11191,016,2026-10-18,D,Y,R,R,R,9,91993,66152,100000000291,RD_,EUR,17146.700,2026-10-18,O,2026-10-18,CHA,R,PRI,EUR
017,100000000292,100000000292,100000000292,H,2026-10-19,2026-10-19,1,BOO,S,2026-10-19,100000000292,BRL,BRL,2026-10-19,414890,A,C,M,M,2026-10-19,PRINC_LIQ_AC_292,R,6163,017,2026-10-19,C,N,R,R,R,1,45485,25504,100000000292,RD_,BRL,8072.700,2026-10-19,O,2026-10-19,CHA,R,PRI,BRL
018,100000000293,100000000293,100000000293,H,2026-10-20,2026-10-20,1,BOO,S,2026-10-20,100000000293,USD,USD,2026-10-20,719515,A,C,M,M,2026-10-20,PRINC_LIQ_AC_293,R,6852,018,2026-10-20,D,N,R,R,R,13,78154,25726,100000000293,RD_,USD,19253.300,2026-10-20,O,2026-10-20,CHA,R,PRI,USD
