BRN,ACC,PROD,SC_MAP_DT,GC_MAP_DT,LAST_CALC_DT,LAST_LIQ_DT,NEXT_LIQ_DT,LAST_ACCR_DT,NEXT_ACCR_DT,LAST_SCHD_LIQ_DT,INC_MTH,NEXT_SCHD_LIQ_DT,FIRST_CALC_DT,NEXT_SCHD_ACCR_DT,PROD_TYPE,HAS_ACCR,NEXT_CALC_DT,PROD_ACCR,HAS_PROBLEMS,BKVAL_RECALC_FLAG,BKVAL_MINCALC_DATE,STOP_IC,FIRST_FIRST_CALC_DATE,NEXT_EVENT_DT,CCY,ACLASS,PROCESS,MIS_REFERENCE,DEPOSIT,IMAT_PROBLEMS,DEFER_LIQ_DT,TAX_PRODUCT,HAS_IADJ
007,100000001332,PROD,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2026-08-25,I,2026-08-25,2026-08-25,2026-08-25,P,1,2026-08-25,1,H,N,2026-08-25,S,2026-08-25,2026-08-25,BRL,ACLASS,86,MIS_REFERENCE_13,D,I,2026-08-25,C,H
008,100000001333,PROD,2026-08-26,2026-08-26,2026-08-26,2026-08-26,2026-08-26,2026-08-26,2026-08-26,2026-08-26,I,2026-08-26,2026-08-26,2026-08-26,P,1,2026-08-26,1,H,N,2026-08-26,S,2026-08-26,2026-08-26,USD,ACLASS,49,MIS_REFERENCE_13,D,I,2026-08-26,S,H
009,100000001334,PROD,2026-08-27,2026-08-27,2026-08-27,2026-08-27,2026-08-27,2026-08-27,2026-08-27,2026-08-27,I,2026-08-27,2026-08-27,2026-08-27,P,1,2026-08-27,1,H,N,2026-08-27,S,2026-08-27,2026-08-27,PEN,ACLASS,53,MIS_REFERENCE_13,D,I,2026-08-27,C,H
010,100000001335,PROD,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2026-08-28,2026-08-28,I,2026-08-28,2026-08-28,2026-08-28,P,1,2026-08-28,1,H,N,2026-08-28,S,2026-08-28,2026-08-28,EUR,ACLASS,86,MIS_REFERENCE_13,D,I,2026-08-28,L,H
011,100000001336,PROD,2026-08-29,2026-08-29,2026-08-29,2026-08-29,2026-08-29,2026-08-29,2026-08-29,2026-08-29,I,2026-08-29,2026-08-29,2026-08-29,P,1,2026-08-29,1,H,Y,2026-08-29,S,2026-08-29,2026-08-29,BRL,ACLASS,83,MIS_REFERENCE_13,D,I,2026-08-29,T,H
012,100000001337,PROD,2026-08-30,2026-08-30,2026-08-30,2026-08-30,2026-08-30,2026-08-30,2026-08-30,2026-08-30,I,2026-08-30,2026-08-30,2026-08-30,P,1,2026-08-30,1,H,N,2026-08-30,S,2026-08-30,2026-08-30,USD,ACLASS,48,MIS_REFERENCE_13,D,I,2026-08-30,C,H
013,100000001338,PROD,2026-08-31,2026-08-31,2026-08-31,2026-08-31,2026-08-31,2026-08-31,2026-08-31,2026-08-31,I,2026-08-31,2026-08-31,2026-08-31,P,1,2026-08-31,1,H,N,2026-08-31,S,2026-08-31,2026-08-31,PEN,ACLASS,72,MIS_REFERENCE_13,D,I,2026-08-31,C,H
014,100000001339,PROD,2026-09-01,2026-09-01,2026-09-01,2026-09-01,2026-09-01,2026-09-01,2026-09-01,2026-09-01,I,2026-09-01,2026-09-01,2026-09-01,P,1,2026-09-01,1,H,N,2026-09-01,S,2026-09-01,2026-09-01,EUR,ACLASS,26,MIS_REFERENCE_13,D,I,2026-09-01,S,H
015,100000001340,PROD,2026-09-02,2026-09-02,2026-09-02,2026-09-02,2026-09-02,2026-09-02,2026-09-02,2026-09-02,I,2026-09-02,2026-09-02,2026-09-02,P,1,2026-09-02,1,H,N,2026-09-02,S,2026-09-02,2026-09-02,BRL,ACLASS,3,MIS_REFERENCE_13,D,I,2026-09-02,C,H
016,100000001341,PROD,2026-09-03,2026-09-03,2026-09-03,2026-09-03,2026-09-03,2026-09-03,2026-09-03,2026-09-03,I,2026-09-03,2026-09-03,2026-09-03,P,1,2026-09-03,1,H,Y,2026-09-03,S,2026-09-03,2026-09-03,USD,ACLASS,94,MIS_REFERENCE_13,D,I,2026-09-03,L,H
017,100000001342,PROD,2026-09-04,2026-09-04,2026-09-04,2026-09-04,2026-09-04,2026-09-04,2026-09-04,2026-09-04,I,2026-09-04,2026-09-04,2026-09-04,P,1,2026-09-04,1,H,N,2026-09-04,S,2026-09-04,2026-09-04,PEN,ACLASS,63,MIS_REFERENCE_13,D,I,2026-09-04,T,H
018,100000001343,PROD,2026-09-05,2026-09-05,2026-09-05,2026-09-05,2026-09-05,2026-09-05,2026-09-05,2026-09-05,I,2026-09-05,2026-09-05,2026-09-05,P,1,2026-09-05,1,H,N,2026-09-05,S,2026-09-05,2026-09-05,EUR,ACLASS,57,MIS_REFERENCE_13,D,I,2026-09-05,C,H
019,100000001344,PROD,2026-09-06,2026-09-06,2026-09-06,2026-09-06,2026-09-06,2026-09-06,2026-09-06,2026-09-06,I,2026-09-06,2026-09-06,2026-09-06,P,1,2026-09-06,1,H,N,2026-09-06,S,2026-09-06,2026-09-06,BRL,ACLASS,33,MIS_REFERENCE_13,D,I,2026-09-06,C,H
020,100000001345,PROD,2026-09-07,2026-09-07,2026-09-07,2026-09-07,2026-09-07,2026-09-07,2026-09-07,2026-09-07,I,2026-09-07,2026-09-07,2026-09-07,P,1,2026-09-07,1,H,N,2026-09-07,S,2026-09-07,2026-09-07,USD,ACLASS,73,MIS_REFERENCE_13,D,I,2026-09-07,S,H
021,100000001346,PROD,2026-09-08,2026-09-08,2026-09-08,2026-09-08,2026-09-08,2026-09-08,2026-09-08,2026-09-08,I,2026-09-08,2026-09-08,2026-09-08,P,1,2026-09-08,1,H,Y,2026-09-08,S,2026-09-08,2026-09-08,PEN,ACLASS,9,MIS_REFERENCE_13,D,I,2026-09-08,C,H
022,100000001347,PROD,2026-09-09,2026-09-09,2026-09-09,2026-09-09,2026-09-09,2026-09-09,2026-09-09,2026-09-09,I,2026-09-09,2026-09-09,2026-09-09,P,1,2026-09-09,1,H,N,2026-09-09,S,2026-09-09,2026-09-09,EUR,ACLASS,42,MIS_REFERENCE_13,D,I,2026-09-09,L,H
023,100000001348,PROD,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2026-09-10,I,2026-09-10,2026-09-10,2026-09-10,P,1,2026-09-10,1,H,N,2026-09-10,S,2026-09-10,2026-09-10,BRL,ACLASS,0,MIS_REFERENCE_13,D,I,2026-09-10,T,H
024,100000001349,PROD,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,2026-09-11,I,2026-09-11,2026-09-11,2026-09-11,P,1,2026-09-11,1,H,N,2026-09-11,S,2026-09-11,2026-09-11,USD,ACLASS,34,MIS_REFERENCE_13,D,I,2026-09-11,C,H
025,100000001350,PROD,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,2026-09-12,I,2026-09-12,2026-09-12,2026-09-12,P,1,2026-09-12,1,H,N,2026-09-12,S,2026-09-12,2026-09-12,PEN,ACLASS,37,MIS_REFERENCE_13,D,I,2026-09-12,C,H
001,100000001351,PROD,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,2026-09-13,I,2026-09-13,2026-09-13,2026-09-13,P,1,2026-09-13,1,H,Y,2026-09-13,S,2026-09-13,2026-09-13,EUR,ACLASS,59,MIS_REFERENCE_13,D,I,2026-09-13,S,H
002,100000001352,PROD,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,2026-09-14,I,2026-09-14,2026-09-14,2026-09-14,P,1,2026-09-14,1,H,N,2026-09-14,S,2026-09-14,2026-09-14,BRL,ACLASS,18,MIS_REFERENCE_13,D,I,2026-09-14,C,H
003,100000001353,PROD,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,2026-09-15,I,2026-09-15,2026-09-15,2026-09-15,P,1,2026-09-15,1,H,N,2026-09-15,S,2026-09-15,2026-09-15,USD,ACLASS,69,MIS_REFERENCE_13,D,I,2026-09-15,L,H
004,100000001354,PROD,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2026-09-16,I,2026-09-16,2026-09-16,2026-09-16,P,1,2026-09-16,1,H,N,2026-09-16,S,2026-09-16,2026-09-16,PEN,ACLASS,70,MIS_REFERENCE_13,D,I,2026-09-16,T,H
005,100000001355,PROD,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,2026-09-17,I,2026-09-17,2026-09-17,2026-09-17,P,1,2026-09-17,1,H,N,2026-09-17,S,2026-09-17,2026-09-17,EUR,ACLASS,38,MIS_REFERENCE_13,D,I,2026-09-17,C,H
006,100000001356,PROD,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,2026-09-18,I,2026-09-18,2026-09-18,2026-09-18,P,1,2026-09-18,1,H,Y,2026-09-18,S,2026-09-18,2026-09-18,BRL,ACLASS,56,MIS_REFERENCE_13,D,I,2026-09-18,C,H
007,100000001357,PROD,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,2026-09-19,I,2026-09-19,2026-09-19,2026-09-19,P,1,2026-09-19,1,H,N,2026-09-19,S,2026-09-19,2026-09-19,USD,ACLASS,62,MIS_REFERENCE_13,D,I,2026-09-19,S,H
008,100000001358,PROD,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,2026-09-20,I,2026-09-20,2026-09-20,2026-09-20,P,1,2026-09-20,1,H,N,2026-09-20,S,2026-09-20,2026-09-20,PEN,ACLASS,85,MIS_REFERENCE_13,D,I,2026-09-20,C,H
009,100000001359,PROD,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,2026-09-21,I,2026-09-21,2026-09-21,2026-09-21,P,1,2026-09-21,1,H,N,2026-09-21,S,2026-09-21,2026-09-21,EUR,ACLASS,69,MIS_REFERENCE_13,D,I,2026-09-21,L,H
010,100000001360,PROD,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,2026-09-22,I,2026-09-22,2026-09-22,2026-09-22,P,1,2026-09-22,1,H,N,2026-09-22,S,2026-09-22,2026-09-22,BRL,ACLASS,71,MIS_REFERENCE_13,D,I,2026-09-22,T,H
011,100000001361,PROD,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,2026-09-23,I,2026-09-23,2026-09-23,2026-09-23,P,1,2026-09-23,1,H,Y,2026-09-23,S,2026-09-23,2026-09-23,USD,ACLASS,78,MIS_REFERENCE_13,D,I,2026-09-23,C,H
012,100000001362,PROD,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,2026-09-24,I,2026-09-24,2026-09-24,2026-09-24,P,1,2026-09-24,1,H,N,2026-09-24,S,2026-09-24,2026-09-24,PEN,ACLASS,80,MIS_REFERENCE_13,D,I,2026-09-24,C,H
013,100000001363,PROD,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,2026-09-25,I,2026-09-25,2026-09-25,2026-09-25,P,1,2026-09-25,1,H,N,2026-09-25,S,2026-09-25,2026-09-25,EUR,ACLASS,4,MIS_REFERENCE_13,D,I,2026-09-25,S,H
014,100000001364,PROD,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,2026-09-26,I,2026-09-26,2026-09-26,2026-09-26,P,1,2026-09-26,1,H,N,2026-09-26,S,2026-09-26,2026-09-26,BRL,ACLASS,8,MIS_REFERENCE_13,D,I,2026-09-26,C,H
015,100000001365,PROD,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,2026-09-27,I,2026-09-27,2026-09-27,2026-09-27,P,1,2026-09-27,1,H,N,2026-09-27,S,2026-09-27,2026-09-27,USD,ACLASS,81,MIS_REFERENCE_13,D,I,2026-09-27,L,H
016,100000001366,PROD,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,2026-09-28,I,2026-09-28,2026-09-28,2026-09-28,P,1,2026-09-28,1,H,Y,2026-09-28,S,2026-09-28,2026-09-28,PEN,ACLASS,43,MIS_REFERENCE_13,D,I,2026-09-28,T,H
017,100000001367,PROD,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,2026-09-29,I,2026-09-29,2026-09-29,2026-09-29,P,1,2026-09-29,1,H,N,2026-09-29,S,2026-09-29,2026-09-29,EUR,ACLASS,1,MIS_REFERENCE_13,D,I,2026-09-29,C,H
018,100000001368,PROD,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,2026-09-30,I,2026-09-30,2026-09-30,2026-09-30,P,1,2026-09-30,1,H,N,2026-09-30,S,2026-09-30,2026-09-30,BRL,ACLASS,20,MIS_REFERENCE_13,D,I,2026-09-30,C,H
019,100000001369,PROD,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,2026-10-01,I,2026-10-01,2026-10-01,2026-10-01,P,1,2026-10-01,1,H,N,2026-10-01,S,2026-10-01,2026-10-01,USD,ACLASS,92,MIS_REFERENCE_13,D,I,2026-10-01,S,H
020,100000001370,PROD,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2026-10-02,I,2026-10-02,2026-10-02,2026-10-02,P,1,2026-10-02,1,H,N,2026-10-02,S,2026-10-02,2026-10-02,PEN,ACLASS,33,MIS_REFERENCE_13,D,I,2026-10-02,C,H
021,100000001371,PROD,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,2026-10-03,I,2026-10-03,2026-10-03,2026-10-03,P,1,2026-10-03,1,H,Y,2026-10-03,S,2026-10-03,2026-10-03,EUR,ACLASS,47,MIS_REFERENCE_13,D,I,2026-10-03,L,H
022,100000001372,PROD,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,2026-10-04,I,2026-10-04,2026-10-04,2026-10-04,P,1,2026-10-04,1,H,N,2026-10-04,S,2026-10-04,2026-10-04,BRL,ACLASS,29,MIS_REFERENCE_13,D,I,2026-10-04,T,H
023,100000001373,PROD,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,2026-10-05,I,2026-10-05,2026-10-05,2026-10-05,P,1,2026-10-05,1,H,N,2026-10-05,S,2026-10-05,2026-10-05,USD,ACLASS,26,MIS_REFERENCE_13,D,I,2026-10-05,C,H
024,100000001374,PROD,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,2026-10-06,I,2026-10-06,2026-10-06,2026-10-06,P,1,2026-10-06,1,H,N,2026-10-06,S,2026-10-06,2026-10-06,PEN,ACLASS,61,MIS_REFERENCE_13,D,I,2026-10-06,C,H
025,100000001375,PROD,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,2026-10-07,I,2026-10-07,2026-10-07,2026-10-07,P,1,2026-10-07,1,H,N,2026-10-07,S,2026-10-07,2026-10-07,EUR,ACLASS,46,MIS_REFERENCE_13,D,I,2026-10-07,S,H
001,100000001376,PROD,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,2026-10-08,I,2026-10-08,2026-10-08,2026-10-08,P,1,2026-10-08,1,H,Y,2026-10-08,S,2026-10-08,2026-10-08,BRL,ACLASS,63,MIS_REFERENCE_13,D,I,2026-10-08,C,H
002,100000001377,PROD,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,2026-10-09,I,2026-10-09,2026-10-09,2026-10-09,P,1,2026-10-09,1,H,N,2026-10-09,S,2026-10-09,2026-10-09,USD,ACLASS,49,MIS_REFERENCE_13,D,I,2026-10-09,L,H
003,100000001378,PROD,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,2026-10-10,I,2026-10-10,2026-10-10,2026-10-10,P,1,2026-10-10,1,H,N,2026-10-10,S,2026-10-10,2026-10-10,PEN,ACLASS,54,MIS_REFERENCE_13,D,I,2026-10-10,T,H
004,100000001379,PROD,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,2026-10-11,I,2026-10-11,2026-10-11,2026-10-11,P,1,2026-10-11,1,H,N,2026-10-11,S,2026-10-11,2026-10-11,EUR,ACLASS,53,MIS_REFERENCE_13,D,I,2026-10-11,C,H
005,100000001380,PROD,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,2026-10-12,I,2026-10-12,2026-10-12,2026-10-12,P,1,2026-10-12,1,H,N,2026-10-12,S,2026-10-12,2026-10-12,BRL,ACLASS,26,MIS_REFERENCE_13,D,I,2026-10-12,C,H
006,100000001381,PROD,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,2026-10-13,I,2026-10-13,2026-10-13,2026-10-13,P,1,2026-10-13,1,H,Y,2026-10-13,S,2026-10-13,2026-10-13,USD,ACLASS,40,MIS_REFERENCE_13,D,I,2026-10-13,S,H
007,100000001382,PROD,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,2026-10-14,I,2026-10-14,2026-10-14,2026-10-14,P,1,2026-10-14,1,H,N,2026-10-14,S,2026-10-14,2026-10-14,PEN,ACLASS,26,MIS_REFERENCE_13,D,I,2026-10-14,C,H
008,100000001383,PROD,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,2026-10-15,I,2026-10-15,2026-10-15,2026-10-15,P,1,2026-10-15,1,H,N,2026-10-15,S,2026-10-15,2026-10-15,EUR,ACLASS,98,MIS_REFERENCE_13,D,I,2026-10-15,L,H
009,100000001384,PROD,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,2026-10-16,I,2026-10-16,2026-10-16,2026-10-16,P,1,2026-10-16,1,H,N,2026-10-16,S,2026-10-16,2026-10-16,BRL,ACLASS,91,MIS_REFERENCE_13,D,I,2026-10-16,T,H
010,100000001385,PROD,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,2026-10-17,I,2026-10-17,2026-10-17,2026-10-17,P,1,2026-10-17,1,H,N,2026-10-17,S,2026-10-17,2026-10-17,USD,ACLASS,72,MIS_REFERENCE_13,D,I,2026-10-17,C,H
011,100000001386,PROD,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,2026-10-18,I,2026-10-18,2026-10-18,2026-10-18,P,1,2026-10-18,1,H,Y,2026-10-18,S,2026-10-18,2026-10-18,PEN,ACLASS,61,MIS_REFERENCE_13,D,I,2026-10-18,C,H
012,100000001387,PROD,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2026-10-19,I,2026-10-19,2026-10-19,2026-10-19,P,1,2026-10-19,1,H,N,2026-10-19,S,2026-10-19,2026-10-19,EUR,ACLASS,35,MIS_REFERENCE_13,D,I,2026-10-19,S,H
013,100000001388,PROD,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,2026-10-20,I,2026-10-20,2026-10-20,2026-10-20,P,1,2026-10-20,1,H,N,2026-10-20,S,2026-10-20,2026-10-20,BRL,ACLASS,30,MIS_REFERENCE_13,D,I,2026-10-20,C,H
014,100000001389,PROD,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,2026-10-21,I,2026-10-21,2026-10-21,2026-10-21,P,1,2026-10-21,1,H,N,2026-10-21,S,2026-10-21,2026-10-21,USD,ACLASS,75,MIS_REFERENCE_13,D,I,2026-10-21,L,H
015,100000001390,PROD,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,2026-10-22,I,2026-10-22,2026-10-22,2026-10-22,P,1,2026-10-22,1,H,N,2026-10-22,S,2026-10-22,2026-10-22,PEN,ACLASS,81,MIS_REFERENCE_13,D,I,2026-10-22,T,H
016,100000001391,PROD,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,2026-10-23,I,2026-10-23,2026-10-23,2026-10-23,P,1,2026-10-23,1,H,Y,2026-10-23,S,2026-10-23,2026-10-23,EUR,ACLASS,68,MIS_REFERENCE_13,D,I,2026-10-23,C,H
017,100000001392,PROD,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,2026-10-24,I,2026-10-24,2026-10-24,2026-10-24,P,1,2026-10-24,1,H,N,2026-10-24,S,2026-10-24,2026-10-24,BRL,ACLASS,53,MIS_REFERENCE_13,D,I,2026-10-24,C,H
018,100000001393,PROD,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,2026-10-25,I,2026-10-25,2026-10-25,2026-10-25,P,1,2026-10-25,1,H,N,2026-10-25,S,2026-10-25,2026-10-25,USD,ACLASS,30,MIS_REFERENCE_13,D,I,2026-10-25,S,H
019,100000001394,PROD,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,2026-10-26,I,2026-10-26,2026-10-26,2026-10-26,P,1,2026-10-26,1,H,N,2026-10-26,S,2026-10-26,2026-10-26,PEN,ACLASS,96,MIS_REFERENCE_13,D,I,2026-10-26,C,H
020,100000001395,PROD,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,2026-10-27,I,2026-10-27,2026-10-27,2026-10-27,P,1,2026-10-27,1,H,N,2026-10-27,S,2026-10-27,2026-10-27,EUR,ACLASS,24,MIS_REFERENCE_13,D,I,2026-10-27,L,H
021,100000001396,PROD,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2026-10-28,I,2026-10-28,2026-10-28,2026-10-28,P,1,2026-10-28,1,H,Y,2026-10-28,S,2026-10-28,2026-10-28,BRL,ACLASS,52,MIS_REFERENCE_13,D,I,2026-10-28,T,H
022,100000001397,PROD,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,2026-10-29,I,2026-10-29,2026-10-29,2026-10-29,P,1,2026-10-29,1,H,N,2026-10-29,S,2026-10-29,2026-10-29,USD,ACLASS,75,MIS_REFERENCE_13,D,I,2026-10-29,C,H
023,100000001398,PROD,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,2026-10-30,I,2026-10-30,2026-10-30,2026-10-30,P,1,2026-10-30,1,H,N,2026-10-30,S,2026-10-30,2026-10-30,PEN,ACLASS,40,MIS_REFERENCE_13,D,I,2026-10-30,C,H
024,100000001399,PROD,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,2026-10-31,I,2026-10-31,2026-10-31,2026-10-31,P,1,2026-10-31,1,H,N,2026-10-31,S,2026-10-31,2026-10-31,EUR,ACLASS,49,MIS_REFERENCE_13,D,I,2026-10-31,S,H
025,100000001400,PROD,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,2026-11-01,I,2026-11-01,2026-11-01,2026-11-01,P,1,2026-11-01,1,H,N,2026-11-01,S,2026-11-01,2026-11-01,BRL,ACLASS,23,MIS_REFERENCE_14,D,I,2026-11-01,C,H
001,100000001401,PROD,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,2026-11-02,I,2026-11-02,2026-11-02,2026-11-02,P,1,2026-11-02,1,H,Y,2026-11-02,S,2026-11-02,2026-11-02,USD,ACLASS,6,MIS_REFERENCE_14,D,I,2026-11-02,L,H
002,100000001402,PROD,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,2026-11-03,I,2026-11-03,2026-11-03,2026-11-03,P,1,2026-11-03,1,H,N,2026-11-03,S,2026-11-03,2026-11-03,PEN,ACLASS,33,MIS_REFERENCE_14,D,I,2026-11-03,T,H
003,100000001403,PROD,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,2026-11-04,I,2026-11-04,2026-11-04,2026-11-04,P,1,2026-11-04,1,H,N,2026-11-04,S,2026-11-04,2026-11-04,EUR,ACLASS,59,MIS_REFERENCE_14,D,I,2026-11-04,C,H
004,100000001404,PROD,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,2026-11-05,I,2026-11-05,2026-11-05,2026-11-05,P,1,2026-11-05,1,H,N,2026-11-05,S,2026-11-05,2026-11-05,BRL,ACLASS,54,MIS_REFERENCE_14,D,I,2026-11-05,C,H
005,100000001405,PROD,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,2026-11-06,I,2026-11-06,2026-11-06,2026-11-06,P,1,2026-11-06,1,H,N,2026-11-06,S,2026-11-06,2026-11-06,USD,ACLASS,87,MIS_REFERENCE_14,D,I,2026-11-06,S,H
006,100000001406,PROD,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,2026-11-07,I,2026-11-07,2026-11-07,2026-11-07,P,1,2026-11-07,1,H,Y,2026-11-07,S,2026-11-07,2026-11-07,PEN,ACLASS,74,MIS_REFERENCE_14,D,I,2026-11-07,C,H
007,100000001407,PROD,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,2026-11-08,I,2026-11-08,2026-11-08,2026-11-08,P,1,2026-11-08,1,H,N,2026-11-08,S,2026-11-08,2026-11-08,EUR,ACLASS,72,MIS_REFERENCE_14,D,I,2026-11-08,L,H
008,100000001408,PROD,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,2026-11-09,I,2026-11-09,2026-11-09,2026-11-09,P,1,2026-11-09,1,H,N,2026-11-09,S,2026-11-09,2026-11-09,BRL,ACLASS,23,MIS_REFERENCE_14,D,I,2026-11-09,T,H
009,100000001409,PROD,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,2026-11-10,I,2026-11-10,2026-11-10,2026-11-10,P,1,2026-11-10,1,H,N,2026-11-10,S,2026-11-10,2026-11-10,USD,ACLASS,18,MIS_REFERENCE_14,D,I,2026-11-10,C,H
010,100000001410,PROD,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,2026-11-11,I,2026-11-11,2026-11-11,2026-11-11,P,1,2026-11-11,1,H,N,2026-11-11,S,2026-11-11,2026-11-11,PEN,ACLASS,60,MIS_REFERENCE_14,D,I,2026-11-11,C,H
011,100000001411,PROD,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,2026-11-12,I,2026-11-12,2026-11-12,2026-11-12,P,1,2026-11-12,1,H,Y,2026-11-12,S,2026-11-12,2026-11-12,EUR,ACLASS,12,MIS_REFERENCE_14,D,I,2026-11-12,S,H
