CONTRACT_REF_NO,EVENT_SEQ_NO,ROLE_CODE,SEQ_NO,PAYMENT_MODE,SETTLEMENT_CCY,SETTLEMENT_FCY_AMT,SETTLEMENT_LCY_AMT,SETTLEMENT_ACC_BRN,SETTLEMENT_ACCOUNT,EX_RATE,INSTRUMENT_NO,CLEARING_BANK,CLEARING_BRANCH,ROUTING_NO,END_POINT,PC_CATEGORY,EXTERNAL_ACCOUNT,EXTERNAL_ACC_NAME,CARD_NO,PAYMENT_REF_NO,FLAG_ALLOCATION,VALUE_DATE_BANK,VALUE_DATE_CUST,SECTOR_CODE,PAYMENT_REMARKS,PAY_RECEIVE,MODE_TXN_REF_NO,SOURCE_CODE,EDIT_ALLOWED,LOAN_ACCOUNT_NO,MODE_TXN_STAT,MAT_TD_ACC,TD_AC_CLASS
CONTRACT_REF_NO_,761,ROLE_CODE_179,947134,PAY,EUR,20167.100,3685.300,100,100000000179,3.53000000,INSTRUMENT_NO_179,CLEA,004,ROUTING_NO_179,END_POINT,PC_C,100000000179,100000000179,671819,PAYMENT_REF_NO_1,F,2026-06-28,2026-06-28,SECTOR_CO,PAYMENT_REMARKS_179,P,MODE_TXN_REF_NO_179,SOURCE_CODE_179,E,100000000179,M,100000000179,TD_AC_
CONTRACT_REF_NO_,756303,ROLE_CODE_180,421424,PAY,BRL,13781.000,4802.900,100,100000000180,3.80000000,INSTRUMENT_NO_180,CLEA,005,ROUTING_NO_180,END_POINT,PC_C,100000000180,100000000180,334026,PAYMENT_REF_NO_1,F,2026-06-29,2026-06-29,SECTOR_CO,PAYMENT_REMARKS_180,P,MODE_TXN_REF_NO_180,SOURCE_CODE_180,E,100000000180,M,100000000180,TD_AC_
CONTRACT_REF_NO_,914524,ROLE_CODE_181,844702,PAY,USD,9558.700,18830.300,100,100000000181,3.79000000,INSTRUMENT_NO_181,CLEA,006,ROUTING_NO_181,END_POINT,PC_C,100000000181,100000000181,628798,PAYMENT_REF_NO_1,F,2026-06-30,2026-06-30,SECTOR_CO,PAYMENT_REMARKS_181,P,MODE_TXN_REF_NO_181,SOURCE_CODE_181,E,100000000181,M,100000000181,TD_AC_
CONTRACT_REF_NO_,25494,ROLE_CODE_182,612780,PAY,PEN,23252.300,13023.100,100,100000000182,2.20000000,INSTRUMENT_NO_182,CLEA,007,ROUTING_NO_182,END_POINT,PC_C,100000000182,100000000182,300735,PAYMENT_REF_NO_1,F,2026-07-01,2026-07-01,SECTOR_CO,PAYMENT_REMARKS_182,P,MODE_TXN_REF_NO_182,SOURCE_CODE_182,E,100000000182,M,100000000182,TD_AC_
CONTRACT_REF_NO_,390099,ROLE_CODE_183,617762,PAY,EUR,21182.200,12923.500,100,100000000183,2.09000000,INSTRUMENT_NO_183,CLEA,008,ROUTING_NO_183,END_POINT,PC_C,100000000183,100000000183,551621,PAYMENT_REF_NO_1,F,2026-07-02,2026-07-02,SECTOR_CO,PAYMENT_REMARKS_183,P,MODE_TXN_REF_NO_183,SOURCE_CODE_183,E,100000000183,M,100000000183,TD_AC_
CONTRACT_REF_NO_,113197,ROLE_CODE_184,949880,PAY,BRL,22795.200,15337.900,100,100000000184,4.01000000,INSTRUMENT_NO_184,CLEA,009,ROUTING_NO_184,END_POINT,PC_C,100000000184,100000000184,607079,PAYMENT_REF_NO_1,F,2026-07-03,2026-07-03,SECTOR_CO,PAYMENT_REMARKS_184,P,MODE_TXN_REF_NO_184,SOURCE_CODE_184,E,100000000184,M,100000000184,TD_AC_
CONTRACT_REF_NO_,178115,ROLE_CODE_185,293180,PAY,USD,17438.300,9049.800,100,100000000185,4.32000000,INSTRUMENT_NO_185,CLEA,010,ROUTING_NO_185,END_POINT,PC_C,100000000185,100000000185,192346,PAYMENT_REF_NO_1,F,2026-07-04,2026-07-04,SECTOR_CO,PAYMENT_REMARKS_185,P,MODE_TXN_REF_NO_185,SOURCE_CODE_185,E,100000000185,M,100000000185,TD_AC_
CONTRACT_REF_NO_,269106,ROLE_CODE_186,905558,PAY,PEN,28696.800,181848.000,100,100000000186,2.39000000,INSTRUMENT_NO_186,CLEA,011,ROUTING_NO_186,END_POINT,PC_C,100000000186,100000000186,732540,PAYMENT_REF_NO_1,F,2026-07-05,2026-07-05,SECTOR_CO,PAYMENT_REMARKS_186,P,MODE_TXN_REF_NO_186,SOURCE_CODE_186,E,100000000186,M,100000000186,TD_AC_
CONTRACT_REF_NO_,244313,ROLE_CODE_187,712105,PAY,EUR,8617.500,1024.400,100,100000000187,4.23000000,INSTRUMENT_NO_187,CLEA,012,ROUTING_NO_187,END_POINT,PC_C,100000000187,100000000187,258918,PAYMENT_REF_NO_1,F,2026-07-06,2026-07-06,SECTOR_CO,PAYMENT_REMARKS_187,P,MODE_TXN_REF_NO_187,SOURCE_CODE_187,E,100000000187,M,100000000187,TD_AC_
CONTRACT_REF_NO_,435677,ROLE_CODE_188,5188,PAY,BRL,24061.500,16252.600,100,100000000188,3.61000000,INSTRUMENT_NO_188,CLEA,013,ROUTING_NO_188,END_POINT,PC_C,100000000188,100000000188,950610,PAYMENT_REF_NO_1,F,2026-07-07,2026-07-07,SECTOR_CO,PAYMENT_REMARKS_188,P,MODE_TXN_REF_NO_188,SOURCE_CODE_188,E,100000000188,M,100000000188,TD_AC_
CONTRACT_REF_NO_,192352,ROLE_CODE_189,635671,PAY,USD,7889.900,18801.000,100,100000000189,2.94000000,INSTRUMENT_NO_189,CLEA,014,ROUTING_NO_189,END_POINT,PC_C,100000000189,100000000189,569154,PAYMENT_REF_NO_1,F,2026-07-08,2026-07-08,SECTOR_CO,PAYMENT_REMARKS_189,P,MODE_TXN_REF_NO_189,SOURCE_CODE_189,E,100000000189,M,100000000189,TD_AC_
CONTRACT_REF_NO_,418547,ROLE_CODE_190,158182,PAY,PEN,20410.500,8616.400,100,100000000190,1.85000000,INSTRUMENT_NO_190,CLEA,015,ROUTING_NO_190,END_POINT,PC_C,100000000190,100000000190,841494,PAYMENT_REF_NO_1,F,2026-07-09,2026-07-09,SECTOR_CO,PAYMENT_REMARKS_190,P,MODE_TXN_REF_NO_190,SOURCE_CODE_190,E,100000000190,M,100000000190,TD_AC_
CONTRACT_REF_NO_,151387,ROLE_CODE_191,593218,PAY,EUR,13485.500,17951.900,100,100000000191,2.37000000,INSTRUMENT_NO_191,CLEA,016,ROUTING_NO_191,END_POINT,PC_C,100000000191,100000000191,60128,PAYMENT_REF_NO_1,F,2026-07-10,2026-07-10,SECTOR_CO,PAYMENT_REMARKS_191,P,MODE_TXN_REF_NO_191,SOURCE_CODE_191,E,100000000191,M,100000000191,TD_AC_
CONTRACT_REF_NO_,651098,ROLE_CODE_192,447542,PAY,BRL,2380.100,21108.300,100,100000000192,2.61000000,INSTRUMENT_NO_192,CLEA,017,ROUTING_NO_192,END_POINT,PC_C,100000000192,100000000192,157047,PAYMENT_REF_NO_1,F,2026-07-11,2026-07-11,SECTOR_CO,PAYMENT_REMARKS_192,P,MODE_TXN_REF_NO_192,SOURCE_CODE_192,E,100000000192,M,100000000192,TD_AC_
CONTRACT_REF_NO_,755296,ROLE_CODE_193,48152,PAY,USD,6359.800,13305.500,100,100000000193,1.71000000,INSTRUMENT_NO_193,CLEA,018,ROUTING_NO_193,END_POINT,PC_C,100000000193,100000000193,216289,PAYMENT_REF_NO_1,F,2026-07-12,2026-07-12,SECTOR_CO,PAYMENT_REMARKS_193,P,MODE_TXN_REF_NO_193,SOURCE_CODE_193,E,100000000193,M,100000000193,TD_AC_
CONTRACT_REF_NO_,980729,ROLE_CODE_194,300014,PAY,PEN,19327.100,10935.900,100,100000000194,0.87000000,INSTRUMENT_NO_194,CLEA,019,ROUTING_NO_194,END_POINT,PC_C,100000000194,100000000194,83527,PAYMENT_REF_NO_1,F,2026-07-13,2026-07-13,SECTOR_CO,PAYMENT_REMARKS_194,P,MODE_TXN_REF_NO_194,SOURCE_CODE_194,E,100000000194,M,100000000194,TD_AC_
CONTRACT_REF_NO_,387487,ROLE_CODE_195,72569,PAY,EUR,23289.400,12724.600,100,100000000195,1.19000000,INSTRUMENT_NO_195,CLEA,020,ROUTING_NO_195,END_POINT,PC_C,100000000195,100000000195,270353,PAYMENT_REF_NO_1,F,2026-07-14,2026-07-14,SECTOR_CO,PAYMENT_REMARKS_195,P,MODE_TXN_REF_NO_195,SOURCE_CODE_195,E,100000000195,M,100000000195,TD_AC_
CONTRACT_REF_NO_,662540,ROLE_CODE_196,967086,PAY,BRL,9658.000,16151.100,100,100000000196,0.98000000,INSTRUMENT_NO_196,CLEA,021,ROUTING_NO_196,END_POINT,PC_C,100000000196,100000000196,788141,PAYMENT_REF_NO_1,F,2026-07-15,2026-07-15,SECTOR_CO,PAYMENT_REMARKS_196,P,MODE_TXN_REF_NO_196,SOURCE_CODE_196,E,100000000196,M,100000000196,TD_AC_
CONTRACT_REF_NO_,862595,ROLE_CODE_197,842904,PAY,USD,1398.100,8210.800,100,100000000197,1.85000000,INSTRUMENT_NO_197,CLEA,022,ROUTING_NO_197,END_POINT,PC_C,100000000197,100000000197,176520,PAYMENT_REF_NO_1,F,2026-07-16,2026-07-16,SECTOR_CO,PAYMENT_REMARKS_197,P,MODE_TXN_REF_NO_197,SOURCE_CODE_197,E,100000000197,M,100000000197,TD_AC_
CONTRACT_REF_NO_,878639,ROLE_CODE_198,491648,PAY,PEN,8739.800,14299.700,100,100000000198,1.07000000,INSTRUMENT_NO_198,CLEA,023,ROUTING_NO_198,END_POINT,PC_C,100000000198,100000000198,865036,PAYMENT_REF_NO_1,F,2026-07-17,2026-07-17,SECTOR_CO,PAYMENT_REMARKS_198,P,MODE_TXN_REF_NO_198,SOURCE_CODE_198,E,100000000198,M,100000000198,TD_AC_
CONTRACT_REF_NO_,109918,ROLE_CODE_199,455492,PAY,EUR,11959.300,11203.300,100,100000000199,2.56000000,INSTRUMENT_NO_199,CLEA,024,ROUTING_NO_199,END_POINT,PC_C,100000000199,100000000199,270653,PAYMENT_REF_NO_1,F,2026-07-18,2026-07-18,SECTOR_CO,PAYMENT_REMARKS_199,P,MODE_TXN_REF_NO_199,SOURCE_CODE_199,E,100000000199,M,100000000199,TD_AC_
CONTRACT_REF_NO_,183645,ROLE_CODE_200,780060,PAY,BRL,1382.400,19693.200,100,100000000200,3.15000000,INSTRUMENT_NO_200,CLEA,025,ROUTING_NO_200,END_POINT,PC_C,100000000200,100000000200,177703,PAYMENT_REF_NO_2,F,2026-07-19,2026-07-19,SECTOR_CO,PAYMENT_REMARKS_200,P,MODE_TXN_REF_NO_200,SOURCE_CODE_200,E,100000000200,M,100000000200,TD_AC_
CONTRACT_REF_NO_,467299,ROLE_CODE_201,852433,PAY,USD,561.200,17537.600,100,100000000201,2.49000000,INSTRUMENT_NO_201,CLEA,001,ROUTING_NO_201,END_POINT,PC_C,100000000201,100000000201,297770,PAYMENT_REF_NO_2,F,2026-07-20,2026-07-20,SECTOR_CO,PAYMENT_REMARKS_201,P,MODE_TXN_REF_NO_201,SOURCE_CODE_201,E,100000000201,M,100000000201,TD_AC_
CONTRACT_REF_NO_,146187,ROLE_CODE_202,44007,PAY,PEN,438.800,3064.400,100,100000000202,2.37000000,INSTRUMENT_NO_202,CLEA,002,ROUTING_NO_202,END_POINT,PC_C,100000000202,100000000202,960295,PAYMENT_REF_NO_2,F,2026-07-21,2026-07-21,SECTOR_CO,PAYMENT_REMARKS_202,P,MODE_TXN_REF_NO_202,SOURCE_CODE_202,E,100000000202,M,100000000202,TD_AC_
CONTRACT_REF_NO_,580220,ROLE_CODE_203,508231,PAY,EUR,21616.500,7366.600,100,100000000203,1.71000000,INSTRUMENT_NO_203,CLEA,003,ROUTING_NO_203,END_POINT,PC_C,100000000203,100000000203,483249,PAYMENT_REF_NO_2,F,2026-07-22,2026-07-22,SECTOR_CO,PAYMENT_REMARKS_203,P,MODE_TXN_REF_NO_203,SOURCE_CODE_203,E,100000000203,M,100000000203,TD_AC_
CONTRACT_REF_NO_,856726,ROLE_CODE_204,753440,PAY,BRL,5959.100,11692.300,100,100000000204,2.94000000,INSTRUMENT_NO_204,CLEA,004,ROUTING_NO_204,END_POINT,PC_C,100000000204,100000000204,27296,PAYMENT_REF_NO_2,F,2026-07-23,2026-07-23,SECTOR_CO,PAYMENT_REMARKS_204,P,MODE_TXN_REF_NO_204,SOURCE_CODE_204,E,100000000204,M,100000000204,TD_AC_
CONTRACT_REF_NO_,677246,ROLE_CODE_205,911982,PAY,USD,3976.300,3305.700,100,100000000205,2.55000000,INSTRUMENT_NO_205,CLEA,005,ROUTING_NO_205,END_POINT,PC_C,100000000205,100000000205,609769,PAYMENT_REF_NO_2,F,2026-07-24,2026-07-24,SECTOR_CO,PAYMENT_REMARKS_205,P,MODE_TXN_REF_NO_205,SOURCE_CODE_205,E,100000000205,M,100000000205,TD_AC_
CONTRACT_REF_NO_,465651,ROLE_CODE_206,798138,PAY,PEN,9140.200,1209.300,100,100000000206,3.75000000,INSTRUMENT_NO_206,CLEA,006,ROUTING_NO_206,END_POINT,PC_C,100000000206,100000000206,733423,PAYMENT_REF_NO_2,F,2026-07-25,2026-07-25,SECTOR_CO,PAYMENT_REMARKS_206,P,MODE_TXN_REF_NO_206,SOURCE_CODE_206,E,100000000206,M,100000000206,TD_AC_
CONTRACT_REF_NO_,527657,ROLE_CODE_207,506888,PAY,EUR,20583.200,9421.500,100,100000000207,3.37000000,INSTRUMENT_NO_207,CLEA,007,ROUTING_NO_207,END_POINT,PC_C,100000000207,100000000207,297400,PAYMENT_REF_NO_2,F,2026-07-26,2026-07-26,SECTOR_CO,PAYMENT_REMARKS_207,P,MODE_TXN_REF_NO_207,SOURCE_CODE_207,E,100000000207,M,100000000207,TD_AC_
CONTRACT_REF_NO_,25854,ROLE_CODE_208,868251,PAY,BRL,9927.000,21995.700,100,100000000208,0.90000000,INSTRUMENT_NO_208,CLEA,008,ROUTING_NO_208,END_POINT,PC_C,100000000208,100000000208,399198,PAYMENT_REF_NO_2,F,2026-07-27,2026-07-27,SECTOR_CO,PAYMENT_REMARKS_208,P,MODE_TXN_REF_NO_208,SOURCE_CODE_208,E,100000000208,M,100000000208,TD_AC_
CONTRACT_REF_NO_,98689,ROLE_CODE_209,520524,PAY,USD,22624.600,632.500,100,100000000209,2.22000000,INSTRUMENT_NO_209,CLEA,009,ROUTING_NO_209,END_POINT,PC_C,100000000209,100000000209,956280,PAYMENT_REF_NO_2,F,2026-07-28,2026-07-28,SECTOR_CO,PAYMENT_REMARKS_209,P,MODE_TXN_REF_NO_209,SOURCE_CODE_209,E,100000000209,M,100000000209,TD_AC_
CONTRACT_REF_NO_,679304,ROLE_CODE_210,828220,PAY,PEN,11613.300,19174.400,100,100000000210,4.34000000,INSTRUMENT_NO_210,CLEA,010,ROUTING_NO_210,END_POINT,PC_C,100000000210,100000000210,553556,PAYMENT_REF_NO_2,F,2026-07-29,2026-07-29,SECTOR_CO,PAYMENT_REMARKS_210,P,MODE_TXN_REF_NO_210,SOURCE_CODE_210,E,100000000210,M,100000000210,TD_AC_
CONTRACT_REF_NO_,885589,ROLE_CODE_211,213611,PAY,EUR,24769.300,2242.500,100,100000000211,1.61000000,INSTRUMENT_NO_211,CLEA,011,ROUTING_NO_211,END_POINT,PC_C,100000000211,100000000211,966802,PAYMENT_REF_NO_2,F,2026-07-30,2026-07-30,SECTOR_CO,PAYMENT_REMARKS_211,P,MODE_TXN_REF_NO_211,SOURCE_CODE_211,E,100000000211,M,100000000211,TD_AC_
CONTRACT_REF_NO_,791562,ROLE_CODE_212,889395,PAY,BRL,15976.700,14169.200,100,100000000212,2.06000000,INSTRUMENT_NO_212,CLEA,012,ROUTING_NO_212,END_POINT,PC_C,100000000212,100000000212,47,PAYMENT_REF_NO_2,F,2026-07-31,2026-07-31,SECTOR_CO,PAYMENT_REMARKS_212,P,MODE_TXN_REF_NO_212,SOURCE_CODE_212,E,100000000212,M,100000000212,TD_AC_
CONTRACT_REF_NO_,893959,ROLE_CODE_213,679874,PAY,USD,9167.900,7139.400,100,100000000213,2.53000000,INSTRUMENT_NO_213,CLEA,013,ROUTING_NO_213,END_POINT,PC_C,100000000213,100000000213,113506,PAYMENT_REF_NO_2,F,2026-08-01,2026-08-01,SECTOR_CO,PAYMENT_REMARKS_213,P,MODE_TXN_REF_NO_213,SOURCE_CODE_213,E,100000000213,M,100000000213,TD_AC_
CONTRACT_REF_NO_,983521,ROLE_CODE_214,699094,PAY,PEN,20412.400,13900.500,100,100000000214,2.34000000,INSTRUMENT_NO_214,CLEA,014,ROUTING_NO_214,END_POINT,PC_C,100000000214,100000000214,483566,PAYMENT_REF_NO_2,F,2026-08-02,2026-08-02,SECTOR_CO,PAYMENT_REMARKS_214,P,MODE_TXN_REF_NO_214,SOURCE_CODE_214,E,100000000214,M,100000000214,TD_AC_
CONTRACT_REF_NO_,385141,ROLE_CODE_215,212844,PAY,EUR,4479.400,20540.400,100,100000000215,2.24000000,INSTRUMENT_NO_215,CLEA,015,ROUTING_NO_215,END_POINT,PC_C,100000000215,100000000215,425829,PAYMENT_REF_NO_2,F,2026-08-03,2026-08-03,SECTOR_CO,PAYMENT_REMARKS_215,P,MODE_TXN_REF_NO_215,SOURCE_CODE_215,E,100000000215,M,100000000215,TD_AC_
CONTRACT_REF_NO_,594343,ROLE_CODE_216,595726,PAY,BRL,10198.200,22271.300,100,100000000216,4.27000000,INSTRUMENT_NO_216,CLEA,016,ROUTING_NO_216,END_POINT,PC_C,100000000216,100000000216,309014,PAYMENT_REF_NO_2,F,2026-08-04,2026-08-04,SECTOR_CO,PAYMENT_REMARKS_216,P,MODE_TXN_REF_NO_216,SOURCE_CODE_216,E,100000000216,M,100000000216,TD_AC_
CONTRACT_REF_NO_,605184,ROLE_CODE_217,858916,PAY,USD,11137.800,12599.200,100,100000000217,1.21000000,INSTRUMENT_NO_217,CLEA,017,ROUTING_NO_217,END_POINT,PC_C,100000000217,100000000217,215983,PAYMENT_REF_NO_2,F,2026-08-05,2026-08-05,SECTOR_CO,PAYMENT_REMARKS_217,P,MODE_TXN_REF_NO_217,SOURCE_CODE_217,E,100000000217,M,100000000217,TD_AC_
CONTRACT_REF_NO_,637951,ROLE_CODE_218,447708,PAY,PEN,4562.300,22193.600,100,100000000218,3.91000000,INSTRUMENT_NO_218,CLEA,018,ROUTING_NO_218,END_POINT,PC_C,100000000218,100000000218,163961,PAYMENT_REF_NO_2,F,2026-08-06,2026-08-06,SECTOR_CO,PAYMENT_REMARKS_218,P,MODE_TXN_REF_NO_218,SOURCE_CODE_218,E,100000000218,M,100000000218,TD_AC_
CONTRACT_REF_NO_,813907,ROLE_CODE_219,575842,PAY,EUR,16727.700,11050.000,100,100000000219,0.95000000,INSTRUMENT_NO_219,CLEA,019,ROUTING_NO_219,END_POINT,PC_C,100000000219,100000000219,186477,PAYMENT_REF_NO_2,F,2026-08-07,2026-08-07,SECTOR_CO,PAYMENT_REMARKS_219,P,MODE_TXN_REF_NO_219,SOURCE_CODE_219,E,100000000219,M,100000000219,TD_AC_
CONTRACT_REF_NO_,527121,ROLE_CODE_220,855867,PAY,BRL,16652.400,19606.300,100,100000000220,2.51000000,INSTRUMENT_NO_220,CLEA,020,ROUTING_NO_220,END_POINT,PC_C,100000000220,100000000220,404431,PAYMENT_REF_NO_2,F,2026-08-08,2026-08-08,SECTOR_CO,PAYMENT_REMARKS_220,P,MODE_TXN_REF_NO_220,SOURCE_CODE_220,E,100000000220,M,100000000220,TD_AC_
CONTRACT_REF_NO_,454109,ROLE_CODE_221,980819,PAY,USD,11194.000,9405.500,100,100000000221,1.47000000,INSTRUMENT_NO_221,CLEA,021,ROUTING_NO_221,END_POINT,PC_C,100000000221,100000000221,540728,PAYMENT_REF_NO_2,F,2026-08-09,2026-08-09,SECTOR_CO,PAYMENT_REMARKS_221,P,MODE_TXN_REF_NO_221,SOURCE_CODE_221,E,100000000221,M,100000000221,TD_AC_
CONTRACT_REF_NO_,277321,ROLE_CODE_222,643072,PAY,PEN,13801.000,5682.800,100,100000000222,1.84000000,INSTRUMENT_NO_222,CLEA,022,ROUTING_NO_222,END_POINT,PC_C,100000000222,100000000222,923168,PAYMENT_REF_NO_2,F,2026-08-10,2026-08-10,SECTOR_CO,PAYMENT_REMARKS_222,P,MODE_TXN_REF_NO_222,SOURCE_CODE_222,E,100000000222,M,100000000222,TD_AC_
CONTRACT_REF_NO_,697155,ROLE_CODE_223,736739,PAY,EUR,32487.200,119488.000,100,100000000223,3.52000000,INSTRUMENT_NO_223,CLEA,023,ROUTING_NO_223,END_POINT,PC_C,100000000223,100000000223,828363,PAYMENT_REF_NO_2,F,2026-08-11,2026-08-11,SECTOR_CO,PAYMENT_REMARKS_223,P,MODE_TXN_REF_NO_223,SOURCE_CODE_223,E,100000000223,M,100000000223,TD_AC_
CONTRACT_REF_NO_,942874,ROLE_CODE_224,188906,PAY,BRL,11336.900,24720.200,100,100000000224,1.54000000,INSTRUMENT_NO_224,CLEA,024,ROUTING_NO_224,END_POINT,PC_C,100000000224,100000000224,45200,PAYMENT_REF_NO_2,F,2026-08-12,2026-08-12,SECTOR_CO,PAYMENT_REMARKS_224,P,MODE_TXN_REF_NO_224,SOURCE_CODE_224,E,100000000224,M,100000000224,TD_AC_
CONTRACT_REF_NO_,620552,ROLE_CODE_225,655331,PAY,USD,19968.700,20312.000,100,100000000225,2.37000000,INSTRUMENT_NO_225,CLEA,025,ROUTING_NO_225,END_POINT,PC_C,100000000225,100000000225,819752,PAYMENT_REF_NO_2,F,2026-08-13,2026-08-13,SECTOR_CO,PAYMENT_REMARKS_225,P,MODE_TXN_REF_NO_225,SOURCE_CODE_225,E,100000000225,M,100000000225,TD_AC_
CONTRACT_REF_NO_,276583,ROLE_CODE_226,783822,PAY,PEN,3583.300,4691.500,100,100000000226,1.48000000,INSTRUMENT_NO_226,CLEA,001,ROUTING_NO_226,END_POINT,PC_C,100000000226,100000000226,328206,PAYMENT_REF_NO_2,F,2026-08-14,2026-08-14,SECTOR_CO,PAYMENT_REMARKS_226,P,MODE_TXN_REF_NO_226,SOURCE_CODE_226,E,100000000226,M,100000000226,TD_AC_
CONTRACT_REF_NO_,61467,ROLE_CODE_227,172814,PAY,EUR,17488.800,8392.800,100,100000000227,1.73000000,INSTRUMENT_NO_227,CLEA,002,ROUTING_NO_227,END_POINT,PC_C,100000000227,100000000227,212798,PAYMENT_REF_NO_2,F,2026-08-15,2026-08-15,SECTOR_CO,PAYMENT_REMARKS_227,P,MODE_TXN_REF_NO_227,SOURCE_CODE_227,E,100000000227,M,100000000227,TD_AC_
CONTRACT_REF_NO_,632969,ROLE_CODE_228,111263,PAY,BRL,15006.300,3188.500,100,100000000228,0.99000000,INSTRUMENT_NO_228,CLEA,003,ROUTING_NO_228,END_POINT,PC_C,100000000228,100000000228,89422,PAYMENT_REF_NO_2,F,2026-08-16,2026-08-16,SECTOR_CO,PAYMENT_REMARKS_228,P,MODE_TXN_REF_NO_228,SOURCE_CODE_228,E,100000000228,M,100000000228,TD_AC_
CONTRACT_REF_NO_,524627,ROLE_CODE_229,73493,PAY,USD,9703.600,20748.000,100,100000000229,1.15000000,INSTRUMENT_NO_229,CLEA,004,ROUTING_NO_229,END_POINT,PC_C,100000000229,100000000229,527386,PAYMENT_REF_NO_2,F,2026-08-17,2026-08-17,SECTOR_CO,PAYMENT_REMARKS_229,P,MODE_TXN_REF_NO_229,SOURCE_CODE_229,E,100000000229,M,100000000229,TD_AC_
CONTRACT_REF_NO_,282801,ROLE_CODE_230,395392,PAY,PEN,16465.400,20751.800,100,100000000230,4.18000000,INSTRUMENT_NO_230,CLEA,005,ROUTING_NO_230,END_POINT,PC_C,100000000230,100000000230,19865,PAYMENT_REF_NO_2,F,2026-08-18,2026-08-18,SECTOR_CO,PAYMENT_REMARKS_230,P,MODE_TXN_REF_NO_230,SOURCE_CODE_230,E,100000000230,M,100000000230,TD_AC_
CONTRACT_REF_NO_,587905,ROLE_CODE_231,354098,PAY,EUR,6981.500,616.400,100,100000000231,3.14000000,INSTRUMENT_NO_231,CLEA,006,ROUTING_NO_231,END_POINT,PC_C,100000000231,100000000231,114769,PAYMENT_REF_NO_2,F,2026-08-19,2026-08-19,SECTOR_CO,PAYMENT_REMARKS_231,P,MODE_TXN_REF_NO_231,SOURCE_CODE_231,E,100000000231,M,100000000231,TD_AC_
CONTRACT_REF_NO_,76599,ROLE_CODE_232,967596,PAY,BRL,9117.600,14102.900,100,100000000232,1.82000000,INSTRUMENT_NO_232,CLEA,007,ROUTING_NO_232,END_POINT,PC_C,100000000232,100000000232,533001,PAYMENT_REF_NO_2,F,2026-08-20,2026-08-20,SECTOR_CO,PAYMENT_REMARKS_232,P,MODE_TXN_REF_NO_232,SOURCE_CODE_232,E,100000000232,M,100000000232,TD_AC_
CONTRACT_REF_NO_,499920,ROLE_CODE_233,555786,PAY,USD,22891.000,15374.100,100,100000000233,2.58000000,INSTRUMENT_NO_233,CLEA,008,ROUTING_NO_233,END_POINT,PC_C,100000000233,100000000233,247495,PAYMENT_REF_NO_2,F,2026-08-21,2026-08-21,SECTOR_CO,PAYMENT_REMARKS_233,P,MODE_TXN_REF_NO_233,SOURCE_CODE_233,E,100000000233,M,100000000233,TD_AC_
CONTRACT_REF_NO_,935671,ROLE_CODE_234,16795,PAY,PEN,15246.400,16170.500,100,100000000234,4.41000000,INSTRUMENT_NO_234,CLEA,009,ROUTING_NO_234,END_POINT,PC_C,100000000234,100000000234,780964,PAYMENT_REF_NO_2,F,2026-08-22,2026-08-22,SECTOR_CO,PAYMENT_REMARKS_234,P,MODE_TXN_REF_NO_234,SOURCE_CODE_234,E,100000000234,M,100000000234,TD_AC_
CONTRACT_REF_NO_,193490,ROLE_CODE_235,689362,PAY,EUR,23645.000,15405.800,100,100000000235,2.45000000,INSTRUMENT_NO_235,CLEA,010,ROUTING_NO_235,END_POINT,PC_C,100000000235,100000000235,96488,PAYMENT_REF_NO_2,F,2026-08-23,2026-08-23,SECTOR_CO,PAYMENT_REMARKS_235,P,MODE_TXN_REF_NO_235,SOURCE_CODE_235,E,100000000235,M,100000000235,TD_AC_
CONTRACT_REF_NO_,97758,ROLE_CODE_236,888064,PAY,BRL,4840.900,2649.800,100,100000000236,4.02000000,INSTRUMENT_NO_236,CLEA,011,ROUTING_NO_236,END_POINT,PC_C,100000000236,100000000236,505848,PAYMENT_REF_NO_2,F,2026-08-24,2026-08-24,SECTOR_CO,PAYMENT_REMARKS_236,P,MODE_TXN_REF_NO_236,SOURCE_CODE_236,E,100000000236,M,100000000236,TD_AC_
CONTRACT_REF_NO_,683395,ROLE_CODE_237,186467,PAY,USD,3170.600,12874.900,100,100000000237,2.07000000,INSTRUMENT_NO_237,CLEA,012,ROUTING_NO_237,END_POINT,PC_C,100000000237,100000000237,816709,PAYMENT_REF_NO_2,F,2026-08-25,2026-08-25,SECTOR_CO,PAYMENT_REMARKS_237,P,MODE_TXN_REF_NO_237,SOURCE_CODE_237,E,100000000237,M,100000000237,TD_AC_
CONTRACT_REF_NO_,970595,ROLE_CODE_238,534105,PAY,PEN,16408.600,2618.000,100,100000000238,1.90000000,INSTRUMENT_NO_238,CLEA,013,ROUTING_NO_238,END_POINT,PC_C,100000000238,100000000238,833231,PAYMENT_REF_NO_2,F,2026-08-26,2026-08-26,SECTOR_CO,PAYMENT_REMARKS_238,P,MODE_TXN_REF_NO_238,SOURCE_CODE_238,E,100000000238,M,100000000238,TD_AC_
