DIRECTION,PRODUCT_CODE,TXN_BRANCH,END_POINT,REFERENCE_NO,REM_CUST,BEN_CUST,REM_ACCOUNT,BEN_ACCOUNT,REM_DETAILS1,REM_DETAILS2,REM_DETAILS3,BENE_DETAILS1,BENE_DETAILS2,BENE_DETAILS3,ACC_BRANCH,ACC_CCY,ACC_CCY_AMT,INSTRUMENT_CCY,INSTRUMENT_AMT,EXCH_RATE,INSTRUMENT_NO_1,INSTRUMENT_NO_2,STATUS,TXN_DATE,INSTRUMENT_DATE,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,LATE_CLG_FLG,ERR_CODE,REJECT_REASON,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,XREF,SCODE,SERIAL_NO,ENTRY_NO,MODULE_REFERENCE_NO,EVENT_SEQ_NO,MODULE_CODE,BENE_CCY,MOD_NO,DIN,DIN_DATE,REMARKS,ONCE_AUTH,CONSIDER_FOR_REG_CC,SPL_CHQ_FLG,DEPOSIT_PLACE,LOCAL_CLEARING,DOCUMENT_TYPE,ADDL_RETENTION_DAYS,BULK,OPERATION_CODE,LOT_CORELATIVE_NO,ORG_ACCOUNT,EXT_ACCOUNT,ADJ_AMT,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
D,CARD,011,END_POINT,TRN000000001511,REM_CUST_151,BEN_CUST_151,100000001511,100000001511,REM_DETAILS1_1511,REM_DETAILS2_1511,REM_DETAILS3_1511,BENE_DETAILS1_1511,BENE_DETAILS2_1511,BENE_DETAILS3_1511,011,EUR,13238.000,EUR,20149.800,2.910000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-20,2026-02-20,2026-02-20,2026-02-20,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1511,L,ERR_CODE_1511,REJECT_REASON_1511,O,A,MAKER_ID_151,2026-02-20,CHECKER_ID_1,2026-02-20,XREF_1511,SCODE_1511,SERIAL_NO_1511,548812,TRN000000001511,642202,MO,EUR,9295,DIN_1511,2026-02-20,REMARKS_1511,Y,C,S,DEPOSIT_PLACE_1511,L,DOCUMENT_TYPE_1511,3,B,OPERATI,LOT_CORELATIVE_N,100000001511,100000001511,21738.300,HOUS,DOC_TRACK_NUM_1,DATA_1_1511,DATA_2_1511,DATA_3_1511,DATA_4_1511,DATA_5_1511,DATA_6_1511,DATA_7_1511,DATA_8_1511,DATA_9_1511,C,BATCH_REF_NO_1511,REV,TXN0000000000001511,SAV_,S
D,CLRG,012,END_POINT,TRN000000001512,REM_CUST_151,BEN_CUST_151,100000001512,100000001512,REM_DETAILS1_1512,REM_DETAILS2_1512,REM_DETAILS3_1512,BENE_DETAILS1_1512,BENE_DETAILS2_1512,BENE_DETAILS3_1512,012,BRL,17910.600,BRL,5271.900,3.050000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-21,2026-02-21,2026-02-21,2026-02-21,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1512,L,ERR_CODE_1512,REJECT_REASON_1512,O,A,MAKER_ID_151,2026-02-21,CHECKER_ID_1,2026-02-21,XREF_1512,SCODE_1512,SERIAL_NO_1512,307287,TRN000000001512,750031,MO,BRL,8061,DIN_1512,2026-02-21,REMARKS_1512,Y,C,S,DEPOSIT_PLACE_1512,L,DOCUMENT_TYPE_1512,10,B,OPERATI,LOT_CORELATIVE_N,100000001512,100000001512,22371.300,HOUS,DOC_TRACK_NUM_1,DATA_1_1512,DATA_2_1512,DATA_3_1512,DATA_4_1512,DATA_5_1512,DATA_6_1512,DATA_7_1512,DATA_8_1512,DATA_9_1512,C,BATCH_REF_NO_1512,PAY,TXN0000000000001512,SAV_,S
D,SAV1,013,END_POINT,TRN000000001513,REM_CUST_151,BEN_CUST_151,100000001513,100000001513,REM_DETAILS1_1513,REM_DETAILS2_1513,REM_DETAILS3_1513,BENE_DETAILS1_1513,BENE_DETAILS2_1513,BENE_DETAILS3_1513,013,USD,12369.200,USD,16277.200,1.360000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-22,2026-02-22,2026-02-22,2026-02-22,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1513,L,ERR_CODE_1513,REJECT_REASON_1513,O,A,MAKER_ID_151,2026-02-22,CHECKER_ID_1,2026-02-22,XREF_1513,SCODE_1513,SERIAL_NO_1513,457934,TRN000000001513,591132,MO,USD,3456,DIN_1513,2026-02-22,REMARKS_1513,Y,C,S,DEPOSIT_PLACE_1513,L,DOCUMENT_TYPE_1513,15,B,OPERATI,LOT_CORELATIVE_N,100000001513,100000001513,9168.400,HOUS,DOC_TRACK_NUM_1,DATA_1_1513,DATA_2_1513,DATA_3_1513,DATA_4_1513,DATA_5_1513,DATA_6_1513,DATA_7_1513,DATA_8_1513,DATA_9_1513,C,BATCH_REF_NO_1513,ATM,TXN0000000000001513,SAV_,S
D,CURR,014,END_POINT,TRN000000001514,REM_CUST_151,BEN_CUST_151,100000001514,100000001514,REM_DETAILS1_1514,REM_DETAILS2_1514,REM_DETAILS3_1514,BENE_DETAILS1_1514,BENE_DETAILS2_1514,BENE_DETAILS3_1514,014,PEN,52.300,PEN,12262.000,4.050000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-23,2026-02-23,2026-02-23,2026-02-23,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1514,L,ERR_CODE_1514,REJECT_REASON_1514,O,A,MAKER_ID_151,2026-02-23,CHECKER_ID_1,2026-02-23,XREF_1514,SCODE_1514,SERIAL_NO_1514,234151,TRN000000001514,16216,MO,PEN,5523,DIN_1514,2026-02-23,REMARKS_1514,Y,C,S,DEPOSIT_PLACE_1514,L,DOCUMENT_TYPE_1514,34,B,OPERATI,LOT_CORELATIVE_N,100000001514,100000001514,19016.900,HOUS,DOC_TRACK_NUM_1,DATA_1_1514,DATA_2_1514,DATA_3_1514,DATA_4_1514,DATA_5_1514,DATA_6_1514,DATA_7_1514,DATA_8_1514,DATA_9_1514,C,BATCH_REF_NO_1514,DEP,TXN0000000000001514,SAV_,S
D,LOAN,015,END_POINT,TRN000000001515,REM_CUST_151,BEN_CUST_151,100000001515,100000001515,REM_DETAILS1_1515,REM_DETAILS2_1515,REM_DETAILS3_1515,BENE_DETAILS1_1515,BENE_DETAILS2_1515,BENE_DETAILS3_1515,015,EUR,3063.400,EUR,20479.100,3.280000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-24,2026-02-24,2026-02-24,2026-02-24,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1515,L,ERR_CODE_1515,REJECT_REASON_1515,O,A,MAKER_ID_151,2026-02-24,CHECKER_ID_1,2026-02-24,XREF_1515,SCODE_1515,SERIAL_NO_1515,623570,TRN000000001515,796118,MO,EUR,8317,DIN_1515,2026-02-24,REMARKS_1515,Y,C,S,DEPOSIT_PLACE_1515,L,DOCUMENT_TYPE_1515,7,B,OPERATI,LOT_CORELATIVE_N,100000001515,100000001515,623.300,HOUS,DOC_TRACK_NUM_1,DATA_1_1515,DATA_2_1515,DATA_3_1515,DATA_4_1515,DATA_5_1515,DATA_6_1515,DATA_7_1515,DATA_8_1515,DATA_9_1515,C,BATCH_REF_NO_1515,WDR,TXN0000000000001515,SAV_,S
D,TD01,016,END_POINT,TRN000000001516,REM_CUST_151,BEN_CUST_151,100000001516,100000001516,REM_DETAILS1_1516,REM_DETAILS2_1516,REM_DETAILS3_1516,BENE_DETAILS1_1516,BENE_DETAILS2_1516,BENE_DETAILS3_1516,016,BRL,15406.000,BRL,10052.100,3.540000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-25,2026-02-25,2026-02-25,2026-02-25,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1516,L,ERR_CODE_1516,REJECT_REASON_1516,O,A,MAKER_ID_151,2026-02-25,CHECKER_ID_1,2026-02-25,XREF_1516,SCODE_1516,SERIAL_NO_1516,988244,TRN000000001516,960815,MO,BRL,485,DIN_1516,2026-02-25,REMARKS_1516,Y,C,S,DEPOSIT_PLACE_1516,L,DOCUMENT_TYPE_1516,30,B,OPERATI,LOT_CORELATIVE_N,100000001516,100000001516,3916.700,HOUS,DOC_TRACK_NUM_1,DATA_1_1516,DATA_2_1516,DATA_3_1516,DATA_4_1516,DATA_5_1516,DATA_6_1516,DATA_7_1516,DATA_8_1516,DATA_9_1516,C,BATCH_REF_NO_1516,TRF,TXN0000000000001516,SAV_,S
D,CARD,017,END_POINT,TRN000000001517,REM_CUST_151,BEN_CUST_151,100000001517,100000001517,REM_DETAILS1_1517,REM_DETAILS2_1517,REM_DETAILS3_1517,BENE_DETAILS1_1517,BENE_DETAILS2_1517,BENE_DETAILS3_1517,017,USD,12372.700,USD,20628.200,3.610000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-26,2026-02-26,2026-02-26,2026-02-26,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1517,L,ERR_CODE_1517,REJECT_REASON_1517,O,A,MAKER_ID_151,2026-02-26,CHECKER_ID_1,2026-02-26,XREF_1517,SCODE_1517,SERIAL_NO_1517,903837,TRN000000001517,970445,MO,USD,7065,DIN_1517,2026-02-26,REMARKS_1517,Y,C,S,DEPOSIT_PLACE_1517,L,DOCUMENT_TYPE_1517,5,B,OPERATI,LOT_CORELATIVE_N,100000001517,100000001517,22075.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1517,DATA_2_1517,DATA_3_1517,DATA_4_1517,DATA_5_1517,DATA_6_1517,DATA_7_1517,DATA_8_1517,DATA_9_1517,C,BATCH_REF_NO_1517,FEE,TXN0000000000001517,SAV_,S
D,CLRG,018,END_POINT,TRN000000001518,REM_CUST_151,BEN_CUST_151,100000001518,100000001518,REM_DETAILS1_1518,REM_DETAILS2_1518,REM_DETAILS3_1518,BENE_DETAILS1_1518,BENE_DETAILS2_1518,BENE_DETAILS3_1518,018,PEN,140000.000,PEN,54615.200,0.910000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-27,2026-02-27,2026-02-27,2026-02-27,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1518,L,ERR_CODE_1518,REJECT_REASON_1518,O,A,MAKER_ID_151,2026-02-27,CHECKER_ID_1,2026-02-27,XREF_1518,SCODE_1518,SERIAL_NO_1518,488265,TRN000000001518,68116,MO,PEN,5942,DIN_1518,2026-02-27,REMARKS_1518,Y,C,S,DEPOSIT_PLACE_1518,L,DOCUMENT_TYPE_1518,25,B,OPERATI,LOT_CORELATIVE_N,100000001518,100000001518,174204.800,HOUS,DOC_TRACK_NUM_1,DATA_1_1518,DATA_2_1518,DATA_3_1518,DATA_4_1518,DATA_5_1518,DATA_6_1518,DATA_7_1518,DATA_8_1518,DATA_9_1518,C,BATCH_REF_NO_1518,INT,TXN0000000000001518,SAV_,S
D,SAV1,019,END_POINT,TRN000000001519,REM_CUST_151,BEN_CUST_151,100000001519,100000001519,REM_DETAILS1_1519,REM_DETAILS2_1519,REM_DETAILS3_1519,BENE_DETAILS1_1519,BENE_DETAILS2_1519,BENE_DETAILS3_1519,019,EUR,2639.700,EUR,17916.200,1.690000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-02-28,2026-02-28,2026-02-28,2026-02-28,BANK_CODE,019,SECTOR_CO,ROUTING_NO_1519,L,ERR_CODE_1519,REJECT_REASON_1519,O,U,MAKER_ID_151,2026-02-28,CHECKER_ID_1,2026-02-28,XREF_1519,SCODE_1519,SERIAL_NO_1519,121707,TRN000000001519,715178,MO,EUR,8527,DIN_1519,2026-02-28,REMARKS_1519,Y,C,S,DEPOSIT_PLACE_1519,L,DOCUMENT_TYPE_1519,14,B,OPERATI,LOT_CORELATIVE_N,100000001519,100000001519,22523.300,HOUS,DOC_TRACK_NUM_1,DATA_1_1519,DATA_2_1519,DATA_3_1519,DATA_4_1519,DATA_5_1519,DATA_6_1519,DATA_7_1519,DATA_8_1519,DATA_9_1519,C,BATCH_REF_NO_1519,REV,TXN0000000000001519,SAV_,S
D,CURR,020,END_POINT,TRN000000001520,REM_CUST_152,BEN_CUST_152,100000001520,100000001520,REM_DETAILS1_1520,REM_DETAILS2_1520,REM_DETAILS3_1520,BENE_DETAILS1_1520,BENE_DETAILS2_1520,BENE_DETAILS3_1520,020,BRL,21085.800,BRL,8950.600,1.170000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-01,2026-03-01,2026-03-01,2026-03-01,BANK_CODE,020,SECTOR_CO,ROUTING_NO_1520,L,ERR_CODE_1520,REJECT_REASON_1520,O,A,MAKER_ID_152,2026-03-01,CHECKER_ID_1,2026-03-01,XREF_1520,SCODE_1520,SERIAL_NO_1520,508895,TRN000000001520,786233,MO,BRL,8012,DIN_1520,2026-03-01,REMARKS_1520,Y,C,S,DEPOSIT_PLACE_1520,L,DOCUMENT_TYPE_1520,19,B,OPERATI,LOT_CORELATIVE_N,100000001520,100000001520,23926.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1520,DATA_2_1520,DATA_3_1520,DATA_4_1520,DATA_5_1520,DATA_6_1520,DATA_7_1520,DATA_8_1520,DATA_9_1520,C,BATCH_REF_NO_1520,PAY,TXN0000000000001520,SAV_,S
D,LOAN,021,END_POINT,TRN000000001521,REM_CUST_152,BEN_CUST_152,100000001521,100000001521,REM_DETAILS1_1521,REM_DETAILS2_1521,REM_DETAILS3_1521,BENE_DETAILS1_1521,BENE_DETAILS2_1521,BENE_DETAILS3_1521,021,USD,22766.700,USD,16451.500,1.090000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-02,2026-03-02,2026-03-02,2026-03-02,BANK_CODE,021,SECTOR_CO,ROUTING_NO_1521,L,ERR_CODE_1521,REJECT_REASON_1521,O,A,MAKER_ID_152,2026-03-02,CHECKER_ID_1,2026-03-02,XREF_1521,SCODE_1521,SERIAL_NO_1521,236552,TRN000000001521,874020,MO,USD,6393,DIN_1521,2026-03-02,REMARKS_1521,Y,C,S,DEPOSIT_PLACE_1521,L,DOCUMENT_TYPE_1521,4,B,OPERATI,LOT_CORELATIVE_N,100000001521,100000001521,9686.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1521,DATA_2_1521,DATA_3_1521,DATA_4_1521,DATA_5_1521,DATA_6_1521,DATA_7_1521,DATA_8_1521,DATA_9_1521,C,BATCH_REF_NO_1521,ATM,TXN0000000000001521,SAV_,S
D,TD01,022,END_POINT,TRN000000001522,REM_CUST_152,BEN_CUST_152,100000001522,100000001522,REM_DETAILS1_1522,REM_DETAILS2_1522,REM_DETAILS3_1522,BENE_DETAILS1_1522,BENE_DETAILS2_1522,BENE_DETAILS3_1522,022,PEN,14096.200,PEN,15881.500,3.650000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-03,2026-03-03,2026-03-03,2026-03-03,BANK_CODE,022,SECTOR_CO,ROUTING_NO_1522,L,ERR_CODE_1522,REJECT_REASON_1522,O,A,MAKER_ID_152,2026-03-03,CHECKER_ID_1,2026-03-03,XREF_1522,SCODE_1522,SERIAL_NO_1522,134800,TRN000000001522,202933,MO,PEN,4387,DIN_1522,2026-03-03,REMARKS_1522,Y,C,S,DEPOSIT_PLACE_1522,L,DOCUMENT_TYPE_1522,33,B,OPERATI,LOT_CORELATIVE_N,100000001522,100000001522,24046.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1522,DATA_2_1522,DATA_3_1522,DATA_4_1522,DATA_5_1522,DATA_6_1522,DATA_7_1522,DATA_8_1522,DATA_9_1522,C,BATCH_REF_NO_1522,DEP,TXN0000000000001522,SAV_,S
D,CARD,023,END_POINT,TRN000000001523,REM_CUST_152,BEN_CUST_152,100000001523,100000001523,REM_DETAILS1_1523,REM_DETAILS2_1523,REM_DETAILS3_1523,BENE_DETAILS1_1523,BENE_DETAILS2_1523,BENE_DETAILS3_1523,023,EUR,17212.500,EUR,20520.100,2.510000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-04,2026-03-04,2026-03-04,2026-03-04,BANK_CODE,023,SECTOR_CO,ROUTING_NO_1523,L,ERR_CODE_1523,REJECT_REASON_1523,O,A,MAKER_ID_152,2026-03-04,CHECKER_ID_1,2026-03-04,XREF_1523,SCODE_1523,SERIAL_NO_1523,810307,TRN000000001523,932672,MO,EUR,3053,DIN_1523,2026-03-04,REMARKS_1523,Y,C,S,DEPOSIT_PLACE_1523,L,DOCUMENT_TYPE_1523,1,B,OPERATI,LOT_CORELATIVE_N,100000001523,100000001523,12923.400,HOUS,DOC_TRACK_NUM_1,DATA_1_1523,DATA_2_1523,DATA_3_1523,DATA_4_1523,DATA_5_1523,DATA_6_1523,DATA_7_1523,DATA_8_1523,DATA_9_1523,C,BATCH_REF_NO_1523,WDR,TXN0000000000001523,SAV_,S
D,CLRG,024,END_POINT,TRN000000001524,REM_CUST_152,BEN_CUST_152,100000001524,100000001524,REM_DETAILS1_1524,REM_DETAILS2_1524,REM_DETAILS3_1524,BENE_DETAILS1_1524,BENE_DETAILS2_1524,BENE_DETAILS3_1524,024,BRL,6249.300,BRL,12957.300,2.540000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-05,2026-03-05,2026-03-05,2026-03-05,BANK_CODE,024,SECTOR_CO,ROUTING_NO_1524,L,ERR_CODE_1524,REJECT_REASON_1524,O,A,MAKER_ID_152,2026-03-05,CHECKER_ID_1,2026-03-05,XREF_1524,SCODE_1524,SERIAL_NO_1524,220285,TRN000000001524,564742,MO,BRL,4125,DIN_1524,2026-03-05,REMARKS_1524,Y,C,S,DEPOSIT_PLACE_1524,L,DOCUMENT_TYPE_1524,32,B,OPERATI,LOT_CORELATIVE_N,100000001524,100000001524,9884.500,HOUS,DOC_TRACK_NUM_1,DATA_1_1524,DATA_2_1524,DATA_3_1524,DATA_4_1524,DATA_5_1524,DATA_6_1524,DATA_7_1524,DATA_8_1524,DATA_9_1524,C,BATCH_REF_NO_1524,TRF,TXN0000000000001524,SAV_,S
D,SAV1,025,END_POINT,TRN000000001525,REM_CUST_152,BEN_CUST_152,100000001525,100000001525,REM_DETAILS1_1525,REM_DETAILS2_1525,REM_DETAILS3_1525,BENE_DETAILS1_1525,BENE_DETAILS2_1525,BENE_DETAILS3_1525,025,USD,2845.200,USD,10076.000,3.600000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-06,2026-03-06,2026-03-06,2026-03-06,BANK_CODE,025,SECTOR_CO,ROUTING_NO_1525,L,ERR_CODE_1525,REJECT_REASON_1525,O,A,MAKER_ID_152,2026-03-06,CHECKER_ID_1,2026-03-06,XREF_1525,SCODE_1525,SERIAL_NO_1525,685712,TRN000000001525,985966,MO,USD,4562,DIN_1525,2026-03-06,REMARKS_1525,Y,C,S,DEPOSIT_PLACE_1525,L,DOCUMENT_TYPE_1525,28,B,OPERATI,LOT_CORELATIVE_N,100000001525,100000001525,23254.900,HOUS,DOC_TRACK_NUM_1,DATA_1_1525,DATA_2_1525,DATA_3_1525,DATA_4_1525,DATA_5_1525,DATA_6_1525,DATA_7_1525,DATA_8_1525,DATA_9_1525,C,BATCH_REF_NO_1525,FEE,TXN0000000000001525,SAV_,S
D,CURR,001,END_POINT,TRN000000001526,REM_CUST_152,BEN_CUST_152,100000001526,100000001526,REM_DETAILS1_1526,REM_DETAILS2_1526,REM_DETAILS3_1526,BENE_DETAILS1_1526,BENE_DETAILS2_1526,BENE_DETAILS3_1526,001,PEN,14579.200,PEN,3752.200,2.970000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-07,2026-03-07,2026-03-07,2026-03-07,BANK_CODE,001,SECTOR_CO,ROUTING_NO_1526,L,ERR_CODE_1526,REJECT_REASON_1526,O,A,MAKER_ID_152,2026-03-07,CHECKER_ID_1,2026-03-07,XREF_1526,SCODE_1526,SERIAL_NO_1526,669006,TRN000000001526,185096,MO,PEN,7169,DIN_1526,2026-03-07,REMARKS_1526,Y,C,S,DEPOSIT_PLACE_1526,L,DOCUMENT_TYPE_1526,14,B,OPERATI,LOT_CORELATIVE_N,100000001526,100000001526,7386.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1526,DATA_2_1526,DATA_3_1526,DATA_4_1526,DATA_5_1526,DATA_6_1526,DATA_7_1526,DATA_8_1526,DATA_9_1526,C,BATCH_REF_NO_1526,INT,TXN0000000000001526,SAV_,S
D,LOAN,002,END_POINT,TRN000000001527,REM_CUST_152,BEN_CUST_152,100000001527,100000001527,REM_DETAILS1_1527,REM_DETAILS2_1527,REM_DETAILS3_1527,BENE_DETAILS1_1527,BENE_DETAILS2_1527,BENE_DETAILS3_1527,002,EUR,20935.000,EUR,16974.700,2.870000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-08,2026-03-08,2026-03-08,2026-03-08,BANK_CODE,002,SECTOR_CO,ROUTING_NO_1527,L,ERR_CODE_1527,REJECT_REASON_1527,O,A,MAKER_ID_152,2026-03-08,CHECKER_ID_1,2026-03-08,XREF_1527,SCODE_1527,SERIAL_NO_1527,822164,TRN000000001527,859694,MO,EUR,2758,DIN_1527,2026-03-08,REMARKS_1527,Y,C,S,DEPOSIT_PLACE_1527,L,DOCUMENT_TYPE_1527,25,B,OPERATI,LOT_CORELATIVE_N,100000001527,100000001527,12464.300,HOUS,DOC_TRACK_NUM_1,DATA_1_1527,DATA_2_1527,DATA_3_1527,DATA_4_1527,DATA_5_1527,DATA_6_1527,DATA_7_1527,DATA_8_1527,DATA_9_1527,C,BATCH_REF_NO_1527,REV,TXN0000000000001527,SAV_,S
D,TD01,003,END_POINT,TRN000000001528,REM_CUST_152,BEN_CUST_152,100000001528,100000001528,REM_DETAILS1_1528,REM_DETAILS2_1528,REM_DETAILS3_1528,BENE_DETAILS1_1528,BENE_DETAILS2_1528,BENE_DETAILS3_1528,003,BRL,21535.200,BRL,7378.200,4.430000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-09,2026-03-09,2026-03-09,2026-03-09,BANK_CODE,003,SECTOR_CO,ROUTING_NO_1528,L,ERR_CODE_1528,REJECT_REASON_1528,O,A,MAKER_ID_152,2026-03-09,CHECKER_ID_1,2026-03-09,XREF_1528,SCODE_1528,SERIAL_NO_1528,88935,TRN000000001528,740353,MO,BRL,2509,DIN_1528,2026-03-09,REMARKS_1528,Y,C,S,DEPOSIT_PLACE_1528,L,DOCUMENT_TYPE_1528,2,B,OPERATI,LOT_CORELATIVE_N,100000001528,100000001528,18214.800,HOUS,DOC_TRACK_NUM_1,DATA_1_1528,DATA_2_1528,DATA_3_1528,DATA_4_1528,DATA_5_1528,DATA_6_1528,DATA_7_1528,DATA_8_1528,DATA_9_1528,C,BATCH_REF_NO_1528,PAY,TXN0000000000001528,SAV_,S
D,CARD,004,END_POINT,TRN000000001529,REM_CUST_152,BEN_CUST_152,100000001529,100000001529,REM_DETAILS1_1529,REM_DETAILS2_1529,REM_DETAILS3_1529,BENE_DETAILS1_1529,BENE_DETAILS2_1529,BENE_DETAILS3_1529,004,USD,21081.600,USD,24382.500,3.200000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-10,2026-03-10,2026-03-10,2026-03-10,BANK_CODE,004,SECTOR_CO,ROUTING_NO_1529,L,ERR_CODE_1529,REJECT_REASON_1529,O,A,MAKER_ID_152,2026-03-10,CHECKER_ID_1,2026-03-10,XREF_1529,SCODE_1529,SERIAL_NO_1529,207600,TRN000000001529,177699,MO,USD,3842,DIN_1529,2026-03-10,REMARKS_1529,Y,C,S,DEPOSIT_PLACE_1529,L,DOCUMENT_TYPE_1529,7,B,OPERATI,LOT_CORELATIVE_N,100000001529,100000001529,14573.700,HOUS,DOC_TRACK_NUM_1,DATA_1_1529,DATA_2_1529,DATA_3_1529,DATA_4_1529,DATA_5_1529,DATA_6_1529,DATA_7_1529,DATA_8_1529,DATA_9_1529,C,BATCH_REF_NO_1529,ATM,TXN0000000000001529,SAV_,S
D,CLRG,005,END_POINT,TRN000000001530,REM_CUST_153,BEN_CUST_153,100000001530,100000001530,REM_DETAILS1_1530,REM_DETAILS2_1530,REM_DETAILS3_1530,BENE_DETAILS1_1530,BENE_DETAILS2_1530,BENE_DETAILS3_1530,005,PEN,13950.300,PEN,6561.600,3.830000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-11,2026-03-11,2026-03-11,2026-03-11,BANK_CODE,005,SECTOR_CO,ROUTING_NO_1530,L,ERR_CODE_1530,REJECT_REASON_1530,O,A,MAKER_ID_153,2026-03-11,CHECKER_ID_1,2026-03-11,XREF_1530,SCODE_1530,SERIAL_NO_1530,480061,TRN000000001530,181750,MO,PEN,5029,DIN_1530,2026-03-11,REMARKS_1530,Y,C,S,DEPOSIT_PLACE_1530,L,DOCUMENT_TYPE_1530,19,B,OPERATI,LOT_CORELATIVE_N,100000001530,100000001530,10112.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1530,DATA_2_1530,DATA_3_1530,DATA_4_1530,DATA_5_1530,DATA_6_1530,DATA_7_1530,DATA_8_1530,DATA_9_1530,C,BATCH_REF_NO_1530,DEP,TXN0000000000001530,SAV_,S
D,SAV1,006,END_POINT,TRN000000001531,REM_CUST_153,BEN_CUST_153,100000001531,100000001531,REM_DETAILS1_1531,REM_DETAILS2_1531,REM_DETAILS3_1531,BENE_DETAILS1_1531,BENE_DETAILS2_1531,BENE_DETAILS3_1531,006,EUR,12913.800,EUR,17760.200,3.330000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-03-12,2026-03-12,2026-03-12,2026-03-12,BANK_CODE,006,SECTOR_CO,ROUTING_NO_1531,L,ERR_CODE_1531,REJECT_REASON_1531,O,A,MAKER_ID_153,2026-03-12,CHECKER_ID_1,2026-03-12,XREF_1531,SCODE_1531,SERIAL_NO_1531,370485,TRN000000001531,146658,MO,EUR,4673,DIN_1531,2026-03-12,REMARKS_1531,Y,C,S,DEPOSIT_PLACE_1531,L,DOCUMENT_TYPE_1531,5,B,OPERATI,LOT_CORELATIVE_N,100000001531,100000001531,13233.200,HOUS,DOC_TRACK_NUM_1,DATA_1_1531,DATA_2_1531,DATA_3_1531,DATA_4_1531,DATA_5_1531,DATA_6_1531,DATA_7_1531,DATA_8_1531,DATA_9_1531,C,BATCH_REF_NO_1531,WDR,TXN0000000000001531,SAV_,S
