TXN_ID,TXN_MODE,MSG_SEQ_NO,TRANS_DATE,PROCESSED_DATE,SOUCE_CODE,MSG_TYPE_CODE,SCR_FI_NO,SCR_TERM_NO,SCR_SEQ_NO,TRANS_CODE,TRANS_SIGN,SCR_TERM_TYPE,SCR_BUSN_DATE,SCR_ABA_NO,SCR_BRANCH_NO,SCR_RCPT_NO,SCR_PASS_THRU,HOST_2_REG_DATA,FORCE_IND,REVERSAL_IND,TRANS_AC_NO,FC_AC_BRANCH,FC_AC_NO,TRANS_AMOUNT,TRANS_AMOUNT_SIGN,TRANS_CCY,FIN_INST_NO,HOST_BUSN_DATE,STND_AUTH_TYPE,STND_AUTH_MTHD,STND_RESULT_CODE,TRACK_DATA,CARD_APP_CD,CARD_NO,MSG_CODE,OTH_FI_NO,OTH_APP_CD,INTERNAL_IND,PAY_CD,PAY_ACC,COMPL_DATA,TRN_REF_NO,TRANS_STATUS,TRANS_MATCH_STATUS,REV_TXN_ID,REC_TYPE,AC_AVL_BAL,AC_AVL_BAL_SIGN,AC_CURR_BAL,AC_CURR_BAL_SIGN,ERR_CODE,ERR_PARAM,EXTENDED_CODE,TRN_DAY,JOB_NO,DD_LAST_UPD,DD_CREATION_DT,DD_ID
TXN0000000000001756,T,8246,2026-10-23,2026-10-23,SOUCE_CODE_1756,MS,SCR_FI_NO_1,SCR_TERM,552450,TRANS_,T,SC,2026-10-23,SCR_ABA_NO_,006,SCR_RCPT_N,SCR_PASS_THRU_1756,HOST_2_REG_DATA_1756,Y,N,TRANS_AC_NO_1756,006,FC_AC_NO_1756,7400.800,T,BRL,FIN_INST_NO,2026-10-23,S,S,STND,TRACK_DATA_1756,CA,CARD_NO_1756,2828,OTH_FI_NO_1,OT,1,PAY_,100000001756,COMPL_DATA_1756,TRN000000001756,A,A,REV_TXN_ID_1756,REC_TYPE_1756,24516.700,18,22811.400,77,ERR_CODE_17,ERR_PARAM_1756,EXTEN,4,56,2026-10-23 03:45:00,2026-10-23 03:45:00,1756
TXN0000000000001757,T,358128,2026-10-24,2026-10-24,SOUCE_CODE_1757,MS,SCR_FI_NO_1,SCR_TERM,598487,TRANS_,T,SC,2026-10-24,SCR_ABA_NO_,007,SCR_RCPT_N,SCR_PASS_THRU_1757,HOST_2_REG_DATA_1757,N,N,TRANS_AC_NO_1757,007,FC_AC_NO_1757,8176.100,T,USD,FIN_INST_NO,2026-10-24,S,S,STND,TRACK_DATA_1757,CA,CARD_NO_1757,8148,OTH_FI_NO_1,OT,4,PAY_,100000001757,COMPL_DATA_1757,TRN000000001757,A,A,REV_TXN_ID_1757,REC_TYPE_1757,1261.800,3,7340.900,50,ERR_CODE_17,ERR_PARAM_1757,EXTEN,5,57,2026-10-24 04:52:00,2026-10-24 04:52:00,1757
TXN0000000000001758,T,57249,2026-10-25,2026-10-25,SOUCE_CODE_1758,MS,SCR_FI_NO_1,SCR_TERM,995105,TRANS_,T,SC,2026-10-25,SCR_ABA_NO_,008,SCR_RCPT_N,SCR_PASS_THRU_1758,HOST_2_REG_DATA_1758,N,N,TRANS_AC_NO_1758,008,FC_AC_NO_1758,17539.200,T,PEN,FIN_INST_NO,2026-10-25,S,S,STND,TRACK_DATA_1758,CA,CARD_NO_1758,6535,OTH_FI_NO_1,OT,9,PAY_,100000001758,COMPL_DATA_1758,TRN000000001758,A,A,REV_TXN_ID_1758,REC_TYPE_1758,17798.900,25,22397.400,26,ERR_CODE_17,ERR_PARAM_1758,EXTEN,7,58,2026-10-25 05:59:00,2026-10-25 05:59:00,1758
TXN0000000000001759,T,757694,2026-10-26,2026-10-26,SOUCE_CODE_1759,MS,SCR_FI_NO_1,SCR_TERM,933408,TRANS_,T,SC,2026-10-26,SCR_ABA_NO_,009,SCR_RCPT_N,SCR_PASS_THRU_1759,HOST_2_REG_DATA_1759,N,N,TRANS_AC_NO_1759,009,FC_AC_NO_1759,21082.700,T,EUR,FIN_INST_NO,2026-10-26,S,S,STND,TRACK_DATA_1759,CA,CARD_NO_1759,1991,OTH_FI_NO_1,OT,9,PAY_,100000001759,COMPL_DATA_1759,TRN000000001759,A,A,REV_TXN_ID_1759,REC_TYPE_1759,3193.800,98,18261.500,17,ERR_CODE_17,ERR_PARAM_1759,EXTEN,4,59,2026-10-26 06:06:00,2026-10-26 06:06:00,1759
TXN0000000000001760,T,401311,2026-10-27,2026-10-27,SOUCE_CODE_1760,MS,SCR_FI_NO_1,SCR_TERM,861142,TRANS_,T,SC,2026-10-27,SCR_ABA_NO_,010,SCR_RCPT_N,SCR_PASS_THRU_1760,HOST_2_REG_DATA_1760,N,N,TRANS_AC_NO_1760,010,FC_AC_NO_1760,1528.100,T,BRL,FIN_INST_NO,2026-10-27,S,S,STND,TRACK_DATA_1760,CA,CARD_NO_1760,5690,OTH_FI_NO_1,OT,3,PAY_,100000001760,COMPL_DATA_1760,TRN000000001760,A,A,REV_TXN_ID_1760,REC_TYPE_1760,23416.100,90,922.100,71,ERR_CODE_17,ERR_PARAM_1760,EXTEN,6,60,2026-10-27 07:13:00,2026-10-27 07:13:00,1760
TXN0000000000001761,T,677479,2026-10-28,2026-10-28,SOUCE_CODE_1761,MS,SCR_FI_NO_1,SCR_TERM,736861,TRANS_,T,SC,2026-10-28,SCR_ABA_NO_,011,SCR_RCPT_N,SCR_PASS_THRU_1761,HOST_2_REG_DATA_1761,Y,N,TRANS_AC_NO_1761,011,FC_AC_NO_1761,14614.500,T,USD,FIN_INST_NO,2026-10-28,S,S,STND,TRACK_DATA_1761,CA,CARD_NO_1761,1925,OTH_FI_NO_1,OT,4,PAY_,100000001761,COMPL_DATA_1761,TRN000000001761,A,A,REV_TXN_ID_1761,REC_TYPE_1761,1178.000,93,19828.400,28,ERR_CODE_17,ERR_PARAM_1761,EXTEN,0,61,2026-10-28 08:20:00,2026-10-28 08:20:00,1761
TXN0000000000001762,T,997387,2026-10-29,2026-10-29,SOUCE_CODE_1762,MS,SCR_FI_NO_1,SCR_TERM,379756,TRANS_,T,SC,2026-10-29,SCR_ABA_NO_,012,SCR_RCPT_N,SCR_PASS_THRU_1762,HOST_2_REG_DATA_1762,N,N,TRANS_AC_NO_1762,012,FC_AC_NO_1762,12450.900,T,PEN,FIN_INST_NO,2026-10-29,S,S,STND,TRACK_DATA_1762,CA,CARD_NO_1762,3379,OTH_FI_NO_1,OT,5,PAY_,100000001762,COMPL_DATA_1762,TRN000000001762,A,A,REV_TXN_ID_1762,REC_TYPE_1762,22923.800,93,676.800,19,ERR_CODE_17,ERR_PARAM_1762,EXTEN,4,62,2026-10-29 09:27:00,2026-10-29 09:27:00,1762
TXN0000000000001763,T,244153,2026-10-30,2026-10-30,SOUCE_CODE_1763,MS,SCR_FI_NO_1,SCR_TERM,870928,TRANS_,T,SC,2026-10-30,SCR_ABA_NO_,013,SCR_RCPT_N,SCR_PASS_THRU_1763,HOST_2_REG_DATA_1763,N,N,TRANS_AC_NO_1763,013,FC_AC_NO_1763,24622.500,T,EUR,FIN_INST_NO,2026-10-30,S,S,STND,TRACK_DATA_1763,CA,CARD_NO_1763,4920,OTH_FI_NO_1,OT,1,PAY_,100000001763,COMPL_DATA_1763,TRN000000001763,A,A,REV_TXN_ID_1763,REC_TYPE_1763,24654.000,52,12002.600,41,ERR_CODE_17,ERR_PARAM_1763,EXTEN,3,63,2026-10-30 10:34:00,2026-10-30 10:34:00,1763
TXN0000000000001764,T,469116,2026-10-31,2026-10-31,SOUCE_CODE_1764,MS,SCR_FI_NO_1,SCR_TERM,245205,TRANS_,T,SC,2026-10-31,SCR_ABA_NO_,014,SCR_RCPT_N,SCR_PASS_THRU_1764,HOST_2_REG_DATA_1764,N,N,TRANS_AC_NO_1764,014,FC_AC_NO_1764,2595.000,T,BRL,FIN_INST_NO,2026-10-31,S,S,STND,TRACK_DATA_1764,CA,CARD_NO_1764,2544,OTH_FI_NO_1,OT,9,PAY_,100000001764,COMPL_DATA_1764,TRN000000001764,A,A,REV_TXN_ID_1764,REC_TYPE_1764,15807.300,79,24883.400,71,ERR_CODE_17,ERR_PARAM_1764,EXTEN,2,64,2026-10-31 11:41:00,2026-10-31 11:41:00,1764
TXN0000000000001765,T,126120,2026-11-01,2026-11-01,SOUCE_CODE_1765,MS,SCR_FI_NO_1,SCR_TERM,251357,TRANS_,T,SC,2026-11-01,SCR_ABA_NO_,015,SCR_RCPT_N,SCR_PASS_THRU_1765,HOST_2_REG_DATA_1765,N,N,TRANS_AC_NO_1765,015,FC_AC_NO_1765,16180.600,T,USD,FIN_INST_NO,2026-11-01,S,S,STND,TRACK_DATA_1765,CA,CARD_NO_1765,4008,OTH_FI_NO_1,OT,0,PAY_,100000001765,COMPL_DATA_1765,TRN000000001765,A,A,REV_TXN_ID_1765,REC_TYPE_1765,5511.200,17,18725.300,61,ERR_CODE_17,ERR_PARAM_1765,EXTEN,2,65,2026-11-01 12:48:00,2026-11-01 12:48:00,1765
TXN0000000000001766,T,811690,2026-11-02,2026-11-02,SOUCE_CODE_1766,MS,SCR_FI_NO_1,SCR_TERM,729084,TRANS_,T,SC,2026-11-02,SCR_ABA_NO_,016,SCR_RCPT_N,SCR_PASS_THRU_1766,HOST_2_REG_DATA_1766,Y,N,TRANS_AC_NO_1766,016,FC_AC_NO_1766,4743.100,T,PEN,FIN_INST_NO,2026-11-02,S,S,STND,TRACK_DATA_1766,CA,CARD_NO_1766,5848,OTH_FI_NO_1,OT,4,PAY_,100000001766,COMPL_DATA_1766,TRN000000001766,A,A,REV_TXN_ID_1766,REC_TYPE_1766,9881.100,93,19340.300,14,ERR_CODE_17,ERR_PARAM_1766,EXTEN,1,66,2026-11-02 13:55:00,2026-11-02 13:55:00,1766
TXN0000000000001767,T,486168,2026-11-03,2026-11-03,SOUCE_CODE_1767,MS,SCR_FI_NO_1,SCR_TERM,382681,TRANS_,T,SC,2026-11-03,SCR_ABA_NO_,017,SCR_RCPT_N,SCR_PASS_THRU_1767,HOST_2_REG_DATA_1767,N,N,TRANS_AC_NO_1767,017,FC_AC_NO_1767,11643.000,T,EUR,FIN_INST_NO,2026-11-03,S,S,STND,TRACK_DATA_1767,CA,CARD_NO_1767,9650,OTH_FI_NO_1,OT,4,PAY_,100000001767,COMPL_DATA_1767,TRN000000001767,A,A,REV_TXN_ID_1767,REC_TYPE_1767,5985.500,41,5621.200,89,ERR_CODE_17,ERR_PARAM_1767,EXTEN,6,67,2026-11-03 14:02:00,2026-11-03 14:02:00,1767
TXN0000000000001768,T,53281,2026-11-04,2026-11-04,SOUCE_CODE_1768,MS,SCR_FI_NO_1,SCR_TERM,727848,TRANS_,T,SC,2026-11-04,SCR_ABA_NO_,018,SCR_RCPT_N,SCR_PASS_THRU_1768,HOST_2_REG_DATA_1768,N,Y,TRANS_AC_NO_1768,018,FC_AC_NO_1768,21876.800,T,BRL,FIN_INST_NO,2026-11-04,S,S,STND,TRACK_DATA_1768,CA,CARD_NO_1768,1474,OTH_FI_NO_1,OT,7,PAY_,100000001768,COMPL_DATA_1768,TRN000000001768,A,A,REV_TXN_ID_1768,REC_TYPE_1768,6544.800,65,10264.300,47,ERR_CODE_17,ERR_PARAM_1768,EXTEN,1,68,2026-11-04 15:09:00,2026-11-04 15:09:00,1768
TXN0000000000001769,T,462754,2026-11-05,2026-11-05,SOUCE_CODE_1769,MS,SCR_FI_NO_1,SCR_TERM,675552,TRANS_,T,SC,2026-11-05,SCR_ABA_NO_,019,SCR_RCPT_N,SCR_PASS_THRU_1769,HOST_2_REG_DATA_1769,N,N,TRANS_AC_NO_1769,019,FC_AC_NO_1769,21575.000,T,USD,FIN_INST_NO,2026-11-05,S,S,STND,TRACK_DATA_1769,CA,CARD_NO_1769,3088,OTH_FI_NO_1,OT,6,PAY_,100000001769,COMPL_DATA_1769,TRN000000001769,F,F,REV_TXN_ID_1769,REC_TYPE_1769,6928.700,52,11251.200,16,ERR_CODE_17,ERR_PARAM_1769,EXTEN,9,69,2026-11-05 16:16:00,2026-11-05 16:16:00,1769
TXN0000000000001770,T,490746,2026-11-06,2026-11-06,SOUCE_CODE_1770,MS,SCR_FI_NO_1,SCR_TERM,810422,TRANS_,T,SC,2026-11-06,SCR_ABA_NO_,020,SCR_RCPT_N,SCR_PASS_THRU_1770,HOST_2_REG_DATA_1770,N,N,TRANS_AC_NO_1770,020,FC_AC_NO_1770,21363.900,T,PEN,FIN_INST_NO,2026-11-06,S,S,STND,TRACK_DATA_1770,CA,CARD_NO_1770,3086,OTH_FI_NO_1,OT,2,PAY_,100000001770,COMPL_DATA_1770,TRN000000001770,A,A,REV_TXN_ID_1770,REC_TYPE_1770,2153.700,86,19518.700,72,ERR_CODE_17,ERR_PARAM_1770,EXTEN,7,70,2026-11-06 17:23:00,2026-11-06 17:23:00,1770
TXN0000000000001771,T,709825,2026-11-07,2026-11-07,SOUCE_CODE_1771,MS,SCR_FI_NO_1,SCR_TERM,374457,TRANS_,T,SC,2026-11-07,SCR_ABA_NO_,021,SCR_RCPT_N,SCR_PASS_THRU_1771,HOST_2_REG_DATA_1771,Y,N,TRANS_AC_NO_1771,021,FC_AC_NO_1771,121.200,T,EUR,FIN_INST_NO,2026-11-07,S,S,STND,TRACK_DATA_1771,CA,CARD_NO_1771,8367,OTH_FI_NO_1,OT,8,PAY_,100000001771,COMPL_DATA_1771,TRN000000001771,A,A,REV_TXN_ID_1771,REC_TYPE_1771,3754.800,55,17054.400,96,ERR_CODE_17,ERR_PARAM_1771,EXTEN,7,71,2026-11-07 18:30:00,2026-11-07 18:30:00,1771
TXN0000000000001772,T,847935,2026-11-08,2026-11-08,SOUCE_CODE_1772,MS,SCR_FI_NO_1,SCR_TERM,455048,TRANS_,T,SC,2026-11-08,SCR_ABA_NO_,022,SCR_RCPT_N,SCR_PASS_THRU_1772,HOST_2_REG_DATA_1772,N,N,TRANS_AC_NO_1772,022,FC_AC_NO_1772,7948.200,T,BRL,FIN_INST_NO,2026-11-08,S,S,STND,TRACK_DATA_1772,CA,CARD_NO_1772,3239,OTH_FI_NO_1,OT,8,PAY_,100000001772,COMPL_DATA_1772,TRN000000001772,A,A,REV_TXN_ID_1772,REC_TYPE_1772,14673.800,60,14679.600,26,ERR_CODE_17,ERR_PARAM_1772,EXTEN,6,72,2026-11-08 19:37:00,2026-11-08 19:37:00,1772
TXN0000000000001773,T,917839,2026-11-09,2026-11-09,SOUCE_CODE_1773,MS,SCR_FI_NO_1,SCR_TERM,130272,TRANS_,T,SC,2026-11-09,SCR_ABA_NO_,023,SCR_RCPT_N,SCR_PASS_THRU_1773,HOST_2_REG_DATA_1773,N,N,TRANS_AC_NO_1773,023,FC_AC_NO_1773,8232.900,T,USD,FIN_INST_NO,2026-11-09,S,S,STND,TRACK_DATA_1773,CA,CARD_NO_1773,725,OTH_FI_NO_1,OT,8,PAY_,100000001773,COMPL_DATA_1773,TRN000000001773,A,A,REV_TXN_ID_1773,REC_TYPE_1773,10662.300,44,820.300,37,ERR_CODE_17,ERR_PARAM_1773,EXTEN,1,73,2026-11-09 20:44:00,2026-11-09 20:44:00,1773
TXN0000000000001774,T,176131,2026-11-10,2026-11-10,SOUCE_CODE_1774,MS,SCR_FI_NO_1,SCR_TERM,55704,TRANS_,T,SC,2026-11-10,SCR_ABA_NO_,024,SCR_RCPT_N,SCR_PASS_THRU_1774,HOST_2_REG_DATA_1774,N,N,TRANS_AC_NO_1774,024,FC_AC_NO_1774,9485.700,T,PEN,FIN_INST_NO,2026-11-10,S,S,STND,TRACK_DATA_1774,CA,CARD_NO_1774,8480,OTH_FI_NO_1,OT,5,PAY_,100000001774,COMPL_DATA_1774,TRN000000001774,A,A,REV_TXN_ID_1774,REC_TYPE_1774,22816.600,24,15169.500,59,ERR_CODE_17,ERR_PARAM_1774,EXTEN,1,74,2026-11-10 21:51:00,2026-11-10 21:51:00,1774
TXN0000000000001775,T,774878,2026-11-11,2026-11-11,SOUCE_CODE_1775,MS,SCR_FI_NO_1,SCR_TERM,41445,TRANS_,T,SC,2026-11-11,SCR_ABA_NO_,025,SCR_RCPT_N,SCR_PASS_THRU_1775,HOST_2_REG_DATA_1775,N,N,TRANS_AC_NO_1775,025,FC_AC_NO_1775,9537.700,T,EUR,FIN_INST_NO,2026-11-11,S,S,STND,TRACK_DATA_1775,CA,CARD_NO_1775,4008,OTH_FI_NO_1,OT,2,PAY_,100000001775,COMPL_DATA_1775,TRN000000001775,A,A,REV_TXN_ID_1775,REC_TYPE_1775,13960.600,15,24975.600,58,ERR_CODE_17,ERR_PARAM_1775,EXTEN,1,75,2026-11-11 22:58:00,2026-11-11 22:58:00,1775
TXN0000000000001776,T,785831,2026-11-12,2026-11-12,SOUCE_CODE_1776,MS,SCR_FI_NO_1,SCR_TERM,545846,TRANS_,T,SC,2026-11-12,SCR_ABA_NO_,001,SCR_RCPT_N,SCR_PASS_THRU_1776,HOST_2_REG_DATA_1776,Y,N,TRANS_AC_NO_1776,001,FC_AC_NO_1776,17580.400,T,BRL,FIN_INST_NO,2026-11-12,S,S,STND,TRACK_DATA_1776,CA,CARD_NO_1776,9208,OTH_FI_NO_1,OT,4,PAY_,100000001776,COMPL_DATA_1776,TRN000000001776,A,A,REV_TXN_ID_1776,REC_TYPE_1776,23209.500,54,24541.200,89,ERR_CODE_17,ERR_PARAM_1776,EXTEN,0,76,2026-11-12 23:05:00,2026-11-12 23:05:00,1776
TXN0000000000001777,T,170406,2026-11-13,2026-11-13,SOUCE_CODE_1777,MS,SCR_FI_NO_1,SCR_TERM,598760,TRANS_,T,SC,2026-11-13,SCR_ABA_NO_,002,SCR_RCPT_N,SCR_PASS_THRU_1777,HOST_2_REG_DATA_1777,N,N,TRANS_AC_NO_1777,002,FC_AC_NO_1777,50055.200,T,USD,FIN_INST_NO,2026-11-13,S,S,STND,TRACK_DATA_1777,CA,CARD_NO_1777,1124,OTH_FI_NO_1,OT,7,PAY_,100000001777,COMPL_DATA_1777,TRN000000001777,A,A,REV_TXN_ID_1777,REC_TYPE_1777,199860.800,45,40462.400,91,ERR_CODE_17,ERR_PARAM_1777,EXTEN,1,77,2026-11-13 00:12:00,2026-11-13 00:12:00,1777
TXN0000000000001778,T,718207,2026-11-14,2026-11-14,SOUCE_CODE_1778,MS,SCR_FI_NO_1,SCR_TERM,813705,TRANS_,T,SC,2026-11-14,SCR_ABA_NO_,003,SCR_RCPT_N,SCR_PASS_THRU_1778,HOST_2_REG_DATA_1778,N,N,TRANS_AC_NO_1778,003,FC_AC_NO_1778,7528.000,T,PEN,FIN_INST_NO,2026-11-14,S,S,STND,TRACK_DATA_1778,CA,CARD_NO_1778,5515,OTH_FI_NO_1,OT,2,PAY_,100000001778,COMPL_DATA_1778,TRN000000001778,A,A,REV_TXN_ID_1778,REC_TYPE_1778,18233.400,42,13536.600,61,ERR_CODE_17,ERR_PARAM_1778,EXTEN,7,78,2026-11-14 01:19:00,2026-11-14 01:19:00,1778
TXN0000000000001779,T,953771,2026-11-15,2026-11-15,SOUCE_CODE_1779,MS,SCR_FI_NO_1,SCR_TERM,155928,TRANS_,T,SC,2026-11-15,SCR_ABA_NO_,004,SCR_RCPT_N,SCR_PASS_THRU_1779,HOST_2_REG_DATA_1779,N,N,TRANS_AC_NO_1779,004,FC_AC_NO_1779,4995.700,T,EUR,FIN_INST_NO,2026-11-15,S,S,STND,TRACK_DATA_1779,CA,CARD_NO_1779,4794,OTH_FI_NO_1,OT,5,PAY_,100000001779,COMPL_DATA_1779,TRN000000001779,A,A,REV_TXN_ID_1779,REC_TYPE_1779,5114.300,33,13814.200,80,ERR_CODE_17,ERR_PARAM_1779,EXTEN,7,79,2026-11-15 02:26:00,2026-11-15 02:26:00,1779
TXN0000000000001780,T,761567,2026-11-16,2026-11-16,SOUCE_CODE_1780,MS,SCR_FI_NO_1,SCR_TERM,935376,TRANS_,T,SC,2026-11-16,SCR_ABA_NO_,005,SCR_RCPT_N,SCR_PASS_THRU_1780,HOST_2_REG_DATA_1780,N,N,TRANS_AC_NO_1780,005,FC_AC_NO_1780,20966.800,T,BRL,FIN_INST_NO,2026-11-16,S,S,STND,TRACK_DATA_1780,CA,CARD_NO_1780,8452,OTH_FI_NO_1,OT,5,PAY_,100000001780,COMPL_DATA_1780,TRN000000001780,A,A,REV_TXN_ID_1780,REC_TYPE_1780,22431.100,54,24270.000,95,ERR_CODE_17,ERR_PARAM_1780,EXTEN,4,80,2026-11-16 03:33:00,2026-11-16 03:33:00,1780
TXN0000000000001781,T,739922,2026-11-17,2026-11-17,SOUCE_CODE_1781,MS,SCR_FI_NO_1,SCR_TERM,386602,TRANS_,T,SC,2026-11-17,SCR_ABA_NO_,006,SCR_RCPT_N,SCR_PASS_THRU_1781,HOST_2_REG_DATA_1781,Y,N,TRANS_AC_NO_1781,006,FC_AC_NO_1781,14309.300,T,USD,FIN_INST_NO,2026-11-17,S,S,STND,TRACK_DATA_1781,CA,CARD_NO_1781,5381,OTH_FI_NO_1,OT,6,PAY_,100000001781,COMPL_DATA_1781,TRN000000001781,A,A,REV_TXN_ID_1781,REC_TYPE_1781,13522.400,78,267.400,61,ERR_CODE_17,ERR_PARAM_1781,EXTEN,6,81,2026-11-17 04:40:00,2026-11-17 04:40:00,1781
TXN0000000000001782,T,27109,2026-11-18,2026-11-18,SOUCE_CODE_1782,MS,SCR_FI_NO_1,SCR_TERM,547176,TRANS_,T,SC,2026-11-18,SCR_ABA_NO_,007,SCR_RCPT_N,SCR_PASS_THRU_1782,HOST_2_REG_DATA_1782,N,N,TRANS_AC_NO_1782,007,FC_AC_NO_1782,4871.900,T,PEN,FIN_INST_NO,2026-11-18,S,S,STND,TRACK_DATA_1782,CA,CARD_NO_1782,1606,OTH_FI_NO_1,OT,9,PAY_,100000001782,COMPL_DATA_1782,TRN000000001782,A,A,REV_TXN_ID_1782,REC_TYPE_1782,10225.800,94,11183.700,22,ERR_CODE_17,ERR_PARAM_1782,EXTEN,5,82,2026-11-18 05:47:00,2026-11-18 05:47:00,1782
TXN0000000000001783,T,697988,2026-11-19,2026-11-19,SOUCE_CODE_1783,MS,SCR_FI_NO_1,SCR_TERM,20434,TRANS_,T,SC,2026-11-19,SCR_ABA_NO_,008,SCR_RCPT_N,SCR_PASS_THRU_1783,HOST_2_REG_DATA_1783,N,N,TRANS_AC_NO_1783,008,FC_AC_NO_1783,15602.300,T,EUR,FIN_INST_NO,2026-11-19,S,S,STND,TRACK_DATA_1783,CA,CARD_NO_1783,5874,OTH_FI_NO_1,OT,2,PAY_,100000001783,COMPL_DATA_1783,TRN000000001783,A,A,REV_TXN_ID_1783,REC_TYPE_1783,1545.500,0,22370.400,26,ERR_CODE_17,ERR_PARAM_1783,EXTEN,2,83,2026-11-19 06:54:00,2026-11-19 06:54:00,1783
TXN0000000000001784,T,246355,2026-11-20,2026-11-20,SOUCE_CODE_1784,MS,SCR_FI_NO_1,SCR_TERM,577177,TRANS_,T,SC,2026-11-20,SCR_ABA_NO_,009,SCR_RCPT_N,SCR_PASS_THRU_1784,HOST_2_REG_DATA_1784,N,N,TRANS_AC_NO_1784,009,FC_AC_NO_1784,836.500,T,BRL,FIN_INST_NO,2026-11-20,S,S,STND,TRACK_DATA_1784,CA,CARD_NO_1784,2193,OTH_FI_NO_1,OT,8,PAY_,100000001784,COMPL_DATA_1784,TRN000000001784,A,A,REV_TXN_ID_1784,REC_TYPE_1784,15331.900,37,9471.100,38,ERR_CODE_17,ERR_PARAM_1784,EXTEN,6,84,2026-11-20 07:01:00,2026-11-20 07:01:00,1784
TXN0000000000001785,T,780748,2026-11-21,2026-11-21,SOUCE_CODE_1785,MS,SCR_FI_NO_1,SCR_TERM,141526,TRANS_,T,SC,2026-11-21,SCR_ABA_NO_,010,SCR_RCPT_N,SCR_PASS_THRU_1785,HOST_2_REG_DATA_1785,N,N,TRANS_AC_NO_1785,010,FC_AC_NO_1785,21668.400,T,USD,FIN_INST_NO,2026-11-21,S,S,STND,TRACK_DATA_1785,CA,CARD_NO_1785,3562,OTH_FI_NO_1,OT,8,PAY_,100000001785,COMPL_DATA_1785,TRN000000001785,A,A,REV_TXN_ID_1785,REC_TYPE_1785,8627.900,19,19252.900,34,ERR_CODE_17,ERR_PARAM_1785,EXTEN,7,85,2026-11-21 08:08:00,2026-11-21 08:08:00,1785
TXN0000000000001786,T,107550,2026-11-22,2026-11-22,SOUCE_CODE_1786,MS,SCR_FI_NO_1,SCR_TERM,304766,TRANS_,T,SC,2026-11-22,SCR_ABA_NO_,011,SCR_RCPT_N,SCR_PASS_THRU_1786,HOST_2_REG_DATA_1786,Y,N,TRANS_AC_NO_1786,011,FC_AC_NO_1786,13303.300,T,PEN,FIN_INST_NO,2026-11-22,S,S,STND,TRACK_DATA_1786,CA,CARD_NO_1786,1411,OTH_FI_NO_1,OT,1,PAY_,100000001786,COMPL_DATA_1786,TRN000000001786,F,F,REV_TXN_ID_1786,REC_TYPE_1786,4754.100,71,14843.500,59,ERR_CODE_17,ERR_PARAM_1786,EXTEN,2,86,2026-11-22 09:15:00,2026-11-22 09:15:00,1786
TXN0000000000001787,T,750879,2026-11-23,2026-11-23,SOUCE_CODE_1787,MS,SCR_FI_NO_1,SCR_TERM,984174,TRANS_,T,SC,2026-11-23,SCR_ABA_NO_,012,SCR_RCPT_N,SCR_PASS_THRU_1787,HOST_2_REG_DATA_1787,N,Y,TRANS_AC_NO_1787,012,FC_AC_NO_1787,17766.500,T,EUR,FIN_INST_NO,2026-11-23,S,S,STND,TRACK_DATA_1787,CA,CARD_NO_1787,9450,OTH_FI_NO_1,OT,7,PAY_,100000001787,COMPL_DATA_1787,TRN000000001787,A,A,REV_TXN_ID_1787,REC_TYPE_1787,13669.200,97,16221.300,42,ERR_CODE_17,ERR_PARAM_1787,EXTEN,4,87,2026-11-23 10:22:00,2026-11-23 10:22:00,1787
TXN0000000000001788,T,905719,2026-11-24,2026-11-24,SOUCE_CODE_1788,MS,SCR_FI_NO_1,SCR_TERM,182794,TRANS_,T,SC,2026-11-24,SCR_ABA_NO_,013,SCR_RCPT_N,SCR_PASS_THRU_1788,HOST_2_REG_DATA_1788,N,N,TRANS_AC_NO_1788,013,FC_AC_NO_1788,8202.900,T,BRL,FIN_INST_NO,2026-11-24,S,S,STND,TRACK_DATA_1788,CA,CARD_NO_1788,7942,OTH_FI_NO_1,OT,6,PAY_,100000001788,COMPL_DATA_1788,TRN000000001788,A,A,REV_TXN_ID_1788,REC_TYPE_1788,4457.500,43,13784.800,47,ERR_CODE_17,ERR_PARAM_1788,EXTEN,7,88,2026-11-24 11:29:00,2026-11-24 11:29:00,1788
TXN0000000000001789,T,294251,2026-11-25,2026-11-25,SOUCE_CODE_1789,MS,SCR_FI_NO_1,SCR_TERM,57942,TRANS_,T,SC,2026-11-25,SCR_ABA_NO_,014,SCR_RCPT_N,SCR_PASS_THRU_1789,HOST_2_REG_DATA_1789,N,N,TRANS_AC_NO_1789,014,FC_AC_NO_1789,7354.900,T,USD,FIN_INST_NO,2026-11-25,S,S,STND,TRACK_DATA_1789,CA,CARD_NO_1789,404,OTH_FI_NO_1,OT,1,PAY_,100000001789,COMPL_DATA_1789,TRN000000001789,A,A,REV_TXN_ID_1789,REC_TYPE_1789,2103.300,89,11143.400,1,ERR_CODE_17,ERR_PARAM_1789,EXTEN,9,89,2026-11-25 12:36:00,2026-11-25 12:36:00,1789
